5168-2022-06-26_126_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.75
o;12;45.75;Lenherr Cédric;*;10;55.5;12;45.75;0;0.0;8.5

16a;Bürgler Patrick;*;;;;;;;;;54.0
+;;;Wild Thomas;*;;;;;;;10.0
o;1;10.0;Oettli Silvio;**;8;56.0;3;9.0;2;-1.0;8.5
o;6;18.5;Elmer Adrian;*;12;55.0;6;18.5;0;0.0;8.5
o;11;27.0;Inauen Aurel;;10;55.5;11;27.0;0;0.0;8.5
+;14;35.5;Kiser Aron;;14;54.5;11;36.25;-3;0.75;10.0
o;13;45.5;Brügger Stefan;*;11;55.25;13;45.5;0;0.0;8.5

16b;Nüesch Sandro (2005);;;;;;;;;;54.0
o;;;Habegger Andrin (2005);;;;;;;;8.5
o;5;8.5;Horner Sämi;;16;54.0;5;8.5;0;0.0;8.5
+;12;17.0;Peter Philipp;;30;34.25;12;17.0;0;0.0;10.0
+;11;27.0;Lüthi Manuel;*;28;34.75;14;26.25;3;-0.75;10.0
o;8;37.0;Elmer Adrian;*;12;55.0;9;36.75;1;-0.25;8.5
o;13;45.5;Bucher Roman;;10;55.5;12;45.75;-1;0.25;8.5

16c;Bachmann Janos (2004);;;;;;;;;;54.0
+;;;Joos Roman (2005);;;;;;;;10.0
+;1;10.0;Brügger Stefan;*;11;55.25;4;8.75;3;-1.25;10.0
o;1;20.0;Riget Florian;**;4;57.0;6;18.5;5;-1.5;8.5
o;5;28.5;Koch Reto;*;6;56.5;6;28.25;1;-0.25;8.5
o;8;37.0;Schudel Simon;*;11;55.25;9;36.75;1;-0.25;8.5
o;13;45.5;Kolb Pirmin;*;12;55.0;15;45.0;2;-0.5;8.5

16d;Zumbach Michael;;;;;;;;;;54.0
-;;;Brülisauer Dominik;;;;;;;;8.75
o;4;8.75;Kammermann Dominik;;9;55.75;4;8.75;0;0.0;8.5
+;11;17.25;Magani Flurin;;27;35.25;12;17.0;1;-0.25;9.75
+;11;27.0;Keller Manuel;*;30;34.25;17;25.5;6;-1.5;9.75
o;9;36.75;Ackermann Rico;*;14;54.5;13;35.75;4;-1.0;8.75
o;13;45.5;Kiser Aron;;14;54.5;16;44.75;3;-0.75;8.5

16e;Horner Sämi;;;;;;;;;;54.0
o;;;Spörndli Cyril;;;;;;;;8.5
+;5;8.5;Nüesch Sandro (2005);;16;54.0;5;8.5;0;0.0;10.0
o;6;18.5;Lanter Christian;*;10;55.5;10;17.5;4;-1.0;8.5
o;11;27.0;Ackermann Remo;*;10;55.5;11;27.0;0;0.0;8.5
o;14;35.5;Müller Josias (2006);;12;55.0;14;35.5;0;0.0;8.5
+;19;44.0;Brand Andreas;;22;52.5;19;44.0;0;0.0;10.0

16f;Mannhart Jan;*;;;;;;;;;54.0
o;;;Odermatt Gian Maria (2004);*;;;;;;;8.5
+;5;8.5;Habegger Andrin (2005);;15;54.25;2;9.75;-3;1.25;10.0
o;6;18.5;Bieri Marcel;***;10;55.5;12;17.0;6;-1.5;8.5
o;11;27.0;Hänni Marc;;15;54.25;10;27.25;-1;0.25;8.75
o;13;35.75;Bucher Roman;;10;55.5;12;36.0;-1;0.25;8.5
+;18;44.25;Oertle Daniel;*;21;52.75;18;44.25;0;0.0;9.75

16g;Korrodi Janik (2004);;;;;;;;;;54.0
+;;;Schwyn Patrick;;;;;;;;9.75
-;2;9.75;Mettler Valentin;*;16;54.0;5;8.5;3;-1.25;8.75
+;6;18.5;Winzeler Simon;*;15;54.25;7;18.25;1;-0.25;10.0
o;5;28.5;Koch Thomas;*;5;56.75;7;28.0;2;-0.5;8.5
o;8;37.0;Lehmann Philipp;*;3;57.25;7;37.25;-1;0.25;8.5
o;13;45.5;Giger Lorenz;;13;54.75;15;45.0;2;-0.5;8.5

16h;Inauen Andreas;*;;;;;;;;;54.0
+;;;Joos Enrico;*;;;;;;;10.0
o;1;10.0;Geisser Lars;**;3;57.25;3;9.0;2;-1.0;8.5
o;6;18.5;Fausch Kjetil;*;10;55.5;7;18.25;1;-0.25;8.5
o;11;27.0;Schiesser Patrik;*;12;55.0;12;26.75;1;-0.25;8.5
+;14;35.5;Siegenthaler Joël;;22;52.5;14;35.5;0;0.0;10.0
o;13;45.5;Rüegg Fabian;*;12;55.0;14;45.25;1;-0.25;8.5

16i;Mettler Valentin;*;;;;;;;;;54.0
o;;;Kolb This;**;;;;;;;8.5
-;5;8.5;Korrodi Janik (2004);;16;54.0;2;9.75;-3;1.25;8.75
+;11;17.25;Büchler Livio;;20;53.0;10;17.5;-1;0.25;9.75
o;11;27.0;Fejzaj Naim;**;12;55.0;12;26.75;1;-0.25;8.5
+;14;35.5;Brand Andreas;;22;52.5;14;35.5;0;0.0;10.0
o;13;45.5;Erb Roger;**;13;54.75;15;45.0;2;-0.5;8.5

17a;Ziegler Andreas;;;;;;;;;;53.75
+;;;Büchler Livio;;;;;;;;9.75
+;2;9.75;Schläpfer Matthias;*;27;35.25;5;8.5;3;-1.25;10.0
o;2;19.75;Baeriswyl Christoph;**;9;55.75;6;18.5;4;-1.25;8.5
o;6;28.25;Giger Urs;*;10;55.5;6;28.25;0;0.0;8.5
o;9;36.75;Tschudi Mario;;12;55.0;9;36.75;0;0.0;8.5
o;14;45.25;Flütsch Marco;;15;54.25;17;44.5;3;-0.75;8.5

17b;Bösch Mario (2006);;;;;;;;;;53.75
o;;;Rhyner Beni;;;;;;;;8.5
+;5;8.5;Brand Andreas;;22;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Schiesser Patrik;*;12;55.0;12;17.0;6;-1.5;8.5
+;11;27.0;Müller Josias (2006);;12;55.0;11;27.0;0;0.0;9.75
o;9;36.75;Bärtsch Fabian;*;10;55.5;13;35.75;4;-1.0;8.5
o;14;45.25;Imhof Gregor;;12;55.0;14;45.25;0;0.0;8.5

17c;Bickel Roman;*;;;;;;;;;53.75
+;;;Ulmann Fabian;*;;;;;;;10.0
o;1;10.0;Ott Damian;**;7;56.25;4;8.75;3;-1.25;8.5
o;6;18.5;Räbsamen Marcel;**;5;56.75;6;18.5;0;0.0;8.5
+;11;27.0;Signer Tobias (2004);;20;53.0;10;27.25;-1;0.25;9.75
o;9;36.75;Hochholdinger Roman;**;10;55.5;8;37.0;-1;0.25;8.5
o;14;45.25;Bärtsch Fabian;*;10;55.5;13;45.5;-1;0.25;8.5

18a;Wehrli Jan;;;;;;;;;;53.5
o;;;Hänni Marc;;;;;;;;8.5
+;5;8.5;Magani Flurin;;27;35.25;5;8.5;0;0.0;9.75
+;7;18.25;Raschle Urban;*;32;26.0;10;17.5;3;-0.75;9.75
o;7;28.0;Wittenwiler Roman;*;7;56.25;8;27.75;1;-0.25;8.5
o;10;36.5;Ammann Rico;*;11;55.25;9;36.75;-1;0.25;8.5
o;15;45.0;Burch Dean;*;13;54.75;15;45.0;0;0.0;8.5

18b;Rüegg Patrick;;;;;;;;;;53.5
-;;;Kolb Kilian (2005);;;;;;;;9.0
+;3;9.0;Bleiker Ueli (2004);*;31;34.0;5;8.5;2;-0.5;9.75
o;5;18.75;Biäsch Christian;*;8;56.0;10;17.5;5;-1.25;8.5
o;10;27.25;Good Marco;**;8;56.0;10;27.25;0;0.0;8.5
-;13;35.75;Bollhalder Manuel;*;23;44.75;13;35.75;0;0.0;9.0
o;16;44.75;Baumann Rico;*;11;55.25;14;45.25;-2;0.5;8.75

19a;Giger Florian;;;;;;;;;;53.25
+;;;Brand Andreas;;;;;;;;9.75
o;2;9.75;Koller Silvan;*;15;54.25;4;8.75;2;-1.0;8.5
-;7;18.25;Wagner Andreas;;28;34.75;10;17.5;3;-0.75;8.75
-;11;27.0;Blaser Niklas;*;20;53.0;12;26.75;1;-0.25;8.75
o;13;35.75;Kundert Elias (2005);*;14;54.5;14;35.5;1;-0.25;8.75
o;17;44.5;Müller Josias (2006);;12;55.0;14;45.25;-3;0.75;8.75

19b;Schönenberger Tobias (2004);*;;;;;;;;;53.25
-;;;Buchmann Michael;*;;;;;;;9.0
o;3;9.0;Schäppi Urs;*;24;44.25;4;8.75;1;-0.25;8.5
+;10;17.5;Wolfer Lukas;*;27;35.25;12;17.0;2;-0.5;9.75
-;10;27.25;Habegger Andrin (2005);;15;54.25;11;27.0;1;-0.25;9.0
o;11;36.25;Oettli Silvio;**;8;56.0;10;36.5;-1;0.25;8.5
o;16;44.75;Bühler Hannes;*;10;55.5;12;45.75;-4;1.0;8.5

19c;Anliker Andri;;;;;;;;;;53.25
+;;;Schiess Daniel;;;;;;;;10.0
o;1;10.0;Schneider Mario;**;4;57.0;4;8.75;3;-1.25;8.5
o;6;18.5;Kolb Pirmin;*;12;55.0;10;17.5;4;-1.0;8.5
o;11;27.0;Burch Dean;*;13;54.75;13;26.5;2;-0.5;8.5
-;14;35.5;Rhyner Beni;;14;54.5;13;35.75;-1;0.25;9.0
o;17;44.5;Brülisauer Dominik;;13;54.75;15;45.0;-2;0.5;8.75

19d;Wild Thomas;*;;;;;;;;;53.25
o;;;Bürgler Patrick;*;;;;;;;8.5
-;5;8.5;Kolb Kilian (2005);;13;54.75;3;9.0;-2;0.5;9.0
o;10;17.5;Fuster Sepp;*;12;55.0;7;18.25;-3;0.75;8.5
+;15;26.0;Schiess Daniel;;27;35.25;12;26.75;-3;0.75;10.0
o;12;36.0;Funk Nicola;*;14;54.5;11;36.25;-1;0.25;8.75
o;16;44.75;Schwyn Adrian;*;12;55.0;14;45.25;-2;0.5;8.5

20a;Signer Tobias (2004);;;;;;;;;;53.0
-;;;Wagner Andreas;;;;;;;;8.75
+;4;8.75;Kiener Raphael;;29;34.5;4;8.75;0;0.0;10.0
o;5;18.75;Joos Enrico;*;13;54.75;6;18.5;1;-0.25;8.5
o;10;27.25;Bickel Roman;*;17;53.75;11;27.0;1;-0.25;8.5
o;13;35.75;Habegger Andrin (2005);;15;54.25;12;36.0;-1;0.25;8.75
o;17;44.5;Nock Benjamin;*;13;54.75;15;45.0;-2;0.5;8.5

20b;Blaser Niklas;*;;;;;;;;;53.0
o;;;Lenherr Cédric;*;;;;;;;8.5
o;5;8.5;Giger Lorenz;;13;54.75;2;9.75;-3;1.25;8.5
+;12;17.0;Siegenthaler Joël;;22;52.5;12;17.0;0;0.0;9.75
-;12;26.75;Giger Florian;;19;53.25;11;27.0;-1;0.25;8.75
-;14;35.5;Schmid Patrick;*;15;54.25;14;35.5;0;0.0;8.75
-;18;44.25;Ulmann Fabian;*;20;53.0;18;44.25;0;0.0;8.75

20c;Büchler Livio;;;;;;;;;;53.0
o;;;Ziegler Andreas;;;;;;;;8.5
-;5;8.5;Kiser Aron;;14;54.5;4;8.75;-1;0.25;9.0
o;10;17.5;Mettler Valentin;*;16;54.0;11;17.25;1;-0.25;8.5
+;15;26.0;Peter Philipp;;30;34.25;17;25.5;2;-0.5;10.0
o;12;36.0;Baumgartner Ramon;**;13;54.75;12;36.0;0;0.0;8.5
o;17;44.5;Rhyner Beni;;14;54.5;16;44.75;-1;0.25;8.5

20d;Ulmann Fabian;*;;;;;;;;;53.0
o;;;Bickel Roman;*;;;;;;;8.75
o;4;8.75;Tschudi Mario;;12;55.0;1;10.0;-3;1.25;8.5
+;11;17.25;Inauen Aurel;;10;55.5;6;18.5;-5;1.25;9.75
o;11;27.0;Hochholdinger Roman;**;10;55.5;11;27.0;0;0.0;8.75
o;13;35.75;Fejzaj Naim;**;12;55.0;10;36.5;-3;0.75;8.5
-;18;44.25;Blaser Niklas;*;20;53.0;18;44.25;0;0.0;8.75

21a;Oertle Daniel;*;;;;;;;;;52.75
-;;;Brügger Stefan;*;;;;;;;8.75
+;4;8.75;Rhyner Beni;;14;54.5;1;10.0;-3;1.25;9.75
o;6;18.5;Forrer Arnold;***;4;57.0;10;17.5;4;-1.0;8.5
o;11;27.0;Elmer Daniel;*;10;55.5;11;27.0;0;0.0;8.5
-;14;35.5;Feldmann Patrik (2005);;14;54.5;12;36.0;-2;0.5;8.75
o;18;44.25;Mannhart Jan;*;16;54.0;18;44.25;0;0.0;8.5

22a;Signer Walter;;;;;;;;;;52.5
o;;;Imhof Gregor;;;;;;;;8.5
o;5;8.5;Flütsch Marco;;15;54.25;4;8.75;-1;0.25;8.5
+;12;17.0;Brand Andreas;;22;52.5;12;17.0;0;0.0;10.0
o;11;27.0;Funk Nicola;*;14;54.5;14;26.25;3;-0.75;8.5
o;14;35.5;Schwyn Adrian;*;12;55.0;14;35.5;0;0.0;8.5
o;19;44.0;Ochsner Reto;;13;54.75;15;45.0;-4;1.0;8.5

22b;Spörndli Cyril;;;;;;;;;;52.5
+;;;Horner Sämi;;;;;;;;10.0
o;1;10.0;Kundert Elias (2005);*;14;54.5;4;8.75;3;-1.25;8.5
o;6;18.5;Koller Fabian;*;27;35.25;12;17.0;6;-1.5;8.5
o;11;27.0;Wetter Silvan;*;14;54.5;10;27.25;-1;0.25;8.5
o;14;35.5;Hobi Ignaz;*;14;54.5;12;36.0;-2;0.5;8.5
o;19;44.0;Feldmann Patrik (2005);;14;54.5;16;44.75;-3;0.75;8.5

22c;Siegenthaler Joël;;;;;;;;;;52.5
o;;;Feldmann Patrik (2005);;;;;;;;8.5
o;5;8.5;Inauen Aurel;;10;55.5;5;8.5;0;0.0;8.5
o;12;17.0;Blaser Niklas;*;20;53.0;12;17.0;0;0.0;8.5
+;17;25.5;Joos Roman (2005);;30;34.25;16;25.75;-1;0.25;10.0
o;14;35.5;Inauen Andreas;*;16;54.0;14;35.5;0;0.0;8.5
o;19;44.0;Schmid Patrick;*;15;54.25;18;44.25;-1;0.25;8.5

22d;Brand Andreas;;;;;;;;;;52.5
o;;;Giger Florian;;;;;;;;8.5
o;5;8.5;Bösch Mario (2006);;17;53.75;5;8.5;0;0.0;8.5
o;12;17.0;Signer Walter;;22;52.5;12;17.0;0;0.0;8.5
+;17;25.5;Bachmann Oliver (2004);;31;34.0;17;25.5;0;0.0;10.0
o;14;35.5;Mettler Valentin;*;16;54.0;14;35.5;0;0.0;8.5
o;19;44.0;Horner Sämi;;16;54.0;19;44.0;0;0.0;8.5

23a;Bollhalder Manuel;*;;;;;;;;;44.75
-;;;Schmid Patrick;*;;;;;;;8.75
-;4;8.75;Nock Benjamin;*;13;54.75;5;8.5;1;-0.25;8.75
+;10;17.5;Feldmann Patrik (2005);;14;54.5;5;18.75;-5;1.25;9.75
o;10;27.25;Biäsch Christian;*;8;56.0;9;27.5;-1;0.25;8.5
-;13;35.75;Rüegg Patrick;;18;53.5;13;35.75;0;0.0;9.0

24a;Schäppi Urs;*;;;;;;;;;44.25
-;;;Bärtsch Fabian;*;;;;;;;8.75
+;4;8.75;Schönenberger Tobias (2004);*;19;53.25;3;9.0;-1;0.25;10.0
o;5;18.75;Bernold Christian;**;9;55.75;5;18.75;0;0.0;8.5
o;10;27.25;Keller Werner;*;13;54.75;7;28.0;-3;0.75;8.5
o;13;35.75;Lenherr Cédric;*;10;55.5;13;35.75;0;0.0;8.5

25a;Roth Martin;***;;;;;;;;;35.75
-;;;Schneider Domenic;***;;;;;;;8.75
o;4;8.75;Odermatt Gian Maria (2004);*;6;56.5;1;10.0;-3;1.25;8.5
+;11;17.25;Koller Silvan;*;15;54.25;5;18.75;-6;1.5;10.0
o;10;27.25;Signer Andy;*;6;56.5;6;28.25;-4;1.0;8.5

26a;Egli Martin;*;;;;;;;;;35.5
o;;;Burkhalter Thomas;*;;;;;;;8.5
+;5;8.5;Schwyn Adrian;*;12;55.0;5;8.5;0;0.0;9.75
o;7;18.25;Hochholdinger Roman;**;10;55.5;12;17.0;5;-1.25;8.5
-;12;26.75;Flütsch Marco;;15;54.25;11;27.0;-1;0.25;8.75

27a;Magani Flurin;;;;;;;;;;35.25
o;;;Müller Josias (2006);;;;;;;;8.5
o;5;8.5;Wehrli Jan;;18;53.5;5;8.5;0;0.0;8.5
o;12;17.0;Zumbach Michael;;16;54.0;11;17.25;-1;0.25;8.5
+;17;25.5;Kiener Raphael;;29;34.5;15;26.0;-2;0.5;9.75

27b;Schiess Daniel;;;;;;;;;;35.25
o;;;Anliker Andri;;;;;;;;8.5
o;5;8.5;Schwyn Patrick;;14;54.5;5;8.5;0;0.0;8.5
+;12;17.0;Joos Roman (2005);;30;34.25;11;17.25;-1;0.25;9.75
o;12;26.75;Wild Thomas;*;19;53.25;15;26.0;3;-0.75;8.5

27c;Hugelshofer Lars;*;;;;;;;;;35.25
-;;;Baumann Rico;*;;;;;;;8.75
-;4;8.75;Burch Dean;*;13;54.75;3;9.0;-1;0.25;9.0
-;9;17.75;Lenherr Cédric;*;10;55.5;7;18.25;-2;0.5;9.0
o;12;26.75;Brügger Stefan;*;11;55.25;11;27.0;-1;0.25;8.5

27d;Koller Fabian;*;;;;;;;;;35.25
o;;;Elmer Adrian;*;;;;;;;8.5
o;5;8.5;Giger Urs;*;10;55.5;5;8.5;0;0.0;8.5
+;12;17.0;Spörndli Cyril;;22;52.5;6;18.5;-6;1.5;9.75
o;12;26.75;Winzeler Simon;*;15;54.25;11;27.0;-1;0.25;8.5

27e;Wolfer Lukas;*;;;;;;;;;35.25
o;;;Kurmann Patrick;*;;;;;;;8.5
o;5;8.5;Ochsner Reto;;13;54.75;2;9.75;-3;1.25;8.5
+;12;17.0;Schläpfer Matthias;*;27;35.25;12;17.0;0;0.0;9.75
o;12;26.75;Schönenberger Tobias (2004);*;19;53.25;10;27.25;-2;0.5;8.5

27f;Schläpfer Matthias;*;;;;;;;;;35.25
o;;;Landolt Reto;*;;;;;;;8.5
o;5;8.5;Ziegler Andreas;;17;53.75;2;9.75;-3;1.25;8.5
o;12;17.0;Wolfer Lukas;*;27;35.25;12;17.0;0;0.0;8.5
+;17;25.5;Heierli Pascal;**;30;34.25;16;25.75;-1;0.25;9.75

28a;Buchmann Michael;*;;;;;;;;;34.75
-;;;Schönenberger Tobias (2004);*;;;;;;;9.0
o;3;9.0;Wetter Silvan;*;14;54.5;4;8.75;1;-0.25;8.5
o;10;17.5;Baumann Rico;*;11;55.25;10;17.5;0;0.0;8.5
o;15;26.0;Schwyn Patrick;;14;54.5;11;27.0;-4;1.0;8.75

28b;Wagner Andreas;;;;;;;;;;34.75
-;;;Signer Tobias (2004);;;;;;;;8.75
-;4;8.75;Odermatt Michi;;29;34.5;4;8.75;0;0.0;8.75
-;10;17.5;Giger Florian;;19;53.25;7;18.25;-3;0.75;8.75
o;14;26.25;Kiser Aron;;14;54.5;13;26.5;-1;0.25;8.5

28c;Lüthi Manuel;*;;;;;;;;;34.75
o;;;Fuster Sepp;*;;;;;;;8.5
-;5;8.5;Funk Nicola;*;14;54.5;5;8.5;0;0.0;9.0
-;10;17.5;Bucher Roman;;10;55.5;5;18.75;-5;1.25;8.75
o;14;26.25;Nüesch Sandro (2005);;16;54.0;11;27.0;-3;0.75;8.5

29a;Odermatt Michi;;;;;;;;;;34.5
-;;;Kiser Aron;;;;;;;;8.75
-;4;8.75;Wagner Andreas;;28;34.75;4;8.75;0;0.0;8.75
o;10;17.5;Imhof Gregor;;12;55.0;7;18.25;-3;0.75;8.5
o;15;26.0;Bärtsch Fabian;*;10;55.5;15;26.0;0;0.0;8.5

29b;Kiener Raphael;;;;;;;;;;34.5
-;;;Flütsch Marco;;;;;;;;8.75
o;4;8.75;Signer Tobias (2004);;20;53.0;4;8.75;0;0.0;8.75
o;10;17.5;Elmer Daniel;*;10;55.5;11;17.25;1;-0.25;8.5
o;15;26.0;Magani Flurin;;27;35.25;17;25.5;2;-0.5;8.5

30a;Keller Manuel;*;;;;;;;;;34.25
o;;;Kobler Janosch;*;;;;;;;8.5
o;5;8.5;Niederer Andreas;*;15;54.25;4;8.75;-1;0.25;8.5
o;12;17.0;Keller Werner;*;13;54.75;7;18.25;-5;1.25;8.5
o;17;25.5;Zumbach Michael;;16;54.0;11;27.0;-6;1.5;8.75

30b;Heierli Pascal;**;;;;;;;;;34.25
o;;;Bühler Hannes;*;;;;;;;8.5
-;5;8.5;Lanter Christian;*;10;55.5;4;8.75;-1;0.25;8.75
o;11;17.25;Kammermann Dominik;;9;55.75;5;18.75;-6;1.5;8.5
o;16;25.75;Schläpfer Matthias;*;27;35.25;17;25.5;1;-0.25;8.5

30c;Peter Philipp;;;;;;;;;;34.25
o;;;Keller Werner;*;;;;;;;8.5
o;5;8.5;Brülisauer Dominik;;13;54.75;4;8.75;-1;0.25;8.5
o;12;17.0;Nüesch Sandro (2005);;16;54.0;12;17.0;0;0.0;8.5
o;17;25.5;Büchler Livio;;20;53.0;15;26.0;-2;0.5;8.75

30d;Joos Roman (2005);;;;;;;;;;34.25
o;;;Bachmann Janos (2004);;;;;;;;8.75
o;4;8.75;Bucher Roman;;10;55.5;4;8.75;0;0.0;8.5
o;11;17.25;Schiess Daniel;;27;35.25;12;17.0;1;-0.25;8.5
o;16;25.75;Siegenthaler Joël;;22;52.5;17;25.5;1;-0.25;8.5

31a;Bachmann Oliver (2004);;;;;;;;;;34.0
o;;;Tschudi Mario;;;;;;;;8.5
o;5;8.5;Joos Enrico;*;13;54.75;5;8.5;0;0.0;8.5
o;12;17.0;Kolb Kilian (2005);;13;54.75;8;18.0;-4;1.0;8.5
o;17;25.5;Brand Andreas;;22;52.5;17;25.5;0;0.0;8.5

31b;Bleiker Ueli (2004);*;;;;;;;;;34.0
o;;;Winzeler Simon;*;;;;;;;8.5
o;5;8.5;Rüegg Patrick;;18;53.5;3;9.0;-2;0.5;8.5
o;12;17.0;Brügger Stefan;*;11;55.25;11;17.25;-1;0.25;8.5
o;17;25.5;Schwyn Adrian;*;12;55.0;16;25.75;-1;0.25;8.5

32a;Raschle Urban;*;;;;;;;;;26.0
-;;;Koller Silvan;*;;;;;;;8.75
-;4;8.75;Hänni Marc;;15;54.25;1;10.0;-3;1.25;8.75
o;10;17.5;Wehrli Jan;;18;53.5;7;18.25;-3;0.75;8.5

33a;Bernold Edi;**;;;;;;;;;17.0
o;;;Wey Nicola;*;;;;;;;8.5
o;5;8.5;Oettli Marco;**;9;55.75;5;8.5;0;0.0;8.5

34a;Lacher Tobias (2005);;;;;;;;;;8.5
o;;;Giger Lorenz;;;;;;;;8.5

