5168-2022-06-26_126_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.75
o;4;38.0;Odermatt Gian Maria (2004);*;6;56.5;4;38.0;0;0.0;8.75
+;8;46.75;Jörger Corsin;*;10;55.5;7;47.0;-1;0.25;10.0

5d;Leuppi Samir;***;;;;;;;;;56.75
-;;;Bless Michael;***;;;;;;;8.75
+;4;8.75;Kobler Janosch;*;15;54.25;2;9.75;-2;1.0;10.0
+;5;18.75;Koch Reto;*;6;56.5;2;19.75;-3;1.0;9.75
o;5;28.5;Schneider Mario;**;4;57.0;4;28.75;-1;0.25;8.5
+;8;37.0;Baeriswyl Christoph;**;9;55.75;3;38.25;-5;1.25;10.0
+;7;47.0;Schlegel Reto;*;11;55.25;8;46.75;1;-0.25;9.75

6a;Ambühl Joel;**;;;;;;;;;56.5
o;;;Schlegel Werner;**;;;;;;;8.5
+;5;8.5;Signer Andy;*;6;56.5;2;9.75;-3;1.25;9.75
+;7;18.25;Geisser Lars;**;3;57.25;4;19.0;-3;0.75;10.0
+;6;28.25;Bless Michael;***;4;57.0;4;28.75;-2;0.5;9.75
-;4;38.0;Ott Damian;**;7;56.25;6;37.5;2;-0.5;8.75
+;8;46.75;Hochholdinger Roman;**;10;55.5;7;47.0;-1;0.25;9.75

6b;Signer Andy;*;;;;;;;;;56.5
+;;;Giger Urs;*;;;;;;;9.75
o;2;9.75;Ambühl Joel;**;6;56.5;5;8.5;3;-1.25;8.5
+;7;18.25;Hänni Marc;;15;54.25;5;18.75;-2;0.5;10.0
+;6;28.25;Roth Martin;***;25;35.75;10;27.25;4;-1.0;9.75
o;4;38.0;Walther Adrian;**;5;56.75;8;37.0;4;-1.0;8.5
+;9;46.5;Inauen Aurel;;10;55.5;8;46.75;-1;0.25;10.0

6c;Odermatt Gian Maria (2004);*;;;;;;;;;56.5
+;;;Mannhart Jan;*;;;;;;;10.0
+;1;10.0;Roth Martin;***;25;35.75;4;8.75;3;-1.25;9.75
o;2;19.75;Bless Michael;***;4;57.0;5;18.75;3;-1.0;8.5
+;6;28.25;Tschudi Mario;;12;55.0;6;28.25;0;0.0;9.75
+;4;38.0;Koch Thomas;*;5;56.75;4;38.0;0;0.0;10.0
o;3;48.0;Alpiger Nick;***;4;57.0;6;47.25;3;-0.75;8.5

6d;Koch Reto;*;;;;;;;;;56.5
+;;;Balimann Sandro;*;;;;;;;10.0
+;1;10.0;Notz Beni;***;8;56.0;1;10.0;0;0.0;9.75
o;2;19.75;Leuppi Samir;***;5;56.75;5;18.75;3;-1.0;8.5
+;6;28.25;Bachmann Janos (2004);;16;54.0;5;28.5;-1;0.25;9.75
o;4;38.0;Bieri Marcel;***;10;55.5;9;36.75;5;-1.25;8.75
+;8;46.75;Tschudi Mario;;12;55.0;9;46.5;1;-0.25;9.75

7a;Ott Damian;**;;;;;;;;;56.25
-;;;Schwander Severin;**;;;;;;;8.75
+;4;8.75;Bickel Roman;*;17;53.75;1;10.0;-3;1.25;10.0
+;5;18.75;Koch Thomas;*;5;56.75;3;19.5;-2;0.75;10.0
o;4;28.75;Alpiger Nick;***;4;57.0;4;28.75;0;0.0;8.75
-;6;37.5;Ambühl Joel;**;6;56.5;4;38.0;-2;0.5;8.75
+;10;46.25;Keller Werner;*;13;54.75;10;46.25;0;0.0;10.0

7b;Bernold Michael;*;;;;;;;;;56.25
+;;;Ackermann Remo;*;;;;;;;10.0
o;1;10.0;Alpiger Nick;***;4;57.0;4;8.75;3;-1.25;8.5
+;6;18.5;Leuppi Karim;*;11;55.25;6;18.5;0;0.0;9.75
+;6;28.25;Schnurrenberger Roman;**;12;55.0;6;28.25;0;0.0;9.75
o;4;38.0;Bless Michael;***;4;57.0;6;37.5;2;-0.5;8.5
+;9;46.5;Ammann Rico;*;11;55.25;8;46.75;-1;0.25;9.75

7c;Wey Nicola;*;;;;;;;;;56.25
+;;;Bernold Edi;**;;;;;;;9.75
-;2;9.75;Kuster Thomas;**;13;54.75;4;8.75;2;-1.0;8.75
+;6;18.5;Hobi Ignaz;*;14;54.5;5;18.75;-1;0.25;10.0
o;5;28.5;Schwander Severin;**;8;56.0;9;27.5;4;-1.0;8.75
+;7;37.25;Jörger Marc;*;14;54.5;7;37.25;0;0.0;10.0
-;6;47.25;Rotach Lars;*;8;56.0;7;47.0;1;-0.25;9.0

7d;Voggensperger Janic;**;;;;;;;;;56.25
+;;;Räbsamen Marcel;**;;;;;;;9.75
+;2;9.75;Schlegel Reto;*;11;55.25;1;10.0;-1;0.25;10.0
o;2;19.75;Orlik Armon;***;2;57.5;3;19.5;1;-0.25;8.5
+;6;28.25;Kammermann Dominik;;9;55.75;4;28.75;-2;0.5;9.75
+;4;38.0;Hersche Martin;***;10;55.5;7;37.25;3;-0.75;9.75
o;4;47.75;Lehmann Philipp;*;3;57.25;6;47.25;2;-0.5;8.5

7e;Wittenwiler Roman;*;;;;;;;;;56.25
-;;;Rüegg Fabian;*;;;;;;;9.0
+;3;9.0;Kurmann Patrick;*;13;54.75;1;10.0;-2;1.0;10.0
-;4;19.0;Walther Adrian;**;5;56.75;6;18.5;2;-0.5;8.75
+;8;27.75;Wehrli Jan;;18;53.5;7;28.0;-1;0.25;10.0
+;5;37.75;Kobler Janosch;*;15;54.25;7;37.25;2;-0.5;10.0
o;4;47.75;Orlik Armon;***;2;57.5;5;47.5;1;-0.25;8.5

8a;Schwander Severin;**;;;;;;;;;56.0
-;;;Ott Damian;**;;;;;;;8.75
-;4;8.75;Bernold Christian;**;9;55.75;2;9.75;-2;1.0;9.0
+;9;17.75;Wetter Silvan;*;14;54.5;5;18.75;-4;1.0;9.75
+;9;27.5;Wey Nicola;*;7;56.25;5;28.5;-4;1.0;10.0
o;6;37.5;Riget Florian;**;4;57.0;2;38.5;-4;1.0;8.5
+;11;46.0;Kobler Janosch;*;15;54.25;12;45.75;1;-0.25;10.0

8b;Notz Beni;***;;;;;;;;;56.0
+;;;Hersche Martin;***;;;;;;;10.0
o;1;10.0;Koch Reto;*;6;56.5;1;10.0;0;0.0;8.5
o;6;18.5;Giger Urs;*;10;55.5;6;18.5;0;0.0;8.5
+;11;27.0;Elmer Adrian;*;12;55.0;6;28.25;-5;1.25;10.0
+;8;37.0;Keller Werner;*;13;54.75;5;37.75;-3;0.75;10.0
-;7;47.0;Good Marco;**;8;56.0;7;47.0;0;0.0;9.0

8c;Rotach Lars;*;;;;;;;;;56.0
+;;;Lehmann Philipp;*;;;;;;;9.75
-;2;9.75;Schneider Domenic;***;3;57.25;4;8.75;2;-1.0;8.75
+;6;18.5;Tschudi Mario;;12;55.0;2;19.75;-4;1.25;9.75
-;6;28.25;Oettli Silvio;**;8;56.0;9;27.5;3;-0.75;9.0
+;7;37.25;Burkhalter Thomas;*;13;54.75;6;37.5;-1;0.25;9.75
-;7;47.0;Wey Nicola;*;7;56.25;6;47.25;-1;0.25;9.0

8d;Oettli Silvio;**;;;;;;;;;56.0
-;;;Baumgartner Ramon;**;;;;;;;9.0
+;3;9.0;Bürgler Patrick;*;16;54.0;1;10.0;-2;1.0;10.0
o;4;19.0;Erb Roger;**;13;54.75;7;18.25;3;-0.75;8.5
-;9;27.5;Rotach Lars;*;8;56.0;6;28.25;-3;0.75;9.0
+;10;36.5;Schönenberger Tobias (2004);*;19;53.25;11;36.25;1;-0.25;9.75
+;10;46.25;Kuster Thomas;**;13;54.75;10;46.25;0;0.0;9.75

8e;Biäsch Christian;*;;;;;;;;;56.0
o;;;Koch Thomas;*;;;;;;;8.5
-;5;8.5;Baumann Rico;*;11;55.25;4;8.75;-1;0.25;9.0
+;10;17.5;Rüegg Patrick;;18;53.5;5;18.75;-5;1.25;10.0
+;9;27.5;Bollhalder Manuel;*;23;44.75;10;27.25;1;-0.25;10.0
+;6;37.5;Oettli Marco;**;9;55.75;7;37.25;1;-0.25;10.0
o;5;47.5;Geisser Lars;**;3;57.25;6;47.25;1;-0.25;8.5

8f;Good Marco;**;;;;;;;;;56.0
-;;;Kuster Thomas;**;;;;;;;8.75
-;4;8.75;Bühler Hannes;*;10;55.5;2;9.75;-2;1.0;8.75
+;10;17.5;Kundert Elias (2005);*;14;54.5;6;18.5;-4;1.0;9.75
+;10;27.25;Rüegg Patrick;;18;53.5;10;27.25;0;0.0;10.0
+;7;37.25;Erb Roger;**;13;54.75;10;36.5;3;-0.75;9.75
-;7;47.0;Notz Beni;***;8;56.0;7;47.0;0;0.0;9.0

8g;Zwyssig Raphael;***;;;;;;;;;56.0
-;;;Schneider Mario;**;;;;;;;8.75
+;4;8.75;Landolt Reto;*;11;55.25;1;10.0;-3;1.25;9.75
o;6;18.5;Dumelin David;**;4;57.0;6;18.5;0;0.0;8.5
+;11;27.0;Ammann Rico;*;11;55.25;6;28.25;-5;1.25;10.0
+;8;37.0;Fausch Kjetil;*;10;55.5;4;38.0;-4;1.0;10.0
-;7;47.0;Bieri Marcel;***;10;55.5;9;46.5;2;-0.5;9.0

9a;Kammermann Dominik;;;;;;;;;;55.75
-;;;Bucher Roman;;;;;;;;8.75
+;4;8.75;Zumbach Michael;;16;54.0;4;8.75;0;0.0;10.0
+;5;18.75;Heierli Pascal;**;30;34.25;11;17.25;6;-1.5;10.0
o;4;28.75;Voggensperger Janic;**;7;56.25;6;28.25;2;-0.5;8.5
o;7;37.25;Landolt Reto;*;11;55.25;9;36.75;2;-0.5;8.5
+;12;45.75;Hobi Ignaz;*;14;54.5;12;45.75;0;0.0;10.0

9b;Bernold Christian;**;;;;;;;;;55.75
+;;;Fejzaj Naim;**;;;;;;;9.75
-;2;9.75;Schwander Severin;**;8;56.0;4;8.75;2;-1.0;9.0
+;5;18.75;Schäppi Urs;*;24;44.25;5;18.75;0;0.0;10.0
o;4;28.75;Giger Samuel;***;1;58.75;3;29.25;-1;0.5;8.5
+;7;37.25;Giger Lorenz;;13;54.75;10;36.5;3;-0.75;10.0
o;6;47.25;Schmid Dominik;**;4;57.0;7;47.0;1;-0.25;8.5

9c;Oettli Marco;**;;;;;;;;;55.75
o;;;Riget Florian;**;;;;;;;8.5
+;5;8.5;Bernold Edi;**;33;17.0;5;8.5;0;0.0;10.0
+;6;18.5;Rüegg Fabian;*;12;55.0;6;18.5;0;0.0;10.0
o;5;28.5;Baeriswyl Christoph;**;9;55.75;6;28.25;1;-0.25;8.75
o;7;37.25;Biäsch Christian;*;8;56.0;6;37.5;-1;0.25;8.75
+;11;46.0;Pianta Christian;*;14;54.5;11;46.0;0;0.0;9.75

9d;Kolb This;**;;;;;;;;;55.75
+;;;Mettler Valentin;*;;;;;;;10.0
-;1;10.0;Forrer Arnold;***;4;57.0;4;8.75;3;-1.25;8.75
o;5;18.75;Jörger Marc;*;14;54.5;5;18.75;0;0.0;8.5
+;10;27.25;Feldmann Patrik (2005);;14;54.5;9;27.5;-1;0.25;9.75
+;8;37.0;Burch Dean;*;13;54.75;10;36.5;2;-0.5;10.0
o;7;47.0;Bless Michael;***;4;57.0;6;47.25;-1;0.25;8.75

9e;Schmidlin Tobias;*;;;;;;;;;55.75
-;;;Pianta Christian;*;;;;;;;8.75
-;4;8.75;Feldmann Patrik (2005);;14;54.5;1;10.0;-3;1.25;8.75
+;10;17.5;Schwyn Patrick;;14;54.5;6;18.5;-4;1.0;9.75
o;10;27.25;Burkhalter Stefan;***;13;54.75;14;26.25;4;-1.0;8.5
+;13;35.75;Kolb Pirmin;*;12;55.0;11;36.25;-2;0.5;10.0
+;12;45.75;Winzeler Simon;*;15;54.25;13;45.5;1;-0.25;10.0

9f;Baeriswyl Christoph;**;;;;;;;;;55.75
+;;;Dumelin David;**;;;;;;;10.0
o;1;10.0;Kindlimann Fabian;***;3;57.25;1;10.0;0;0.0;8.5
+;6;18.5;Ziegler Andreas;;17;53.75;2;19.75;-4;1.25;9.75
+;6;28.25;Oettli Marco;**;9;55.75;5;28.5;-1;0.25;10.0
o;3;38.25;Leuppi Samir;***;5;56.75;8;37.0;5;-1.25;8.5
-;8;46.75;Giger Urs;*;10;55.5;9;46.5;1;-0.25;9.0

10a;Lenherr Cédric;*;;;;;;;;;55.5
+;;;Blaser Niklas;*;;;;;;;9.75
o;2;9.75;Hersche Martin;***;10;55.5;5;8.5;3;-1.25;8.5
-;7;18.25;Hugelshofer Lars;*;27;35.25;9;17.75;2;-0.5;9.0
o;10;27.25;Pianta Christian;*;14;54.5;9;27.5;-1;0.25;8.5
+;13;35.75;Schäppi Urs;*;24;44.25;13;35.75;0;0.0;10.0
+;12;45.75;Hänni Marc;;15;54.25;12;45.75;0;0.0;9.75

10b;Hersche Martin;***;;;;;;;;;55.5
o;;;Notz Beni;***;;;;;;;8.5
+;5;8.5;Lenherr Cédric;*;10;55.5;2;9.75;-3;1.25;10.0
+;6;18.5;Niederer Andreas;*;15;54.25;5;18.75;-1;0.25;10.0
o;5;28.5;Riget Florian;**;4;57.0;5;28.5;0;0.0;8.75
o;7;37.25;Voggensperger Janic;**;7;56.25;4;38.0;-3;0.75;8.5
+;12;45.75;Funk Nicola;*;14;54.5;11;46.0;-1;0.25;9.75

10c;Bieri Marcel;***;;;;;;;;;55.5
o;;;Rychen Roger;***;;;;;;;8.5
o;5;8.5;Koch Thomas;*;5;56.75;2;9.75;-3;1.25;8.5
+;12;17.0;Mannhart Jan;*;16;54.0;6;18.5;-6;1.5;9.75
+;12;26.75;Schudel Simon;*;11;55.25;6;28.25;-6;1.5;10.0
+;9;36.75;Koch Reto;*;6;56.5;4;38.0;-5;1.25;9.75
-;9;46.5;Zwyssig Raphael;***;8;56.0;7;47.0;-2;0.5;9.0

10d;Jörger Corsin;*;;;;;;;;;55.5
+;;;Schwyn Adrian;*;;;;;;;10.0
o;1;10.0;Schneider Mario;**;4;57.0;4;8.75;3;-1.25;8.5
+;6;18.5;Baumgartner Ramon;**;13;54.75;9;17.75;3;-0.75;10.0
o;5;28.5;Rychen Roger;***;3;57.25;5;28.5;0;0.0;8.5
+;8;37.0;Ochsner Reto;;13;54.75;10;36.5;2;-0.5;10.0
o;7;47.0;Koch Thomas;*;5;56.75;8;46.75;1;-0.25;8.5

10e;Ackermann Remo;*;;;;;;;;;55.5
o;;;Bernold Michael;*;;;;;;;8.5
+;5;8.5;Bärtsch Fabian;*;10;55.5;4;8.75;-1;0.25;10.0
o;6;18.5;Schneider Domenic;***;3;57.25;10;17.5;4;-1.0;8.5
+;11;27.0;Horner Sämi;;16;54.0;11;27.0;0;0.0;10.0
-;8;37.0;Bühler Hannes;*;10;55.5;8;37.0;0;0.0;8.75
+;12;45.75;Niederer Andreas;*;15;54.25;12;45.75;0;0.0;9.75

10f;Hochholdinger Roman;**;;;;;;;;;55.5
o;;;Schnurrenberger Roman;**;;;;;;;8.5
o;5;8.5;Rüegg Fabian;*;12;55.0;4;8.75;-1;0.25;8.5
+;12;17.0;Egli Martin;*;26;35.5;7;18.25;-5;1.25;10.0
+;11;27.0;Ulmann Fabian;*;20;53.0;11;27.0;0;0.0;10.0
+;8;37.0;Bickel Roman;*;17;53.75;9;36.75;1;-0.25;10.0
o;7;47.0;Ambühl Joel;**;6;56.5;8;46.75;1;-0.25;8.5

10g;Elmer Daniel;*;;;;;;;;;55.5
o;;;Leuppi Karim;*;;;;;;;8.75
o;4;8.75;Schudel Simon;*;11;55.25;4;8.75;0;0.0;8.5
+;11;17.25;Kiener Raphael;;29;34.5;10;17.5;-1;0.25;9.75
+;11;27.0;Oertle Daniel;*;21;52.75;11;27.0;0;0.0;9.75
o;9;36.75;Balimann Sandro;*;11;55.25;8;37.0;-1;0.25;8.75
+;13;45.5;Koller Silvan;*;15;54.25;13;45.5;0;0.0;10.0

10h;Lanter Christian;*;;;;;;;;;55.5
-;;;Wetter Silvan;*;;;;;;;8.75
-;4;8.75;Heierli Pascal;**;30;34.25;5;8.5;1;-0.25;8.75
+;10;17.5;Horner Sämi;;16;54.0;6;18.5;-4;1.0;10.0
-;9;27.5;Baumann Rico;*;11;55.25;9;27.5;0;0.0;9.0
-;10;36.5;Rüegg Fabian;*;12;55.0;11;36.25;1;-0.25;9.0
+;13;45.5;Habegger Andrin (2005);;15;54.25;12;45.75;-1;0.25;10.0

10i;Bühler Hannes;*;;;;;;;;;55.5
+;;;Heierli Pascal;**;;;;;;;9.75
-;2;9.75;Good Marco;**;8;56.0;4;8.75;2;-1.0;8.75
+;6;18.5;Schlegel Reto;*;11;55.25;6;18.5;0;0.0;9.75
o;6;28.25;Fausch Kjetil;*;10;55.5;6;28.25;0;0.0;8.75
-;8;37.0;Ackermann Remo;*;10;55.5;8;37.0;0;0.0;8.75
+;12;45.75;Schönenberger Tobias (2004);*;19;53.25;16;44.75;4;-1.0;9.75

10j;Giger Urs;*;;;;;;;;;55.5
o;;;Signer Andy;*;;;;;;;8.5
+;5;8.5;Koller Fabian;*;27;35.25;5;8.5;0;0.0;10.0
+;6;18.5;Notz Beni;***;8;56.0;6;18.5;0;0.0;9.75
+;6;28.25;Ziegler Andreas;;17;53.75;6;28.25;0;0.0;9.75
o;4;38.0;Forrer Arnold;***;4;57.0;8;37.0;4;-1.0;8.5
-;9;46.5;Baeriswyl Christoph;**;9;55.75;8;46.75;-1;0.25;9.0

10k;Bärtsch Fabian;*;;;;;;;;;55.5
-;;;Schäppi Urs;*;;;;;;;8.75
o;4;8.75;Ackermann Remo;*;10;55.5;5;8.5;1;-0.25;8.5
o;11;17.25;Schmid Patrick;*;15;54.25;11;17.25;0;0.0;8.75
+;15;26.0;Odermatt Michi;;29;34.5;15;26.0;0;0.0;9.75
+;13;35.75;Bösch Mario (2006);;17;53.75;9;36.75;-4;1.0;9.75
+;13;45.5;Bickel Roman;*;17;53.75;14;45.25;1;-0.25;10.0

10l;Fausch Kjetil;*;;;;;;;;;55.5
+;;;Funk Nicola;*;;;;;;;9.75
o;2;9.75;Bless Michael;***;4;57.0;4;8.75;2;-1.0;8.5
+;7;18.25;Inauen Andreas;*;16;54.0;6;18.5;-1;0.25;10.0
+;6;28.25;Bühler Hannes;*;10;55.5;6;28.25;0;0.0;9.75
o;4;38.0;Zwyssig Raphael;***;8;56.0;8;37.0;4;-1.0;8.5
-;9;46.5;Landolt Reto;*;11;55.25;9;46.5;0;0.0;9.0

10m;Inauen Aurel;;;;;;;;;;55.5
o;;;Ochsner Reto;;;;;;;;8.5
+;5;8.5;Siegenthaler Joël;;22;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Ulmann Fabian;*;20;53.0;11;17.25;5;-1.25;8.5
