4845-2021-07-11_Rigi_Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;59.25
+;7;17.75;Rüegg Fabian;*;27;34.75;9;17.25;2;-0.5;10.0
+;8;27.75;Reichmuth Roland;*;9;55.5;5;28.5;-3;0.75;9.75
+;7;37.5;Burkhalter Stefan;***;13;54.5;12;36.25;5;-1.25;10.0
-;4;47.5;Burch Jonas;*;6;56.5;3;47.75;-1;0.25;8.75

7f;Bernold Christian;**;;;;;;;;;56.25
+;;;Kennel Beat;**;;;;;;;9.75
-;2;9.75;Bürli Roger;**;7;56.25;4;8.75;2;-1.0;9.0
+;3;18.75;Wallimann Remo;*;16;53.75;4;18.5;1;-0.25;10.0
o;4;28.75;Lang Sven;**;6;56.5;5;28.5;1;-0.25;8.5
-;8;37.25;Schürpf Bruno;*;11;55.0;8;37.25;0;0.0;9.0
+;9;46.25;Bucher Roland;*;12;54.75;9;46.25;0;0.0;10.0

8a;Kurmann Toni;*;;;;;;;;;55.75
-;;;Gmür Pirmin;**;;;;;;;9.0
-;3;9.0;Hermann Oliver;**;11;55.0;1;10.0;-2;1.0;8.75
+;7;17.75;Murer Andy;**;28;34.5;9;17.25;2;-0.5;9.75
o;9;27.5;Notz Beni;***;22;45.0;13;26.5;4;-1.0;8.5
+;13;36.0;Joho Philip;*;13;54.5;13;36.0;0;0.0;9.75
+;11;45.75;Bader Fabian;*;14;54.25;11;45.75;0;0.0;10.0

8b;Dändliker Shane;**;;;;;;;;;55.75
o;;;Reichmuth Marco;**;;;;;;;8.5
+;5;8.5;Niederberger Markus;*;17;53.5;2;9.75;-3;1.25;10.0
o;4;18.5;Lang Sven;**;6;56.5;4;18.5;0;0.0;8.5
+;11;27.0;Bucher Thomas;*;13;54.5;11;27.0;0;0.0;10.0
o;9;37.0;Burch Jonas;*;6;56.5;6;37.75;-3;0.75;8.75
+;11;45.75;Arnold Fabian;*;15;54.0;13;45.25;2;-0.5;9.75
+;9;55.5;Wallimann Remo;*;16;53.75;16;53.75;7;-1.75;0.25

8c;Portmann Josef;**;;;;;;;;;55.75
o;;;Räbmatter Patrick;***;;;;;;;8.5
-;5;8.5;Schuler Philipp;**;24;35.75;3;9.0;-2;0.5;8.75
-;9;17.25;Stüdeli Thomas;**;26;35.0;9;17.25;0;0.0;9.0
+;14;26.25;Geisser Lars;**;26;35.0;13;26.5;-1;0.25;9.75
+;13;36.0;Riget Florian;*;18;53.25;13;36.0;0;0.0;10.0
+;10;46.0;Schürpf Bruno;*;11;55.0;9;46.25;-1;0.25;9.75

9a;Odermatt Christian;**;;;;;;;;;55.5
+;;;Bernold Edi;**;;;;;;;9.75
o;2;9.75;Räbmatter Patrick;***;4;57.0;1;10.0;-1;0.25;8.5
+;5;18.25;Betschart Patrick;*;16;53.75;5;18.25;0;0.0;9.75
-;7;28.0;Erb Roger;**;15;54.0;6;28.25;-1;0.25;9.0
+;9;37.0;Good Marco;*;15;54.0;10;36.75;1;-0.25;10.0
o;6;47.0;Heiniger Marco;**;6;56.5;7;46.75;1;-0.25;8.5

9b;Reichmuth Roland;*;;;;;;;;;55.5
+;;;Schäppi Urs;*;;;;;;;10.0
-;1;10.0;Nägeli Marco;**;15;54.0;2;9.75;1;-0.25;8.75
+;3;18.75;Hermann Oliver;**;11;55.0;3;18.75;0;0.0;9.75
o;5;28.5;Bürli Roger;**;7;56.25;8;27.75;3;-0.75;8.75
+;8;37.25;Schmid Dominik;**;9;55.5;9;37.0;1;-0.25;9.75
o;6;47.0;Räbmatter Patrick;***;4;57.0;6;47.0;0;0.0;8.5

9c;Schmid Dominik;**;;;;;;;;;55.5
-;;;Suppiger Werner;**;;;;;;;8.75
+;4;8.75;Felder Martin;*;16;53.75;2;9.75;-2;1.0;10.0
+;3;18.75;Lemmenmeier Lukas;*;10;55.25;2;19.75;-1;1.0;9.75
o;5;28.5;Reichmuth Marco;**;7;56.25;7;28.0;2;-0.5;8.5
o;9;37.0;Reichmuth Roland;*;9;55.5;8;37.25;-1;0.25;8.5
+;12;45.5;Kenel Franz-Toni;*;12;54.75;10;46.0;-2;0.5;10.0

9d;Graber Michael;*;;;;;;;;;55.5
+;;;Rüegg Fabian;*;;;;;;;9.75
o;2;9.75;Stoll Simon;**;7;56.25;1;10.0;-1;0.25;8.5
-;5;18.25;Schuler Philipp;**;24;35.75;6;18.0;1;-0.25;8.75
+;11;27.0;Wallimann Remo;*;16;53.75;11;27.0;0;0.0;10.0
+;9;37.0;Notz Beni;***;22;45.0;11;36.5;2;-0.5;10.0
o;6;47.0;Ulrich Marco;**;7;56.25;8;46.5;2;-0.5;8.5

10a;Lemmenmeier Lukas;*;;;;;;;;;55.25
+;;;Gerber Andrj;*;;;;;;;9.75
+;2;9.75;Riget Florian;*;18;53.25;1;10.0;-1;0.25;10.0
o;2;19.75;Schmid Dominik;**;9;55.5;3;18.75;1;-1.0;8.75
o;5;28.5;Räbmatter Patrick;***;4;57.0;5;28.5;0;0.0;8.5
+;9;37.0;Erb Roger;**;15;54.0;9;37.0;0;0.0;9.75
o;7;46.75;Arnold Stefan;**;5;56.75;6;47.0;-1;0.25;8.5

11a;Hermann Oliver;**;;;;;;;;;55.0
+;;;Murer Andy;**;;;;;;;10.0
-;1;10.0;Kurmann Toni;*;8;55.75;3;9.0;2;-1.0;8.75
o;3;18.75;Reichmuth Roland;*;9;55.5;3;18.75;0;0.0;8.25
+;11;27.0;Arnold Marcel;*;19;53.0;10;27.25;-1;0.25;9.75
+;10;36.75;Betschart Patrick;*;16;53.75;11;36.5;1;-0.25;9.75
o;8;46.5;Lang Sven;**;6;56.5;7;46.75;-1;0.25;8.5

11b;Schäppi Urs;*;;;;;;;;;55.0
o;;;Reichmuth Roland;*;;;;;;;8.5
+;5;8.5;Barmettler Peter;*;21;52.25;5;8.5;0;0.0;10.0
o;4;18.5;Burch Jonas;*;6;56.5;3;18.75;-1;0.25;8.5
o;11;27.0;Heiniger Marco;**;6;56.5;10;27.25;-1;0.25;8.5
+;15;35.5;Schuler Daniel;*;20;52.75;14;35.75;-1;0.25;9.75
+;13;45.25;Hess Michael;*;19;53.0;16;44.5;3;-0.75;9.75

11c;Suppiger Werner;**;;;;;;;;;55.0
-;;;Schmid Dominik;**;;;;;;;8.75
+;4;8.75;Bruder Adrian;*;20;52.75;2;9.75;-2;1.0;10.0
-;3;18.75;Poltera Andrin;*;17;53.5;3;18.75;0;0.0;8.75
-;9;27.5;Nägeli Marco;**;15;54.0;11;27.0;2;-0.5;9.0
+;11;36.5;Henzer Andreas;**;17;53.5;12;36.25;1;-0.25;9.75
-;9;46.25;Döbeli Andreas;***;12;54.75;10;46.0;1;-0.25;8.75

11d;Scherer Niklaus;**;;;;;;;;;55.0
o;;;Leuthard Reto;**;;;;;;;8.5
o;5;8.5;Arnold Stefan;**;5;56.75;4;8.75;-1;0.25;8.5
+;10;17.0;Mangold Martin;*;30;34.0;10;17.0;0;0.0;9.75
+;12;26.75;Arnold Daniel;*;25;35.25;12;26.75;0;0.0;10.0
o;10;36.75;Hügli Kaj;**;7;56.25;8;37.25;-2;0.5;8.5
+;13;45.25;Erb Roger;**;15;54.0;12;45.5;-1;0.25;9.75

11e;Schürpf Bruno;*;;;;;;;;;55.0
+;;;Bucher Thomas;*;;;;;;;10.0
-;1;10.0;Burkhalter Stefan;***;13;54.5;4;8.75;3;-1.25;8.75
-;3;18.75;Gerber Andrj;*;13;54.5;4;18.5;1;-0.25;8.75
+;9;27.5;Poltera Andrin;*;17;53.5;9;27.5;0;0.0;9.75
-;8;37.25;Bernold Christian;**;7;56.25;8;37.25;0;0.0;9.0
o;9;46.25;Portmann Josef;**;8;55.75;10;46.0;1;-0.25;8.75

12a;Bucher Roland;*;;;;;;;;;54.75
-;;;Fontana Michael;*;;;;;;;8.75
-;4;8.75;Rüegg Fabian;*;27;34.75;5;8.5;1;-0.25;9.0
-;7;17.75;Henzer Andreas;**;17;53.5;8;17.5;1;-0.25;8.75
+;13;26.5;Gmür Pirmin;**;17;53.5;13;26.5;0;0.0;10.0
+;11;36.5;Würsch Lars;*;21;52.25;16;35.25;5;-1.25;9.75
o;9;46.25;Bernold Christian;**;7;56.25;9;46.25;0;0.0;8.5

12b;Schmutz Simon;*;;;;;;;;;54.75
+;;;Hess Michael;*;;;;;;;9.75
o;2;9.75;Lang Sven;**;6;56.5;4;8.75;2;-1.0;8.5
+;5;18.25;Arnold Marcel;*;19;53.0;4;18.5;-1;0.25;9.75
o;7;28.0;Schöpfer Ronny;**;6;56.5;6;28.25;-1;0.25;8.5
+;11;36.5;Bürgi Reto;*;18;53.25;13;36.0;2;-0.5;9.75
o;9;46.25;Doppmann Urs;**;5;56.75;7;46.75;-2;0.5;8.5

12c;Kenel Franz-Toni;*;;;;;;;;;54.75
-;;;Good Marco;*;;;;;;;8.75
-;4;8.75;Wey Nicola;*;28;34.5;5;8.5;1;-0.25;8.75
-;8;17.5;Gartmann Mauro;**;27;34.75;9;17.25;1;-0.25;8.75
+;14;26.25;Brand Christian;**;28;34.5;15;26.0;1;-0.25;9.75
+;13;36.0;Gmür Pirmin;**;17;53.5;16;35.25;3;-0.75;10.0
o;10;46.0;Schmid Dominik;**;9;55.5;12;45.5;2;-0.5;8.75

12d;Döbeli Andreas;***;;;;;;;;;54.75
-;;;Zurfluh Roman;**;;;;;;;8.75
+;4;8.75;Streiff Dominik;*;24;35.75;1;10.0;-3;1.25;9.75
+;4;18.5;Schöpfer Ronny;**;6;56.5;2;19.75;-2;1.25;9.75
-;6;28.25;Burch Jonas;*;6;56.5;4;28.75;-2;0.5;9.0
o;8;37.25;Vogel Remo;**;6;56.5;6;37.75;-2;0.5;8.75
-;10;46.0;Suppiger Werner;**;11;55.0;9;46.25;-1;0.25;8.75

12e;Oettli Marco;**;;;;;;;;;54.75
o;;;Müllestein Mike;***;;;;;;;8.5
+;5;8.5;Arnold Fabian;*;15;54.0;4;8.75;-1;0.25;9.75
-;5;18.25;Bürgi Reto;*;18;53.25;4;18.5;-1;0.25;8.75
+;11;27.0;Streiff Dominik;*;24;35.75;10;27.25;-1;0.25;10.0
o;9;37.0;Arnold Stefan;**;5;56.75;8;37.25;-1;0.25;8.75
-;11;45.75;Leuthard Reto;**;15;54.0;13;45.25;2;-0.5;9.0

12f;Kälin Roland;**;;;;;;;;;54.75
-;;;Hügli Kaj;**;;;;;;;8.75
+;4;8.75;Brand Christian;**;28;34.5;4;8.75;0;0.0;10.0
o;3;18.75;Erb Roger;**;15;54.0;4;18.5;1;-0.25;8.5
-;10;27.25;Joho Philip;*;13;54.5;10;27.25;0;0.0;9.0
-;12;36.25;Poltera Andrin;*;17;53.5;13;36.0;1;-0.25;8.75
+;14;45.0;Felder Martin;*;16;53.75;13;45.25;-1;0.25;9.75

13a;Joho Philip;*;;;;;;;;;54.5
-;;;Hürlimann Mathias;*;;;;;;;8.75
+;4;8.75;Bucher Thomas;*;13;54.5;5;8.5;1;-0.25;9.75
-;4;18.5;Streiff Dominik;*;24;35.75;4;18.5;0;0.0;8.75
-;10;27.25;Kälin Roland;**;12;54.75;10;27.25;0;0.0;8.75
o;13;36.0;Kurmann Toni;*;8;55.75;13;36.0;0;0.0;8.5
+;16;44.5;Würsch Lars;*;21;52.25;18;43.75;2;-0.75;10.0

13b;Gerber Andrj;*;;;;;;;;;54.5
o;;;Lemmenmeier Lukas;*;;;;;;;8.5
+;5;8.5;Würsch Lars;*;21;52.25;5;8.5;0;0.0;10.0
-;4;18.5;Schürpf Bruno;*;11;55.0;3;18.75;-1;0.25;9.0
o;9;27.5;Vogel Remo;**;6;56.5;8;27.75;-1;0.25;8.5
-;13;36.0;Huber Alex;*;17;53.5;13;36.0;0;0.0;8.75
+;15;44.75;Arnold Marcel;*;19;53.0;16;44.5;1;-0.25;9.75

13c;Burkhalter Stefan;***;;;;;;;;;54.5
-;;;Müller Michael;**;;;;;;;8.75
-;4;8.75;Schürpf Bruno;*;11;55.0;1;10.0;-3;1.25;8.75
-;8;17.5;Heiniger Marco;**;6;56.5;4;18.5;-4;1.0;8.75
+;14;26.25;Schuler Daniel;*;20;52.75;10;27.25;-4;1.0;10.0
o;12;36.25;Bürli Roger;**;7;56.25;7;37.5;-5;1.25;8.5
+;15;44.75;Hegner Ueli;*;16;53.75;13;45.25;-2;0.5;9.75

13d;Bucher Thomas;*;;;;;;;;;54.5
o;;;Schürpf Bruno;*;;;;;;;8.5
o;5;8.5;Joho Philip;*;13;54.5;4;8.75;-1;0.25;8.5
+;10;17.0;Wey Nicola;*;28;34.5;9;17.25;-1;0.25;10.0
o;11;27.0;Dändliker Shane;**;8;55.75;11;27.0;0;0.0;8.75
+;14;35.75;Nägeli Marco;**;15;54.0;14;35.75;0;0.0;10.0
-;11;45.75;Henzer Andreas;**;17;53.5;15;44.75;4;-1.0;8.75

13e;Rüegger Aaron;*;;;;;;;;;54.5
o;;;Bürgi Reto;*;;;;;;;8.5
+;5;8.5;Arnold Daniel;*;25;35.25;5;8.5;0;0.0;9.75
o;5;18.25;Arnold Stefan;**;5;56.75;4;18.5;-1;0.25;8.5
-;12;26.75;Schuler Philipp;**;24;35.75;12;26.75;0;0.0;9.0
+;14;35.75;Arnold Marcel;*;19;53.0;14;35.75;0;0.0;10.0
-;11;45.75;Zürcher Ueli;*;13;54.5;11;45.75;0;0.0;8.75

13f;Schmid Samuel;**;;;;;;;;;54.5
+;;;Ulrich Marco;**;;;;;;;10.0
o;1;10.0;Müllestein Mike;***;3;57.25;1;10.0;0;0.0;8.5
+;4;18.5;Felder Martin;*;16;53.75;5;18.25;1;-0.25;10.0
-;5;28.5;Arnold Stefan;**;5;56.75;5;28.5;0;0.0;8.75
o;8;37.25;Heiniger Marco;**;6;56.5;9;37.0;1;-0.25;8.5
-;11;45.75;Arnold Fabian;*;15;54.0;13;45.25;2;-0.5;8.75

13g;Zürcher Ueli;*;;;;;;;;;54.5
+;;;Würsch Lars;*;;;;;;;10.0
-;1;10.0;Notz Beni;***;22;45.0;4;8.75;3;-1.25;8.75
+;3;18.75;Riget Florian;*;18;53.25;4;18.5;1;-0.25;10.0
o;4;28.75;Schlegel Werner;**;2;58.25;4;28.75;0;0.0;8.5
o;8;37.25;Stoll Simon;**;7;56.25;7;37.5;-1;0.25;8.5
-;11;45.75;Rüegger Aaron;*;13;54.5;11;45.75;0;0.0;8.75

14a;Bader Fabian;*;;;;;;;;;54.25
-;;;Schuler Daniel;*;;;;;;;9.0
-;3;9.0;Kennel Beat;**;31;17.25;5;8.5;2;-0.5;8.75
o;7;17.75;Hegner Ueli;*;16;53.75;10;17.0;3;-0.75;8.5
+;14;26.25;Fontana Michael;*;29;34.25;16;25.75;2;-0.5;9.75
+;13;36.0;Hess Michael;*;19;53.0;13;36.0;0;0.0;9.75
o;11;45.75;Kurmann Toni;*;8;55.75;11;45.75;0;0.0;8.5

15a;Erb Roger;**;;;;;;;;;54.0
o;;;Schöpfer Ronny;**;;;;;;;8.5
+;5;8.5;Betschart Patrick;*;16;53.75;2;9.75;-3;1.25;10.0
+;4;18.5;Kälin Roland;**;12;54.75;3;18.75;-1;0.25;9.75
-;6;28.25;Odermatt Christian;**;9;55.5;7;28.0;1;-0.25;8.75
o;9;37.0;Lemmenmeier Lukas;*;10;55.25;9;37.0;0;0.0;8.5
o;12;45.5;Scherer Niklaus;**;11;55.0;13;45.25;1;-0.25;8.5

15b;Good Marco;*;;;;;;;;;54.0
-;;;Kenel Franz-Toni;*;;;;;;;8.75
-;4;8.75;Hess Michael;*;19;53.0;4;8.75;0;0.0;9.0
+;7;17.75;Würsch Lars;*;21;52.25;10;17.0;3;-0.75;10.0
-;8;27.75;Müller Michael;**;23;36.5;9;27.5;1;-0.25;9.0
o;10;36.75;Odermatt Christian;**;9;55.5;9;37.0;-1;0.25;8.5
-;13;45.25;Betschart Patrick;*;16;53.75;14;45.0;1;-0.25;8.75

15c;Arnold Fabian;*;;;;;;;;;54.0
-;;;Wallimann Remo;*;;;;;;;8.75
o;4;8.75;Oettli Marco;**;12;54.75;5;8.5;1;-0.25;8.5
+;9;17.25;Gmür Pirmin;**;17;53.5;7;17.75;-2;0.5;9.75
+;11;27.0;Felder Martin;*;16;53.75;12;26.75;1;-0.25;9.75
o;10;36.75;Dändliker Shane;**;8;55.75;9;37.0;-1;0.25;8.5
-;13;45.25;Schmid Samuel;**;13;54.5;11;45.75;-2;0.5;8.75

15d;Nägeli Marco;**;;;;;;;;;54.0
+;;;Huber Alex;*;;;;;;;9.75
-;2;9.75;Reichmuth Roland;*;9;55.5;1;10.0;-1;0.25;8.75
o;4;18.5;Doppmann Urs;**;5;56.75;5;18.25;1;-0.25;8.5
-;11;27.0;Suppiger Werner;**;11;55.0;9;27.5;-2;0.5;8.75
o;14;35.75;Bucher Thomas;*;13;54.5;14;35.75;0;0.0;8.5
+;17;44.25;Schuler Daniel;*;20;52.75;17;44.25;0;0.0;9.75

15e;Leuthard Reto;**;;;;;;;;;54.0
+;;;Scherer Niklaus;**;;;;;;;9.75
o;2;9.75;Schöpfer Ronny;**;6;56.5;1;10.0;-1;0.25;8.5
o;5;18.25;Reichmuth Marco;**;7;56.25;5;18.25;0;0.0;8.5
+;12;26.75;Barmettler Peter;*;21;52.25;12;26.75;0;0.0;9.75
o;11;36.5;Ulrich Marco;**;7;56.25;11;36.5;0;0.0;8.75
-;13;45.25;Oettli Marco;**;12;54.75;11;45.75;-2;0.5;8.75

16a;Hegner Ueli;*;;;;;;;;;53.75
o;;;Riget Florian;*;;;;;;;8.5
o;5;8.5;Poltera Andrin;*;17;53.5;4;8.75;-1;0.25;8.5
+;10;17.0;Bader Fabian;*;14;54.25;7;17.75;-3;0.75;9.75
o;12;26.75;Zurfluh Roman;**;23;36.5;12;26.75;0;0.0;8.5
+;16;35.25;Barmettler Peter;*;21;52.25;16;35.25;0;0.0;10.0
o;13;45.25;Burkhalter Stefan;***;13;54.5;15;44.75;2;-0.5;8.5

16b;Felder Martin;*;;;;;;;;;53.75
+;;;Arnold Daniel;*;;;;;;;9.75
o;2;9.75;Schmid Dominik;**;9;55.5;4;8.75;2;-1.0;8.5
o;5;18.25;Schmid Samuel;**;13;54.5;4;18.5;-1;0.25;8.5
o;12;26.75;Arnold Fabian;*;15;54.0;11;27.0;-1;0.25;8.5
+;16;35.25;Niederberger Markus;*;17;53.5;16;35.25;0;0.0;10.0
o;13;45.25;Kälin Roland;**;12;54.75;14;45.0;1;-0.25;8.5

16c;Wallimann Remo;*;;;;;;;;;53.75
-;;;Arnold Fabian;*;;;;;;;8.75
+;4;8.75;Lisser Daniel;*;28;34.5;4;8.75;0;0.0;9.75
o;4;18.5;Bernold Christian;**;7;56.25;3;18.75;-1;0.25;8.5
o;11;27.0;Graber Michael;*;9;55.5;11;27.0;0;0.0;8.5
+;15;35.5;Bruder Adrian;*;20;52.75;14;35.75;-1;0.25;9.75
o;13;45.25;Dändliker Shane;**;8;55.75;11;45.75;-2;0.5;8.5

16d;Betschart Patrick;*;;;;;;;;;53.75
+;;;Wey Nicola;*;;;;;;;9.75
o;2;9.75;Erb Roger;**;15;54.0;5;8.5;3;-1.25;8.5
o;5;18.25;Odermatt Christian;**;9;55.5;5;18.25;0;0.0;8.5
+;12;26.75;Niederberger Markus;*;17;53.5;12;26.75;0;0.0;9.75
o;11;36.5;Hermann Oliver;**;11;55.0;10;36.75;-1;0.25;8.5
-;14;45.0;Good Marco;*;15;54.0;13;45.25;-1;0.25;8.75

17a;Henzer Andreas;**;;;;;;;;;53.5
-;;;Heiniger Marco;**;;;;;;;8.75
-;4;8.75;Arnold Marcel;*;19;53.0;2;9.75;-2;1.0;8.75
-;8;17.5;Bucher Roland;*;12;54.75;7;17.75;-1;0.25;8.75
