5354-2022-05-15_97_Schwyzer_Kantonales_Schwing-_und_Aelplerfest-ST

1a;Schuler Alex;***;;;;;;;;;111.25
o;10;36.75;Wicki David;*;15;55.0;12;36.25;2;-0.5;8.5
+;16;45.25;Imfeld David (2006);;18;54.25;14;45.75;-2;0.5;9.75

15g;Murer Andy;**;;;;;;;;;55.0
-;;;Gwerder Dario;**;;;;;;;8.75
+;5;8.75;Reichlin Reto;;28;35.5;2;10.0;-3;1.25;10.0
-;6;18.75;Kennel Stefan;**;12;55.75;6;18.75;0;0.0;8.75
+;11;27.5;Hürlimann Marco;;15;55.0;8;28.25;-3;0.75;10.0
-;7;37.5;Zurﬂuh Roman;**;15;55.0;7;37.5;0;0.0;8.75
-;12;46.25;Schöpfer Marco;*;14;55.25;12;46.25;0;0.0;8.75

15h;Wolf Stefan (2006);;;;;;;;;;55.0
+;;;Bösch Dario;;;;;;;;10.0
o;2;10.0;Gwerder Dario;**;8;56.75;4;9.0;2;-1.0;8.75
o;6;18.75;Doppmann Urs;**;9;56.5;8;18.25;2;-0.5;8.5
-;12;27.25;Schwegler Flavio (2004);;23;53.0;13;27.0;1;-0.25;9.0
-;12;36.25;Egli Adrian;;20;53.75;12;36.25;0;0.0;8.75
+;17;45.0;Herger Lars (2005);;20;53.75;16;45.25;-1;0.25;10.0

15i;von Rickenbach Pirmin;;;;;;;;;;55.0
+;;;Häller Nick;;;;;;;;10.0
-;2;10.0;Steffen Valentin;*;20;53.75;5;8.75;3;-1.25;9.0
o;5;19.0;Würsch Lars;*;14;55.25;8;18.25;3;-0.75;8.75
-;10;27.75;Berchtold Kilian;;18;54.25;9;28.0;-1;0.25;9.0
+;10;36.75;Baumann Marco;;15;55.0;11;36.5;1;-0.25;9.75
o;11;46.5;Bucher Christian;**;8;56.75;9;47.0;-2;0.5;8.5

15j;Theiler Andre;;;;;;;;;;55.0
o;;;Suter Bruno;;;;;;;;8.5
+;6;8.5;Rusterholz Timon (2006);;33;34.0;6;8.5;0;0.0;9.75
+;8;18.25;Roth Marco (2004);;29;35.25;8;18.25;0;0.0;10.0
o;8;28.25;Schuler Alex;***;1;111.25;1;54.75;-7;26.5;8.5
o;10;36.75;Gehrig Philipp;**;9;56.5;9;37.0;-1;0.25;8.5
+;16;45.25;Bürgi Simon;;21;53.5;17;45.0;1;-0.25;9.75

15k;Baumann Marco;;;;;;;;;;55.0
+;;;Schuler Koni;;;;;;;;9.75
o;3;9.75;Ulrich Marco;**;10;56.25;5;8.75;2;-1.0;8.5
o;8;18.25;Auf der Maur Alex;;15;55.0;8;18.25;0;0.0;8.5
+;14;26.75;Kauﬂin Andrin (2004);;28;35.5;14;26.75;0;0.0;9.75
o;11;36.5;von Rickenbach Pirmin;;15;55.0;10;36.75;-1;0.25;8.5
+;17;45.0;Reichmuth Marco (2005);;18;54.25;15;45.5;-2;0.5;10.0

15l;Bättig Martin;*;;;;;;;;;55.0
-;;;Hess Michael;*;;;;;;;9.0
+;4;9.0;Müller Adrian (2006);;28;35.5;2;10.0;-2;1.0;10.0
o;5;19.0;Müllestein Mike;***;2;58.75;6;18.75;1;-0.25;8.5
+;11;27.5;Gemsch Stefan;;20;53.75;8;28.25;-3;0.75;10.0
-;7;37.5;Kälin Roland;**;13;55.5;4;38.25;-3;0.75;8.75
o;12;46.25;Heinzer Ronny;*;10;56.25;12;46.25;0;0.0;8.75

15m;Blaser Theo;*;;;;;;;;;55.0
+;;;Wallimann Remo;*;;;;;;;9.75
o;3;9.75;Bucher Thomas;*;9;56.5;2;10.0;-1;0.25;8.5
-;8;18.25;Egli Adrian;;20;53.75;6;18.75;-2;0.5;8.75
+;13;27.0;Gabriel Simon;;17;54.5;11;27.5;-2;0.5;10.0
+;9;37.0;Scherer Niklaus;**;12;55.75;9;37.0;0;0.0;9.5
o;11;46.5;Gehrig Philipp;**;9;56.5;10;46.75;-1;0.25;8.5

15n;Müller Luca (2004);*;;;;;;;;;55.0
o;;;Wiget Ueli;*;;;;;;;8.5
+;6;8.5;Birchler Fabian;;12;55.75;3;9.75;-3;1.25;9.75
o;8;18.25;Steiner Severin;;10;56.25;5;19.0;-3;0.75;8.5
+;14;26.75;von Wyl Simon;;17;54.5;11;27.5;-3;0.75;9.75
o;11;36.5;Inderbitzin Daniel;*;16;54.75;12;36.25;1;-0.25;8.5
+;17;45.0;Forster Christian;;18;54.25;14;45.75;-3;0.75;10.0

15o;Wicki David;*;;;;;;;;;55.0
-;;;Schuler Alex;*;;;;;;;8.75
o;5;8.75;Züger Benjamin (2004);;11;56.0;2;10.0;-3;1.25;8.5
+;12;17.25;Beffa Mario;;12;55.75;7;18.5;-5;1.25;10.0
-;12;27.25;Andermatt Reto;;14;55.25;9;28.0;-3;0.75;9.0
+;12;36.25;Schilter Daniel;*;15;55.0;10;36.75;-2;0.5;10.0
o;12;46.25;Bernhard Lukas;**;10;56.25;12;46.25;0;0.0;8.75

15p;Zurﬂuh Roman;**;;;;;;;;;55.0
-;;;Bernhard Lukas;**;;;;;;;8.75
+;5;8.75;Stalder Silvan;;19;54.0;2;10.0;-3;1.25;10.0
-;6;18.75;Mehr Lars;*;12;55.75;7;18.5;1;-0.25;9.0
+;10;27.75;Heinzer Lukas (2004);;8;56.75;7;28.5;-3;0.75;9.75
-;7;37.5;Murer Andy;**;15;55.0;7;37.5;0;0.0;8.75
-;12;46.25;Steffen Gustav;**;15;55.0;12;46.25;0;0.0;8.75

15q;Hürlimann Marco;;;;;;;;;;55.0
+;;;Ulrich Damian;;;;;;;;9.75
o;3;9.75;Steffen Konrad;*;12;55.75;6;8.5;3;-1.25;8.5
+;8;18.25;Kryenbühl Mauro (2005);;21;53.5;8;18.25;0;0.0;10.0
o;8;28.25;Murer Andy;**;15;55.0;11;27.5;3;-0.75;8.5
+;10;36.75;Walker Jan (2004);;13;55.5;9;37.0;-1;0.25;9.75
o;11;46.5;Schuler Philipp;**;6;57.25;8;47.25;-3;0.75;8.5

16a;Inderbitzin Daniel;*;;;;;;;;;54.75
-;;;Odermatt Remo;*;;;;;;;8.75
-;5;8.75;Huser Christian;;12;55.75;2;10.0;-3;1.25;8.75
-;11;17.5;Waser Kevin (2006);;19;54.0;8;18.25;-3;0.75;8.75
+;15;26.25;Rohrer Michael;;24;52.75;12;27.25;-3;1.0;10.0
+;12;36.25;Müller Luca (2004);*;15;55.0;11;36.5;-1;0.25;9.75
o;13;46.0;Schärli Reto;*;15;55.0;16;45.25;3;-0.75;8.75

16b;Suter Beat;*;;;;;;;;;54.75
-;;;Heinzer Ronny;*;;;;;;;8.75
-;5;8.75;Steiner Severin;;10;56.25;2;10.0;-3;1.25;9.0
+;10;17.75;Schnellmann Adrian (2004);;12;55.75;7;18.5;-3;0.75;10.0
+;10;27.75;Hess Michael;*;12;55.75;12;27.25;2;-0.5;10.0
o;6;37.75;Stöckli Stefan;***;7;57.0;8;37.25;2;-0.5;8.5
o;12;46.25;Stöckli Damian;*;11;56.0;12;46.25;0;0.0;8.5

16c;Zemp Christian (2004);*;;;;;;;;;54.75
-;;;Keller Janik;*;;;;;;;8.75
-;5;8.75;Ulrich Michael;*;11;56.0;2;10.0;-3;1.25;9.0
+;10;17.75;Schuler Mike (2006);;28;35.5;7;18.5;-3;0.75;10.0
+;10;27.75;Schilter Daniel;*;15;55.0;8;28.25;-2;0.5;9.75
o;7;37.5;Fankhauser Erich;***;6;57.25;7;37.5;0;0.0;8.5
-;13;46.0;Betschart Daniel;;20;53.75;17;45.0;4;-1.0;8.75

17a;Reichmuth Lukas;*;;;;;;;;;54.5
o;;;Waser Christoph;*;;;;;;;8.5
+;6;8.5;Bühlmann Daniel;;6;57.25;2;10.0;-4;1.5;9.75
o;8;18.25;Ziegler Elias;;13;55.5;7;18.5;-1;0.25;8.75
-;13;27.0;Egli Adrian;;20;53.75;11;27.5;-2;0.5;8.75
+;14;35.75;Herger Flavio;;19;54.0;9;37.0;-5;1.25;10.0
-;14;45.75;Steffen Valentin;*;20;53.75;17;45.0;3;-0.75;8.75

17b;von Wyl Simon;;;;;;;;;;54.5
-;;;Ulrich Adrian;;;;;;;;9.0
o;4;9.0;Herger Flavio;;19;54.0;6;8.5;2;-0.5;8.75
+;10;17.75;Bamert Mathis (2005);;19;54.0;11;17.5;1;-0.25;9.75
o;11;27.5;Müller Luca (2004);*;15;55.0;14;26.75;3;-0.75;8.5
+;13;36.0;Stübi Noël (2004);;24;52.75;14;35.75;1;-0.25;10.0
o;13;46.0;Suter Pirmin;**;11;56.0;13;46.0;0;0.0;8.5

17c;Gabriel Simon;;;;;;;;;;54.5
-;;;Egli Adrian;;;;;;;;8.75
-;5;8.75;Ulrich Adrian;;30;34.75;5;8.75;0;0.0;8.75
+;11;17.5;Steiner Edi (2006);;30;34.75;10;17.75;-1;0.25;10.0
o;11;27.5;Blaser Theo;*;15;55.0;13;27.0;2;-0.5;8.5
+;13;36.0;von Ah Quirin;;25;44.25;14;35.75;1;-0.25;10.0
o;13;46.0;Keller Janik;*;14;55.25;15;45.5;2;-0.5;8.5

17d;Röthlisberger Simon;*;;;;;;;;;54.5
-;;;Suter Pirmin;**;;;;;;;8.75
o;5;8.75;Lüthy Ralph;;13;55.5;2;10.0;-3;1.25;8.5
+;12;17.25;Herger Flavio;;19;54.0;7;18.5;-5;1.25;10.0
-;12;27.25;Bernhard Lukas;**;10;56.25;11;27.5;-1;0.25;8.75
-;13;36.0;Schnellmann Adrian (2004);;12;55.75;10;36.75;-3;0.75;8.75
+;18;44.75;Kryenbühl Mauro (2005);;21;53.5;17;45.0;-1;0.25;9.75

17e;Spichtig Clemens;;;;;;;;;;54.5
o;;;Hürlimann Ueli;;;;;;;;8.5
-;6;8.5;Gerber Jakob;;22;53.25;5;8.75;-1;0.25;8.75
+;12;17.25;Furrer Alex;;31;34.5;11;17.5;-1;0.25;10.0
o;12;27.25;Schuler Alex;*;1;111.25;1;54.75;-11;27.5;8.5
+;14;35.75;Rogenmoser Linus;;18;54.25;13;36.0;-1;0.25;10.0
-;14;45.75;Schnider Markus;*;21;53.5;18;44.75;4;-1.0;8.75

18a;Schürpf Bruno;*;;;;;;;;;54.25
-;;;Bühler Kilian;*;;;;;;;8.75
o;5;8.75;Berchtold Kilian;;18;54.25;3;9.75;-2;1.0;8.5
o;12;17.25;Vogel Laurin;;14;55.25;8;18.25;-4;1.0;8.5
+;17;25.75;Füglister Stefan;;28;35.5;13;27.0;-4;1.25;10.0
+;14;35.75;Wyrsch Gabriel;;14;55.25;9;37.0;-5;1.25;9.75
-;15;45.5;Hirsiger Alexander;*;18;54.25;15;45.5;0;0.0;8.75

18b;Lagler Christian;*;;;;;;;;;54.25
o;;;Ming Christian;*;;;;;;;8.5
-;6;8.5;Hürlimann Ueli;;15;55.0;3;9.75;-3;1.25;8.75
o;12;17.25;Herger Lars (2005);;20;53.75;8;18.25;-4;1.0;8.5
+;17;25.75;Ettlin Kevin;;28;35.5;13;27.0;-4;1.25;10.0
+;14;35.75;Häller Nick;;19;54.0;9;37.0;-5;1.25;10.0
o;14;45.75;Mehr Lars;*;12;55.75;13;46.0;-1;0.25;8.5

18c;Gasser Dominik 1;;;;;;;;;;54.25
-;;;Bucher André;;;;;;;;8.75
o;5;8.75;Rogenmoser Linus;;18;54.25;4;9.0;-1;0.25;8.5
+;12;17.25;Marty Remo (2005);;32;34.25;12;17.25;0;0.0;10.0
+;12;27.25;Gwerder Andreas;*;28;35.5;13;27.0;1;-0.25;10.0
o;8;37.25;Stöckli Damian;*;11;56.0;12;36.25;4;-1.0;8.5
o;14;45.75;Huser Christian;;12;55.75;14;45.75;0;0.0;8.5

18d;Forster Christian;;;;;;;;;;54.25
o;;;Waser Raphael;;;;;;;;8.75
+;5;8.75;Ettlin Kevin;;28;35.5;6;8.5;1;-0.25;10.0
o;6;18.75;Ming Christian;*;14;55.25;7;18.5;1;-0.25;8.5
-;12;27.25;Briker Raphael (2006);;21;53.5;12;27.25;0;0.0;8.75
+;13;36.0;Rohrer Michael;;24;52.75;14;35.75;1;-0.25;9.75
o;14;45.75;Müller Luca (2004);*;15;55.0;17;45.0;3;-0.75;8.5

18e;Theiler Thomas;;;;;;;;;;54.25
o;;;Berchtold Kilian;;;;;;;;8.5
-;6;8.5;Föhn Christian;;18;54.25;6;8.5;0;0.0;8.75
+;12;17.25;Kälin Reto (2006);;31;34.5;12;17.25;0;0.0;10.0
o;12;27.25;Zimmermann Daniel;*;13;55.5;13;27.0;1;-0.25;8.5
+;14;35.75;Briker Raphael (2006);;21;53.5;13;36.0;-1;0.25;10.0
o;14;45.75;Hess Michael;*;12;55.75;14;45.75;0;0.0;8.5

18f;Jung Valentin;;;;;;;;;;54.25
o;;;Betschart Daniel;;;;;;;;8.75
+;5;8.75;Birchler Kilian;;28;35.5;6;8.5;1;-0.25;10.0
o;6;18.75;Kälin Roland;**;13;55.5;7;18.5;1;-0.25;8.5
o;12;27.25;Ulrich Michael;*;11;56.0;11;27.5;-1;0.25;8.5
+;14;35.75;Schwegler Flavio (2004);;23;53.0;13;36.0;-1;0.25;10.0
o;14;45.75;Zimmermann Daniel;*;13;55.5;15;45.5;1;-0.25;8.5

18g;Achermann Ivan (2005);;;;;;;;;;54.25
-;;;Gerber Jakob;;;;;;;;8.75
+;5;8.75;Richardson Patrick;;29;35.25;6;8.5;1;-0.25;9.75
o;7;18.5;Kennel Beat;**;11;56.0;10;17.75;3;-0.75;8.75
+;12;27.25;Müller Adrian (2006);;28;35.5;13;27.0;1;-0.25;10.0
o;8;37.25;Waser Reto;*;6;57.25;8;37.25;0;0.0;8.5
o;14;45.75;Birchler Fabian;;12;55.75;14;45.75;0;0.0;8.5

18h;Gisler Silvan;;;;;;;;;;54.25
+;;;Schnellmann Sandro (2004);;;;;;;;10.0
o;2;10.0;Schuler Daniel;*;14;55.25;5;8.75;3;-1.25;8.5
+;7;18.5;Laimbacher Severin (2006);;28;35.5;7;18.5;0;0.0;10.0
o;7;28.5;Kälin Roland;**;13;55.5;8;28.25;1;-0.25;8.5
o;9;37.0;Züger Benjamin (2004);;11;56.0;7;37.5;-2;0.5;8.5
-;15;45.5;Egli Severin (2004);;20;53.75;17;45.0;2;-0.5;8.75

18i;Betschart Marcel;*;;;;;;;;;54.25
+;;;Gwerder Andreas;*;;;;;;;10.0
o;2;10.0;Nötzli Reto;***;5;57.5;5;8.75;3;-1.25;8.5
o;7;18.5;Suter Bruno;;8;56.75;4;19.5;-3;1.0;8.5
-;13;27.0;Bühler Patrice;;20;53.75;12;27.25;-1;0.25;8.75
o;14;35.75;Beffa Mario;;12;55.75;9;37.0;-5;1.25;8.5
+;20;44.25;Schwegler Flavio (2004);;23;53.0;19;44.5;-1;0.25;10.0

18j;Hüsler Matthias;;;;;;;;;;54.25
+;;;Auf der Maur Michael;;;;;;;;10.0
-;2;10.0;Keller Janik;*;14;55.25;5;8.75;3;-1.25;8.75
o;6;18.75;Baumann Roger;*;14;55.25;7;18.5;1;-0.25;8.5
+;12;27.25;Schnellmann Sandro (2004);;19;54.0;13;27.0;1;-0.25;10.0
o;8;37.25;Heinzer Stefan;**;14;55.25;9;37.0;1;-0.25;8.5
o;14;45.75;Von Euw Adi;;12;55.75;14;45.75;0;0.0;8.5

18k;Arnold Elias (2006);;;;;;;;;;54.25
+;;;Bürgi Simon;;;;;;;;10.0
o;2;10.0;Schuler Philipp;**;6;57.25;5;8.75;3;-1.25;8.5
+;7;18.5;Fässler Werner (2005);;20;53.75;8;18.25;1;-0.25;10.0
o;7;28.5;Suter Pirmin;**;11;56.0;10;27.75;3;-0.75;8.5
o;9;37.0;Kenel Franz-Toni;*;12;55.75;8;37.25;-1;0.25;8.5
o;15;45.5;Durrer Lukas;;13;55.5;15;45.5;0;0.0;8.75

18l;Hirsiger Alexander;*;;;;;;;;;54.25
o;;;Huber Alex;*;;;;;;;8.5
-;6;8.5;Walker Jan (2004);;13;55.5;3;9.75;-3;1.25;8.75
+;12;17.25;Flüeler Jeremias (2006);;29;35.25;8;18.25;-4;1.0;9.75
+;13;27.0;Suter Ruedi;;22;53.25;11;27.5;-2;0.5;9.75
-;10;36.75;Keller Janik;*;14;55.25;10;36.75;0;0.0;8.75
-;15;45.5;Schürpf Bruno;*;18;54.25;15;45.5;0;0.0;8.75

18m;Föhn Christian;;;;;;;;;;54.25
o;;;Gander Martin;;;;;;;;8.5
-;6;8.5;Theiler Thomas;;18;54.25;6;8.5;0;0.0;8.75
+;12;17.25;Stübi Noël (2004);;24;52.75;12;17.25;0;0.0;9.75
+;13;27.0;Richardson Patrick;;29;35.25;14;26.75;1;-0.25;9.75
o;10;36.75;Ming Christian;*;14;55.25;10;36.75;0;0.0;8.5
-;16;45.25;von Rotz Adrian (2006);;21;53.5;18;44.75;2;-0.5;9.0

18n;Laimbacher Cyrill (2004);;;;;;;;;;54.25
+;;;Imfeld David (2006);;;;;;;;9.75
o;3;9.75;Baumann Roger;*;14;55.25;6;8.5;3;-1.25;8.5
o;8;18.25;Bühler Patrice;;20;53.75;11;17.5;3;-0.75;8.5
+;14;26.75;Steiner Edi (2006);;30;34.75;15;26.25;1;-0.5;9.75
o;11;36.5;Hurschler Tobias;;15;55.0;11;36.5;0;0.0;8.75
-;16;45.25;Briker Raphael (2006);;21;53.5;19;44.5;3;-0.75;9.0

18o;Berchtold Kilian;;;;;;;;;;54.25
+;;;Theiler Thomas;;;;;;;;9.75
+;3;9.75;Schürpf Bruno;*;18;54.25;5;8.75;2;-1.0;9.75
o;4;19.5;Wiget Ueli;*;12;55.75;6;18.75;2;-0.75;8.5
-;9;28.0;von Rickenbach Pirmin;;15;55.0;10;27.75;1;-0.25;9.0
o;9;37.0;Heinzer Benno (2006);;14;55.25;10;36.75;1;-0.25;8.75
o;14;45.75;Eﬃnger Markus;*;13;55.5;14;45.75;0;0.0;8.5

18p;Styger Alex;;;;;;;;;;54.25
o;;;Bühlmann Daniel;;;;;;;;8.5
+;6;8.5;Koller Robin (2006);;29;35.25;6;8.5;0;0.0;10.0
o;7;18.5;Fellmann Roman;**;13;55.5;7;18.5;0;0.0;8.75
+;12;27.25;Berwert Eddy (2006);;28;35.5;13;27.0;1;-0.25;9.75
o;9;37.0;Meier Daniel;*;13;55.5;14;35.75;5;-1.25;8.5
-;15;45.5;Amrhyn Jonas;;18;54.25;15;45.5;0;0.0;8.75

18q;Imfeld David (2006);;;;;;;;;;54.25
o;;;Laimbacher Cyrill (2004);;;;;;;;8.75
+;5;8.75;Krieg Silvan;;28;35.5;6;8.5;1;-0.25;10.0
o;6;18.75;Waser Reto;*;6;57.25;7;18.5;1;-0.25;8.5
o;12;27.25;Von Euw Adi;;12;55.75;13;27.0;1;-0.25;8.5
+;14;35.75;Schnellmann Sandro (2004);;19;54.0;14;35.75;0;0.0;10.0
o;14;45.75;Schilter Daniel;*;15;55.0;16;45.25;2;-0.5;8.5

18r;Amrhyn Jonas;;;;;;;;;;54.25
o;;;Durrer Ive;;;;;;;;8.5
+;6;8.5;Hess Ramon (2006);;31;34.5;5;8.75;-1;0.25;10.0
-;7;18.5;Eﬃnger Markus;*;13;55.5;8;18.25;1;-0.25;8.75
+;12;27.25;Waser Raphael;;12;55.75;11;27.5;-1;0.25;9.75
o;9;37.0;Heinzer Ronny;*;10;56.25;12;36.25;3;-0.75;8.5
-;15;45.5;Styger Alex;;18;54.25;15;45.5;0;0.0;8.75

18s;Rogenmoser Linus;;;;;;;;;;54.25
-;;;Durrer Lukas;;;;;;;;9.0
+;4;9.0;Gasser Dominik 1;;18;54.25;5;8.75;1;-0.25;10.0
o;5;19.0;Huber Alex;*;9;56.5;4;19.5;-1;0.5;8.5
o;11;27.5;Kessler Joel;*;8;56.75;12;27.25;1;-0.25;8.5
o;13;36.0;Spichtig Clemens;;17;54.5;14;35.75;1;-0.25;8.5
+;19;44.5;Gerber Jakob;;22;53.25;18;44.75;-1;0.25;9.75

18t;Reichmuth Marco (2005);;;;;;;;;;54.25
+;;;Füglister Stefan;;;;;;;;10.0
o;2;10.0;Rohrer Ivan;**;6;57.25;5;8.75;3;-1.25;8.5
o;7;18.5;Gander Martin;;12;55.75;7;18.5;0;0.0;8.5
+;13;27.0;Müller Ueli (2006);;29;35.25;14;26.75;1;-0.25;10.0
o;9;37.0;Mehr Lars;*;12;55.75;13;36.0;4;-1.0;8.5
o;15;45.5;Baumann Marco;;15;55.0;17;45.0;2;-0.5;8.75

19a;Stalder Silvan;;;;;;;;;;54.0
+;;;Suter Manuel (2006);;;;;;;;10.0
o;2;10.0;Zurﬂuh Roman;**;15;55.0;5;8.75;3;-1.25;8.5
+;7;18.5;von Flüe Silvan (2004);;34;27.0;7;18.5;0;0.0;10.0
o;7;28.5;Fellmann Roman;**;13;55.5;8;28.25;1;-0.25;8.5
o;9;37.0;Bieri Elias;;14;55.25;9;37.0;0;0.0;8.5
o;15;45.5;Baumann Roger;*;14;55.25;15;45.5;0;0.0;8.5

19b;Gwerder Fabian;;;;;;;;;;54.0
+;;;Kiser Markus (2005);;;;;;;;10.0
o;2;10.0;Fankhauser Reto;**;12;55.75;4;9.0;2;-1.0;8.5
+;7;18.5;Schmid Joel;;20;53.75;7;18.5;0;0.0;9.75
-;8;28.25;Schnider Markus;*;21;53.5;12;27.25;4;-1.0;8.75
o;9;37.0;Gander Martin;;12;55.75;9;37.0;0;0.0;8.5
o;15;45.5;Waser Raphael;;12;55.75;13;46.0;-2;0.5;8.5

19c;Graber Sandro;;;;;;;;;;54.0
+;;;Kälin Reto (2006);;;;;;;;9.75
o;3;9.75;Gwerder Andreas;*;28;35.5;6;8.5;3;-1.25;8.5
+;8;18.25;Blättler Ronnie (2004);;29;35.25;8;18.25;0;0.0;9.75
o;9;28.0;Arnold Marcel;*;13;55.5;12;27.25;3;-0.75;8.5
o;11;36.5;Gwerder Beni;;13;55.5;10;36.75;-1;0.25;8.75
-;16;45.25;Bühler Patrice;;20;53.75;17;45.0;1;-0.25;8.75

19d;Schnellmann Sandro (2004);;;;;;;;;;54.0
o;;;Gisler Silvan;;;;;;;;8.5
o;6;8.5;Flüeler Jeremias (2006);;29;35.25;6;8.5;0;0.0;8.5
+;13;17.0;Schmid Pirmin;;28;35.5;12;17.25;-1;0.25;10.0
o;13;27.0;Hüsler Matthias;;18;54.25;12;27.25;-1;0.25;8.75
o;14;35.75;Imfeld David (2006);;18;54.25;14;35.75;0;0.0;8.5
+;20;44.25;Rohrer Michael;;24;52.75;20;44.25;0;0.0;9.75

19e;Bamert Mathis (2005);;;;;;;;;;54.0
-;;;Steiner Edi (2006);;;;;;;;9.0
o;4;9.0;Wyrsch Gabriel;;14;55.25;6;8.5;2;-0.5;8.5
o;11;17.5;von Wyl Simon;;17;54.5;10;17.75;-1;0.25;8.5
+;16;26.0;Koller Robin (2006);;29;35.25;14;26.75;-2;0.75;9.75
o;14;35.75;Waser Raphael;;12;55.75;13;36.0;-1;0.25;8.5
+;20;44.25;Stübi Noël (2004);;24;52.75;20;44.25;0;0.0;9.75

19f;Waser Kevin (2006);;;;;;;;;;54.0
o;;;Suter Raphael;;;;;;;;8.5
+;6;8.5;Schuler Koni;;32;34.25;6;8.5;0;0.0;9.75
-;8;18.25;Inderbitzin Daniel;*;16;54.75;11;17.5;3;-0.75;8.75
+;13;27.0;Betschart Fabian;;28;35.5;13;27.0;0;0.0;9.75
o;10;36.75;Herger Fabian;*;12;55.75;9;37.0;-1;0.25;8.75
o;15;45.5;Wyrsch Gabriel;;14;55.25;15;45.5;0;0.0;8.5

19g;Häller Nick;;;;;;;;;;54.0
o;;;von Rickenbach Pirmin;;;;;;;;8.5
+;6;8.5;Betschart Fabian 2 (2006);;33;34.0;6;8.5;0;0.0;10.0
o;7;18.5;Steinauer Adrian;**;7;57.0;8;18.25;1;-0.25;8.5
+;13;27.0;Laimbacher Severin (2006);;28;35.5;13;27.0;0;0.0;10.0
o;9;37.0;Lagler Christian;*;18;54.25;14;35.75;5;-1.25;8.5
o;15;45.5;Betschart Roger;;13;55.5;15;45.5;0;0.0;8.5

19h;Herger Flavio;;;;;;;;;;54.0
o;;;Lüthy Ralph;;;;;;;;8.5
+;6;8.5;von Wyl Simon;;17;54.5;4;9.0;-2;0.5;10.0
o;7;18.5;Röthlisberger Simon;*;17;54.5;12;17.25;5;-1.25;8.5
+;13;27.0;Imgrüth Fabian (2005);;28;35.5;13;27.0;0;0.0;10.0
o;9;37.0;Reichmuth Lukas;*;17;54.5;14;35.75;5;-1.25;8.5
o;15;45.5;Ziegler Elias;;13;55.5;14;45.75;-1;0.25;8.5

20a;Fässler Werner (2005);;;;;;;;;;53.75
+;;;Köpﬂi Mario (2005);;;;;;;;9.75
o;3;9.75;Odermatt Remo;*;12;55.75;5;8.75;2;-1.0;8.5
o;8;18.25;Arnold Elias (2006);;18;54.25;7;18.5;-1;0.25;8.5
+;14;26.75;Arnold Manuel (2006);;28;35.5;13;27.0;-1;0.25;10.0
o;10;36.75;Elsener Marcel;*;14;55.25;9;37.0;-1;0.25;8.5
o;16;45.25;Kathriner Severin;;13;55.5;15;45.5;-1;0.25;8.5

20b;Egli Severin (2004);;;;;;;;;;53.75
-;;;Betschart Fabian;;;;;;;;8.75
-;5;8.75;Durrer Lukas;;13;55.5;4;9.0;-1;0.25;9.0
-;10;17.75;Suter Raphael;;27;35.75;8;18.25;-2;0.5;9.0
+;14;26.75;Roth Marco (2004);;29;35.25;14;26.75;0;0.0;9.75
o;11;36.5;Odermatt Remo;*;12;55.75;9;37.0;-2;0.5;8.5
-;17;45.0;Gisler Silvan;;18;54.25;15;45.5;-2;0.5;8.75

20c;Steffen Valentin;*;;;;;;;;;53.75
-;;;Heinzer Stefan;**;;;;;;;8.75
-;5;8.75;von Rickenbach Pirmin;;15;55.0;2;10.0;-3;1.25;9.0
+;10;17.75;Betschart Fabian;;28;35.5;7;18.5;-3;0.75;10.0
o;10;27.75;Doppmann Urs;**;9;56.5;8;28.25;-2;0.5;8.5
-;12;36.25;Birchler Fabian;;12;55.75;9;37.0;-3;0.75;8.75
-;17;45.0;Reichmuth Lukas;*;17;54.5;14;45.75;-3;0.75;8.75

20d;Egli Adrian;;;;;;;;;;53.75
-;;;Gabriel Simon;;;;;;;;8.75
+;5;8.75;Gander Sebastian;;28;35.5;5;8.75;0;0.0;10.0
-;6;18.75;Blaser Theo;*;15;55.0;8;18.25;2;-0.5;8.75
-;11;27.5;Reichmuth Lukas;*;17;54.5;13;27.0;2;-0.5;8.75
-;12;36.25;Wolf Stefan (2006);;15;55.0;12;36.25;0;0.0;9.0
o;16;45.25;Albert Thomas;;14;55.25;15;45.5;-1;0.25;8.5

20e;Herger Lars (2005);;;;;;;;;;53.75
o;;;Von Euw Adi;;;;;;;;8.5
+;6;8.5;Kälin Reto (2006);;31;34.5;6;8.5;0;0.0;9.75
+;8;18.25;Lagler Christian;*;18;54.25;12;17.25;4;-1.0;10.0
o;8;28.25;Kenel Franz-Toni;*;12;55.75;12;27.25;4;-1.0;8.5
o;10;36.75;Auf der Maur Alex;;15;55.0;11;36.5;1;-0.25;8.5
o;16;45.25;Wolf Stefan (2006);;15;55.0;17;45.0;1;-0.25;8.5

20f;Gemsch Stefan;;;;;;;;;;53.75
+;;;Richardson Patrick;;;;;;;;9.75
o;3;9.75;Reichmuth Roland;*;7;57.0;6;8.5;3;-1.25;8.5
+;8;18.25;Hürlimann Ueli;;15;55.0;7;18.5;-1;0.25;10.0
o;8;28.25;Bättig Martin;*;15;55.0;11;27.5;3;-0.75;8.5
o;10;36.75;Bernhard Lukas;**;10;56.25;12;36.25;2;-0.5;8.5
o;16;45.25;Durrer Lukas;;13;55.5;15;45.5;-1;0.25;8.5

