4149-2018-05-06_Zuercher_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;59.25
+;3;9.0;Dobler Lorenz (2000);;30;35.25;5;8.5;2;-0.5;9.75
-;5;18.75;Gartmann Mauro;*;20;53.5;9;17.5;4;-1.25;8.75
-;8;27.5;Burkhard Tobias;;12;55.5;6;28.0;-2;0.5;9.0
-;11;36.5;Rohner Lukas (2000);;18;54.0;11;36.5;0;0.0;9.0
+;14;45.5;Käppeli Remo (2001);;18;54.0;14;45.5;0;0.0;10.0

12j;Leuppi Karim;*;;;;;;;;;55.5
o;;;Pfister Florian;*;;;;;;;8.5
-;5;8.5;Stähli Jan;;18;54.0;2;9.75;-3;1.25;8.75
+;10;17.25;Bosshard Dario;;11;55.75;5;18.75;-5;1.5;9.75
-;10;27.0;Funk Nicola;;7;56.75;5;28.25;-5;1.25;8.75
+;14;35.75;Signer Ramon (2002);;26;46.5;10;36.75;-4;1.0;9.75
+;14;45.5;Peng Mike;***;22;53.0;18;44.5;4;-1.0;10.0

12k;Gmür Pirmin;**;;;;;;;;;55.5
o;;;Strebel Joel;**;;;;;;;8.5
+;5;8.5;Junker Nik;;8;56.5;1;10.0;-4;1.5;10.0
o;6;18.5;Krähenbühl Tobias;***;7;56.75;6;18.5;0;0.0;8.5
+;10;27.0;Amstutz Janic (2002);;14;55.0;6;28.0;-4;1.0;10.0
+;9;37.0;Bickel Roman;*;8;56.5;4;38.25;-5;1.25;10.0
o;8;47.0;Schneider Mario;**;7;56.75;8;47.0;0;0.0;8.5

12l;Kammermann Thomas;*;;;;;;;;;55.5
+;;;Küng Marco;*;;;;;;;9.75
o;2;9.75;Leuthard Reto;*;8;56.5;2;9.75;0;0.0;8.5
-;7;18.25;Hari Michi;;12;55.5;4;19.0;-3;0.75;8.75
+;10;27.0;Rohner Lukas (2000);;18;54.0;6;28.0;-4;1.0;10.0
+;9;37.0;Inauen Aurel;;17;54.25;9;37.0;0;0.0;10.0
o;8;47.0;Bickel Roman;*;8;56.5;9;46.75;1;-0.25;8.5

12m;Battaglia Ursin;**;;;;;;;;;55.5
o;;;Eugster Ruedi;**;;;;;;;8.5
+;5;8.5;Galli Cedric (2001);;13;55.25;1;10.0;-4;1.5;10.0
+;6;18.5;Schlegel Werner (2002);;10;56.0;5;18.75;-1;0.25;10.0
o;4;28.5;Krähenbühl Tobias;***;7;56.75;4;28.5;0;0.0;8.5
+;9;37.0;Ackermann Remo;*;12;55.5;4;38.25;-5;1.25;9.75
o;9;46.75;Leuthard Reto;*;8;56.5;10;46.5;1;-0.25;8.75

12n;Koller Andreas;;;;;;;;;;55.5
o;;;Burkhard Tobias;;;;;;;;8.5
+;5;8.5;Tobler Pius (2001);;29;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Ueltschi Patric;*;16;54.5;6;18.5;0;0.0;8.5
+;10;27.0;Ebert Claudio;;29;35.5;10;27.0;0;0.0;10.0
+;9;37.0;Gartmann Mauro;*;20;53.5;13;36.0;4;-1.0;10.0
o;8;47.0;Lehmann Philipp;;8;56.5;9;46.75;1;-0.25;8.5

12o;Hänni Marc (2001);;;;;;;;;;55.5
+;;;Hugener Adrian (2000);;;;;;;;10.0
o;1;10.0;Burkhard Tobias;;12;55.5;2;9.75;1;-0.25;8.5
o;6;18.5;Elmer Adrian;*;12;55.5;6;18.5;0;0.0;8.5
+;10;27.0;Kiener Tobias;;29;35.5;10;27.0;0;0.0;10.0
o;9;37.0;Kiener Raphael (2000);;13;55.25;9;37.0;0;0.0;8.5
+;14;45.5;Stähli Jan;;18;54.0;14;45.5;0;0.0;10.0

12p;Pfister Florian;*;;;;;;;;;55.5
+;;;Leuppi Karim;*;;;;;;;9.75
o;2;9.75;Wey Nicola;*;6;57.0;1;10.0;-1;0.25;8.5
+;7;18.25;Hauser Simon;;18;54.0;2;19.75;-5;1.5;9.75
-;6;28.0;Wettstein Daniel;;8;56.5;6;28.0;0;0.0;8.75
-;10;36.75;Oettli Silvio (2000);;15;54.75;7;37.5;-3;0.75;8.75
+;14;45.5;Jörger Marc;*;18;54.0;14;45.5;0;0.0;10.0

12q;Hobi Ignaz;;;;;;;;;;55.5
+;;;Burkhard Roger;;;;;;;;10.0
-;1;10.0;Blaser Niklas;*;17;54.25;5;8.5;4;-1.5;8.75
o;5;18.75;Gwerder Andreas;**;5;57.25;6;18.5;1;-0.25;8.5
+;9;27.25;Castelli Fabio;;12;55.5;9;27.25;0;0.0;10.0
o;8;37.25;Döbeli Andreas;*;6;57.0;8;37.25;0;0.0;8.5
+;13;45.75;Bärtsch Andreas (2002);;18;54.0;14;45.5;1;-0.25;9.75

12r;Thoma Christoph;;;;;;;;;;55.5
o;;;Kunz Daniel;;;;;;;;8.5
o;5;8.5;Lanter Christian;;8;56.5;3;9.0;-2;0.5;8.5
+;11;17.0;Glättli Benny;;29;35.5;11;17.0;0;0.0;10.0
+;10;27.0;Furrer Matthias;;29;35.5;10;27.0;0;0.0;10.0
o;9;37.0;Elmer Daniel;*;13;55.25;14;35.75;5;-1.25;8.5
+;14;45.5;Schönenberger Christian;;18;54.0;14;45.5;0;0.0;10.0

13a;Bucher Roland;;;;;;;;;;55.25
+;;;Dobler Lorenz (2000);;;;;;;;10.0
o;1;10.0;Elmer Adrian;*;12;55.5;5;8.5;4;-1.5;8.5
+;6;18.5;Stähli Jan;;18;54.0;6;18.5;0;0.0;10.0
o;4;28.5;Notz Armin;*;14;55.0;6;28.0;2;-0.5;8.5
+;9;37.0;Frauenfelder Florian (2001);;19;53.75;10;36.75;1;-0.25;9.75
o;9;46.75;Wettstein Daniel;;8;56.5;10;46.5;1;-0.25;8.5

13b;Oertig Simon;;;;;;;;;;55.25
+;;;Vontobel Florian (2001);;;;;;;;10.0
+;1;10.0;Hersche Daniel;*;14;55.0;5;8.5;4;-1.5;9.75
-;2;19.75;Dändliker Shane;*;8;56.5;5;18.75;3;-1.0;8.75
o;4;28.5;Ammann Rico;*;11;55.75;5;28.25;1;-0.25;8.5
+;9;37.0;Bärtsch Andreas (2002);;18;54.0;9;37.0;0;0.0;9.75
o;9;46.75;Strebel Joel;**;8;56.5;9;46.75;0;0.0;8.5

13c;Büsser André;*;;;;;;;;;55.25
o;;;Odermatt Christoph;*;;;;;;;8.5
+;5;8.5;Vogel Thomas;;35;27.0;1;10.0;-4;1.5;9.75
+;7;18.25;Grimm Michael;;27;45.5;6;18.5;-1;0.25;10.0
+;5;28.25;Galli Cedric (2001);;13;55.25;4;28.5;-1;0.25;10.0
o;4;38.25;Hersche Martin;***;4;57.5;7;37.5;3;-0.75;8.5
o;9;46.75;Gwerder Andreas;**;5;57.25;7;47.25;-2;0.5;8.5

13d;Galli Cedric (2001);;;;;;;;;;55.25
+;;;Giger Florian (2001);;;;;;;;10.0
+;1;10.0;Frauenfelder Florian (2001);;19;53.75;2;9.75;1;-0.25;10.0
o;1;20.0;Battaglia Ursin;**;12;55.5;6;18.5;5;-1.5;8.5
o;4;28.5;Büsser André;*;13;55.25;5;28.25;1;-0.25;8.5
+;9;37.0;Schönenberger Christian;;18;54.0;9;37.0;0;0.0;9.75
o;9;46.75;Junker Nik;;8;56.5;9;46.75;0;0.0;8.5

13e;Schuler Martin;;;;;;;;;;55.25
+;;;Schneebeli Jonas;;;;;;;;9.75
o;2;9.75;Dumelin David;*;12;55.5;4;8.75;2;-1.0;8.5
+;7;18.25;Knabe Robert;;29;35.5;7;18.25;0;0.0;10.0
o;5;28.25;Leuthard Reto;*;8;56.5;6;28.0;1;-0.25;8.5
+;10;36.75;Scherrer Pascal;;18;54.0;10;36.75;0;0.0;9.75
o;10;46.5;Lanter Christian;;8;56.5;10;46.5;0;0.0;8.75

13f;Elmer Daniel;*;;;;;;;;;55.25
o;;;Jörger Marc;*;;;;;;;8.5
+;5;8.5;Odermatt Michi;;12;55.5;1;10.0;-4;1.5;9.75
-;7;18.25;Peng Mike;***;22;53.0;10;17.25;3;-1.0;8.75
o;10;27.0;Junker Nik;;8;56.5;5;28.25;-5;1.25;8.75
+;14;35.75;Thoma Christoph;;12;55.5;9;37.0;-5;1.25;9.75
+;14;45.5;Blaser Niklas;*;17;54.25;13;45.75;-1;0.25;9.75

13g;Kiener Raphael (2000);;;;;;;;;;55.25
+;;;Streich Yannick (2002);;;;;;;;9.75
+;2;9.75;Zehnder Mario;;18;54.0;1;10.0;-1;0.25;10.0
o;2;19.75;Jörger Marc;*;18;54.0;6;18.5;4;-1.25;8.75
o;4;28.5;Nägeli Roman;*;10;56.0;9;27.25;5;-1.25;8.5
+;9;37.0;Hänni Marc (2001);;12;55.5;9;37.0;0;0.0;9.75
o;9;46.75;Reichmuth Beat;;8;56.5;9;46.75;0;0.0;8.5

13h;Wickli Beat;**;;;;;;;;;55.25
o;;;Schneider Mario;**;;;;;;;8.5
+;5;8.5;Grimm Michael;;27;45.5;1;10.0;-4;1.5;10.0
o;6;18.5;Orlik Armon;***;2;58.0;6;18.5;0;0.0;8.5
+;10;27.0;Keller Andreas;*;15;54.75;6;28.0;-4;1.0;10.0
+;9;37.0;Dumelin David;*;12;55.5;9;37.0;0;0.0;9.75
o;9;46.75;Krähenbühl Tobias;***;7;56.75;8;47.0;-1;0.25;8.5

14a;Amstutz Janic (2002);;;;;;;;;;55.0
+;;;Tobler Pius (2001);;;;;;;;9.75
o;2;9.75;Bickel Stefan;*;8;56.5;5;8.5;3;-1.25;8.5
+;7;18.25;Hugener Adrian (2000);;15;54.75;7;18.25;0;0.0;9.75
o;6;28.0;Gmür Pirmin;**;12;55.5;10;27.0;4;-1.0;8.5
o;11;36.5;Gosswiler Livio (2000);;17;54.25;13;36.0;2;-0.5;8.5
+;16;45.0;Sieber Marc (2000);;20;53.5;16;45.0;0;0.0;10.0

14b;Notz Armin;*;;;;;;;;;55.0
+;;;Hersche Daniel;*;;;;;;;9.75
o;2;9.75;Odermatt Christoph;*;25;46.75;2;9.75;0;0.0;8.5
+;7;18.25;Heierli Pascal;;8;56.5;3;19.5;-4;1.25;9.75
+;6;28.0;Bucher Roland;;13;55.25;4;28.5;-2;0.5;10.0
o;5;38.0;Dändliker Shane;*;8;56.5;6;37.75;1;-0.25;8.5
o;10;46.5;Geisser Lars;**;7;56.75;8;47.0;-2;0.5;8.5

14c;Baumann Rico;*;;;;;;;;;55.0
o;;;Dändliker Shane;*;;;;;;;8.5
+;5;8.5;Ebert Claudio;;29;35.5;1;10.0;-4;1.5;10.0
o;6;18.5;Hersche Martin;***;4;57.5;9;17.5;3;-1.0;8.5
+;10;27.0;Hauser Simon;;18;54.0;5;28.25;-5;1.25;9.75
o;10;36.75;Strebel Joel;**;8;56.5;10;36.75;0;0.0;8.5
+;15;45.25;Gosswiler Livio (2000);;17;54.25;13;45.75;-2;0.5;9.75

14d;Oertle Daniel;*;;;;;;;;;55.0
-;;;Gartmann Mauro;*;;;;;;;8.75
o;4;8.75;Reber Marcel;*;14;55.0;5;8.5;1;-0.25;8.5
-;10;17.25;Neff Florian;;14;55.0;7;18.25;-3;1.0;8.75
+;13;26.0;Jordi Gregor Ruedi;;21;53.25;9;27.25;-4;1.25;10.0
-;13;36.0;Lozza Roman;;15;54.75;12;36.25;-1;0.25;9.0
+;16;45.0;Jörger Corsin;;15;54.75;12;46.0;-4;1.0;10.0

14e;Manser Adrian;;;;;;;;;;55.0
o;;;Lehmann Philipp;;;;;;;;8.5
+;5;8.5;Bossert Alain (2001);;30;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Götti Samuel;;18;54.0;7;18.25;0;0.0;8.5
+;11;26.75;Aeppli Lukas (2000);;30;35.25;11;26.75;0;0.0;10.0
o;10;36.75;Krähenbühl Lukas;*;16;54.5;14;35.75;4;-1.0;8.5
+;15;45.25;Frauenfelder Florian (2001);;19;53.75;15;45.25;0;0.0;9.75

14f;Giger Florian (2001);;;;;;;;;;55.0
o;;;Galli Cedric (2001);;;;;;;;8.5
+;5;8.5;Glättli Benny;;29;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Hochholdinger Roman;**;11;55.75;10;17.25;4;-1.25;8.5
+;10;27.0;Bader Sandro (2002);;29;35.5;10;27.0;0;0.0;9.75
+;10;36.75;Birk Till (2002);;20;53.5;11;36.5;1;-0.25;9.75
o;10;46.5;Nägeli Roman;*;10;56.0;12;46.0;2;-0.5;8.5

14g;Hersche Daniel;*;;;;;;;;;55.0
o;;;Notz Armin;*;;;;;;;8.5
o;5;8.5;Oertig Simon;;13;55.25;1;10.0;-4;1.5;8.5
+;11;17.0;Blaser Niklas;*;17;54.25;10;17.25;-1;0.25;9.75
+;11;26.75;Sieber Marc (2000);;20;53.5;6;28.0;-5;1.25;9.75
+;11;36.5;Bosshard Dario;;11;55.75;7;37.5;-4;1.0;9.75
o;11;46.25;Schlegel Werner (2002);;10;56.0;11;46.25;0;0.0;8.75

14h;Reber Marcel;*;;;;;;;;;55.0
o;;;Schäppi Urs;*;;;;;;;8.5
+;5;8.5;Oertle Daniel;*;14;55.0;4;8.75;-1;0.25;9.75
+;7;18.25;Wettstein Daniel;;8;56.5;3;19.5;-4;1.25;10.0
o;5;28.25;Hersche Martin;***;4;57.5;8;27.5;3;-0.75;8.5
+;10;36.75;Lanter Christian;;8;56.5;5;38.0;-5;1.25;9.75
o;10;46.5;Eugster Ruedi;**;6;57.0;8;47.0;-2;0.5;8.5

14i;Vollmeier Sandro;;;;;;;;;;55.0
+;;;Landolt Cla;;;;;;;;9.75
+;2;9.75;Bosshard Dario;;11;55.75;1;10.0;-1;0.25;10.0
o;2;19.75;Arztmann Beda;*;3;57.75;7;18.25;5;-1.5;8.5
+;5;28.25;Schäppi Urs;*;29;35.5;10;27.0;5;-1.25;9.75
o;5;38.0;Odermatt Christoph;*;25;46.75;5;38.0;0;0.0;8.5
o;10;46.5;Hochholdinger Roman;**;11;55.75;13;45.75;3;-0.75;8.5

14j;Neff Florian;;;;;;;;;;55.0
o;;;Heierli Pascal;;;;;;;;8.5
+;5;8.5;Baumgartner Ramon (2002);;15;54.75;4;8.75;-1;0.25;9.75
-;7;18.25;Oertle Daniel;*;14;55.0;10;17.25;3;-1.0;8.75
+;10;27.0;Läuchli Janik (2000);;29;35.5;10;27.0;0;0.0;9.75
+;10;36.75;Steiner Joel (2000);;19;53.75;11;36.5;1;-0.25;9.75
o;10;46.5;Döbeli Andreas;*;6;57.0;8;47.0;-2;0.5;8.5

15a;Jörger Corsin;;;;;;;;;;54.75
+;;;Läuchli Janik (2000);;;;;;;;10.0
o;1;10.0;Küng Marco;*;29;35.5;5;8.5;4;-1.5;8.5
-;6;18.5;Odermatt Michi;;12;55.5;6;18.5;0;0.0;8.75
+;9;27.25;Bollhalder Manuel (2001);;17;54.25;9;27.25;0;0.0;10.0
o;8;37.25;Breitenmoser Manuel;;9;56.25;7;37.5;-1;0.25;8.75
o;12;46.0;Oertle Daniel;*;14;55.0;16;45.0;4;-1.0;8.75

15b;Baumgartner Ramon (2002);;;;;;;;;;54.75
-;;;Nock Benjamin (2001);;;;;;;;8.75
o;4;8.75;Neff Florian;;14;55.0;5;8.5;1;-0.25;8.5
+;10;17.25;Buff Alwin;;23;52.75;10;17.25;0;0.0;10.0
-;9;27.25;Hari Michi;;12;55.5;7;27.75;-2;0.5;8.75
-;13;36.0;Jordi Gregor Ruedi;;21;53.25;14;35.75;1;-0.25;8.75
+;17;44.75;Lanter Andreas;;23;52.75;19;44.25;2;-0.5;10.0

15c;Oettli Silvio (2000);;;;;;;;;;54.75
-;;;Zumbach Michael;;;;;;;;8.75
-;4;8.75;Poltera Andrin;;31;34.75;4;8.75;0;0.0;8.75
+;9;17.5;Aebli Nino (2000);;32;34.5;10;17.25;1;-0.25;10.0
+;8;27.5;Dörig Erich;*;36;26.25;12;26.25;4;-1.25;10.0
-;7;37.5;Pfister Florian;*;12;55.5;10;36.75;3;-0.75;8.75
o;11;46.25;Bernold Michael;*;10;56.0;12;46.0;1;-0.25;8.5

15d;Hugener Adrian (2000);;;;;;;;;;54.75
o;;;Hänni Marc (2001);;;;;;;;8.5
+;5;8.5;Falch Urs (2001);;30;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Amstutz Janic (2002);;14;55.0;7;18.25;0;0.0;8.5
+;11;26.75;Maglia Leo;;30;35.25;11;26.75;0;0.0;9.75
o;11;36.5;Lozza Roman;;15;54.75;12;36.25;1;-0.25;8.5
+;16;45.0;Birk Till (2002);;20;53.5;16;45.0;0;0.0;9.75

15e;Lozza Roman;;;;;;;;;;54.75
+;;;Glättli Benny;;;;;;;;10.0
o;1;10.0;Schnurrenberger Roman;**;9;56.25;4;8.75;3;-1.25;8.5
-;6;18.5;Gosswiler Livio (2000);;17;54.25;6;18.5;0;0.0;8.75
-;9;27.25;Oertle Daniel;*;14;55.0;13;26.0;4;-1.25;9.0
+;12;36.25;Hugener Adrian (2000);;15;54.75;11;36.5;-1;0.25;10.0
o;11;46.25;Dumelin David;*;12;55.5;14;45.5;3;-0.75;8.5

15f;Keller Andreas;*;;;;;;;;;54.75
o;;;Leuthard Reto;*;;;;;;;8.5
+;5;8.5;Schönenberger Christian;;18;54.0;1;10.0;-4;1.5;9.75
+;7;18.25;Kiener Tobias;;29;35.5;6;18.5;-1;0.25;9.75
o;6;28.0;Wickli Beat;**;13;55.25;10;27.0;4;-1.0;8.5
o;11;36.5;Odermatt Michi;;12;55.5;8;37.25;-3;0.75;8.5
+;16;45.0;Brülisauer Dominik (2001);;18;54.0;14;45.5;-2;0.5;9.75

16a;Wetter Silvan (2000);;;;;;;;;;54.5
+;;;Aebli Nino (2000);;;;;;;;9.75
-;2;9.75;Straub Robin;*;31;34.75;5;8.5;3;-1.25;8.75
+;6;18.5;Vogel Thomas;;35;27.0;6;18.5;0;0.0;9.75
o;5;28.25;Steiner Michael;**;12;55.5;10;27.0;5;-1.25;8.5
-;10;36.75;Jörger Marc;*;18;54.0;10;36.75;0;0.0;8.75
-;14;45.5;Kolb Pirmin (2001);;17;54.25;14;45.5;0;0.0;9.0

16b;Wildhaber Jannik;;;;;;;;;;54.5
-;;;Hari Michi;;;;;;;;9.0
+;3;9.0;Eichhorn Alexander;;34;34.0;5;8.5;2;-0.5;10.0
o;4;19.0;Strebel Joel;**;8;56.5;7;18.25;3;-0.75;8.5
o;8;27.5;Bosshard Dario;;11;55.75;8;27.5;0;0.0;8.5
+;13;36.0;Knecht Remo (2002);;21;53.25;13;36.0;0;0.0;9.75
-;13;45.75;Gartmann Mauro;*;20;53.5;17;44.75;4;-1.0;8.75

16c;Ueltschi Patric;*;;;;;;;;;54.5
o;;;Nägeli Roman;*;;;;;;;8.5
+;5;8.5;Bärtsch Andreas (2002);;18;54.0;1;10.0;-4;1.5;10.0
+;6;18.5;Koller Andreas;;12;55.5;6;18.5;0;0.0;10.0
o;4;28.5;Nägeli Marco;**;6;57.0;8;27.5;4;-1.0;8.75
o;8;37.25;Koch Reto;*;11;55.75;8;37.25;0;0.0;8.5
-;13;45.75;Krähenbühl Lukas;*;16;54.5;14;45.5;1;-0.25;8.75

16d;Krähenbühl Lukas;*;;;;;;;;;54.5
o;;;Schlegel Sandro;**;;;;;;;8.5
-;5;8.5;Breitenmoser Manuel;;9;56.25;1;10.0;-4;1.5;8.75
-;10;17.25;Dörig Erich;*;36;26.25;9;17.5;-1;0.25;8.75
+;13;26.0;Thoma Luca (2000);;29;35.5;10;27.0;-3;1.0;9.75
+;14;35.75;Manser Adrian;;14;55.0;10;36.75;-4;1.0;9.75
-;14;45.5;Ueltschi Patric;*;16;54.5;13;45.75;-1;0.25;9.0

17a;Kolb Pirmin (2001);;;;;;;;;;54.25
-;;;Inauen Aurel;;;;;;;;8.75
o;4;8.75;Bollhalder Manuel (2001);;17;54.25;4;8.75;0;0.0;8.5
+;10;17.25;Poltera Andrin;;31;34.75;9;17.5;-1;0.25;9.75
-;10;27.0;Fontana Michael;*;31;34.75;13;26.0;3;-1.0;8.75
+;14;35.75;Zumbach Michael;;21;53.25;14;35.75;0;0.0;9.75
-;14;45.5;Wetter Silvan (2000);;16;54.5;14;45.5;0;0.0;8.75

17b;Weibel Lucien;;;;;;;;;;54.25
-;;;Keller Werner;;;;;;;;8.75
+;4;8.75;Porret Louis (2002);;29;35.5;5;8.5;1;-0.25;10.0
o;5;18.75;Döbeli Andreas;*;6;57.0;5;18.75;0;0.0;8.5
+;9;27.25;Gaccioli Benjamin;;29;35.5;10;27.0;1;-0.25;10.0
o;8;37.25;Buchmann Michael;;11;55.75;7;37.5;-1;0.25;8.5
o;13;45.75;Bosshard Dario;;11;55.75;12;46.0;-1;0.25;8.5

17c;Blaser Niklas;*;;;;;;;;;54.25
o;;;Arztmann Beda;*;;;;;;;8.5
-;5;8.5;Hobi Ignaz;;12;55.5;1;10.0;-4;1.5;8.75
o;10;17.25;Hersche Daniel;*;14;55.0;11;17.0;1;-0.25;8.5
+;14;25.75;Aebli Nino (2000);;32;34.5;14;25.75;0;0.0;10.0
+;14;35.75;Keller Werner;;29;35.5;15;35.5;1;-0.25;10.0
o;13;45.75;Elmer Daniel;*;13;55.25;14;45.5;1;-0.25;8.5

17d;Gosswiler Livio (2000);;;;;;;;;;54.25
+;;;Steiner Joel (2000);;;;;;;;9.75
-;2;9.75;Schlegel Reto;*;10;56.0;4;8.75;2;-1.0;8.75
-;6;18.5;Lozza Roman;;15;54.75;6;18.5;0;0.0;8.75
-;9;27.25;Schlegel Werner (2002);;10;56.0;9;27.25;0;0.0;8.75
+;13;36.0;Amstutz Janic (2002);;14;55.0;11;36.5;-2;0.5;9.75
o;13;45.75;Baumann Rico;*;14;55.0;15;45.25;2;-0.5;8.5

17e;Bollhalder Manuel (2001);;;;;;;;;;54.25
-;;;Poltera Andrin;;;;;;;;8.75
+;4;8.75;Kolb Pirmin (2001);;17;54.25;4;8.75;0;0.0;10.0
o;5;18.75;Klausner Yanick;**;5;57.25;8;17.75;3;-1.0;8.5
o;9;27.25;Jörger Corsin;;15;54.75;9;27.25;0;0.0;8.5
+;14;35.75;Lanter Andreas;;23;52.75;14;35.75;0;0.0;9.75
-;14;45.5;Inauen Aurel;;17;54.25;14;45.5;0;0.0;8.75

17f;Inauen Aurel;;;;;;;;;;54.25
-;;;Kolb Pirmin (2001);;;;;;;;8.75
+;4;8.75;Knecht Remo (2002);;21;53.25;5;8.5;1;-0.25;9.75
+;6;18.5;Schneebeli Jonas;;29;35.5;6;18.5;0;0.0;10.0
o;4;28.5;Klausner Yanick;**;5;57.25;8;27.5;4;-1.0;8.5
o;9;37.0;Kammermann Thomas;*;12;55.5;9;37.0;0;0.0;8.5
-;14;45.5;Bollhalder Manuel (2001);;17;54.25;14;45.5;0;0.0;8.75

18a;Götti Samuel;;;;;;;;;;54.0
o;;;Breitenmoser Manuel;;;;;;;;8.5
+;5;8.5;Steiner Joel (2000);;19;53.75;5;8.5;0;0.0;9.75
+;7;18.25;Manser Adrian;;14;55.0;7;18.25;0;0.0;10.0
o;5;28.25;Rhyner Michael;**;3;57.75;7;27.75;2;-0.5;8.5
o;10;36.75;Heierli Pascal;;8;56.5;11;36.5;1;-0.25;8.5
-;15;45.25;Rohner Lukas (2000);;18;54.0;15;45.25;0;0.0;8.75

18b;Zehnder Mario;;;;;;;;;;54.0
+;;;Glättli Tobias (2002);;;;;;;;10.0
o;1;10.0;Kiener Raphael (2000);;13;55.25;2;9.75;1;-0.25;8.5
+;6;18.5;Binzegger Kevin;;29;35.5;6;18.5;0;0.0;10.0
o;4;28.5;Arztmann Beda;*;3;57.75;5;28.25;1;-0.25;8.5
o;9;37.0;Lehmann Philipp;;8;56.5;9;37.0;0;0.0;8.5
o;14;45.5;Schmidlin Tobias (2001);;24;47.0;8;47.0;-6;1.5;8.5

18c;Bärtsch Andreas (2002);;;;;;;;;;54.0
+;;;Käppeli Remo (2001);;;;;;;;10.0
o;1;10.0;Ueltschi Patric;*;16;54.5;5;8.5;4;-1.5;8.5
+;6;18.5;Ebert Claudio;;29;35.5;6;18.5;0;0.0;10.0
o;4;28.5;Riget Tobias;**;6;57.0;5;28.25;1;-0.25;8.5
o;9;37.0;Oertig Simon;;13;55.25;9;37.0;0;0.0;8.5
o;14;45.5;Hobi Ignaz;;12;55.5;13;45.75;-1;0.25;8.5

18d;Jörger Marc;*;;;;;;;;;54.0
+;;;Elmer Daniel;*;;;;;;;10.0
o;1;10.0;Schneider Mario;**;7;56.75;2;9.75;1;-0.25;8.5
+;6;18.5;Kiener Raphael (2000);;13;55.25;2;19.75;-4;1.25;9.75
o;5;28.25;Geisser Lars;**;7;56.75;4;28.5;-1;0.25;8.5
-;10;36.75;Wetter Silvan (2000);;16;54.5;10;36.75;0;0.0;8.75
o;14;45.5;Pfister Florian;*;12;55.5;14;45.5;0;0.0;8.5

18e;Rohner Lukas (2000);;;;;;;;;;54.0
o;;;Funk Nicola;;;;;;;;8.5
+;5;8.5;Lanter Andreas;;23;52.75;5;8.5;0;0.0;9.75
+;7;18.25;Lusti Remo (2001);;19;53.75;7;18.25;0;0.0;9.75
o;6;28.0;Kammermann Thomas;*;12;55.5;10;27.0;4;-1.0;8.5
-;11;36.5;Nock Benjamin (2001);;12;55.5;11;36.5;0;0.0;8.75
-;15;45.25;Götti Samuel;;18;54.0;15;45.25;0;0.0;8.75

18f;Straub Paul;;;;;;;;;;54.0
o;;;Hauser Simon;;;;;;;;8.75
-;4;8.75;Jordi Gregor Ruedi;;21;53.25;5;8.5;1;-0.25;8.75
+;9;17.5;Stadelmann Valentin (2000);;33;34.25;10;17.25;1;-0.25;9.75
o;9;27.25;Schlegel Reto;*;10;56.0;7;27.75;-2;0.5;8.5
o;14;35.75;Wettstein Daniel;;8;56.5;10;36.75;-4;1.0;8.5
+;19;44.25;Buff Alwin;;23;52.75;19;44.25;0;0.0;9.75

18g;Stähli Jan;;;;;;;;;;54.0
+;;;Jordi Gregor Ruedi;;;;;;;;9.75
-;2;9.75;Leuppi Karim;*;12;55.5;5;8.5;3;-1.25;8.75
o;6;18.5;Bucher Roland;;13;55.25;6;18.5;0;0.0;8.5
+;10;27.0;Burkhard Roger;;29;35.5;10;27.0;0;0.0;10.0
o;9;37.0;Funk Nicola;;7;56.75;9;37.0;0;0.0;8.5
o;14;45.5;Hänni Marc (2001);;12;55.5;14;45.5;0;0.0;8.5

18h;Brülisauer Dominik (2001);;;;;;;;;;54.0
o;;;Bosshard Dario;;;;;;;;8.75
+;4;8.75;Streich Yannick (2002);;29;35.5;5;8.5;1;-0.25;9.75
o;6;18.5;Nägeli Marco;**;6;57.0;9;17.5;3;-1.0;8.5
+;10;27.0;Schneebeli Jonas;;29;35.5;10;27.0;0;0.0;9.75
-;10;36.75;Hauser Simon;;18;54.0;10;36.75;0;0.0;8.75
o;14;45.5;Keller Andreas;*;15;54.75;16;45.0;2;-0.5;8.5

18i;Landolt Cla;;;;;;;;;;54.0
o;;;Vollmeier Sandro;;;;;;;;8.5
+;5;8.5;Dudli Gallus;;29;35.5;5;8.5;0;0.0;9.75
+;7;18.25;Aeppli Lukas (2000);;30;35.25;7;18.25;0;0.0;10.0
o;5;28.25;Gwerder Andreas;**;5;57.25;5;28.25;0;0.0;8.5
o;10;36.75;Hari Michi;;12;55.5;10;36.75;0;0.0;8.5
-;15;45.25;Scherrer Pascal;;18;54.0;15;45.25;0;0.0;8.75

18j;Hauser Simon;;;;;;;;;;54.0
+;;;Straub Paul;;;;;;;;9.75
+;2;9.75;Sieber Marc (2000);;20;53.5;2;9.75;0;0.0;10.0
o;2;19.75;Pfister Florian;*;12;55.5;7;18.25;5;-1.5;8.5
o;5;28.25;Baumann Rico;*;14;55.0;10;27.0;5;-1.25;8.5
