3621-2019-07-20_68_Weissenstein-Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;59.75

15e;Gehrig Philipp;**;;;;;;;;;54.0
+;;;Stüdeli Thomas;**;;;;;;;10.0
o;1;10.0;Alpiger Nick;***;6;56.25;4;8.75;3;-1.25;8.5
o;6;18.5;Kocher Remo;**;14;54.25;6;18.5;0;0.0;8.5
o;10;27.0;Brand Christian;**;16;53.75;11;26.75;1;-0.25;8.5
+;14;35.5;Burren Patrick;*;19;52.75;14;35.5;0;0.0;10.0
o;12;45.5;Schillig Willi;**;10;55.25;12;45.5;0;0.0;8.5

15f;Schläpfer Matthias;*;;;;;;;;;54.0
o;;;Schwenkfelder Lukas;*;;;;;;;8.5
o;5;8.5;Studinger Stephan;**;8;55.75;4;8.75;-1;0.25;8.5
o;10;17.0;Burren Patrick;*;19;52.75;9;17.25;-1;0.25;8.5
+;16;25.5;Stegmüller Klemens;*;24;34.25;15;25.75;-1;0.25;10.0
+;14;35.5;Rüegger Aaron;*;17;53.5;11;36.25;-3;0.75;10.0
o;12;45.5;Hauri Urs;**;10;55.25;12;45.5;0;0.0;8.5

16a;Stadler Kevin (2002);*;;;;;;;;;53.75
+;;;Studer Remo;*;;;;;;;9.75
-;2;9.75;Stoll Simon;**;13;54.5;4;8.75;2;-1.0;8.75
+;6;18.5;Brand Christian;**;16;53.75;7;18.25;1;-0.25;9.75
o;6;28.25;Kämpf Bernhard;***;7;56.0;9;27.25;3;-1.0;8.5
o;9;36.75;Stüdeli Thomas;**;10;55.25;10;36.5;1;-0.25;8.5
o;13;45.25;Zwyssig Raphael;***;9;55.5;11;45.75;-2;0.5;8.5

16b;Brand Christian;**;;;;;;;;;53.75
+;;;Hermann Oliver;*;;;;;;;9.75
o;2;9.75;Leuppi Samir;**;5;56.5;2;9.75;0;0.0;8.5
o;7;18.25;Stadler Kevin (2002);*;16;53.75;6;18.5;-1;0.25;8.5
+;11;26.75;Gehrig Philipp;**;15;54.0;10;27.0;-1;0.25;10.0
o;9;36.75;Krähenbühl Tobias;***;11;55.0;14;35.5;5;-1.25;8.5
o;13;45.25;Aellen Philipp;*;11;55.0;14;45.0;1;-0.25;8.5

16c;Arztmann Beda;**;;;;;;;;;53.75
o;;;Schmid Samuel;**;;;;;;;8.5
+;5;8.5;Schillig Willi;**;10;55.25;5;8.5;0;0.0;9.75
o;7;18.25;Vieira Tiago;**;26;27.25;9;17.25;2;-1.0;8.5
+;11;26.75;Klausner Yanick;**;20;35.25;11;26.75;0;0.0;10.0
o;9;36.75;Voggensperger Lars (2001);*;10;55.25;8;37.0;-1;0.25;8.5
o;13;45.25;Gerber Manuel;*;12;54.75;15;44.75;2;-0.5;8.5

17a;Henzer Andreas;**;;;;;;;;;53.5
-;;;Wickli Beat;**;;;;;;;8.75
-;4;8.75;Klossner Adrian;*;15;54.0;2;9.75;-2;1.0;8.75
-;8;17.5;Lisser Beat;*;23;34.5;9;17.25;1;-0.25;8.75
+;13;26.25;Ris Jörn;*;25;34.0;16;25.5;3;-0.75;9.75
-;12;36.0;Stoll Simon;**;13;54.5;13;35.75;1;-0.25;8.75
-;15;44.75;Rüegger Aaron;*;17;53.5;15;44.75;0;0.0;8.75

17b;Kindlimann Fabian;***;;;;;;;;;53.5
-;;;Studinger Stephan;**;;;;;;;8.75
-;4;8.75;Gobeli Patrick;**;9;55.5;1;10.0;-3;1.25;8.75
+;8;17.5;Grossen John;*;18;53.0;5;18.75;-3;1.25;10.0
-;8;27.5;von Weissenfluh Kilian;**;6;56.25;4;28.75;-4;1.25;8.75
o;11;36.25;von Arx Christian;*;11;55.0;10;36.5;-1;0.25;8.5
-;15;44.75;Odermatt Adrian (2001);*;17;53.5;15;44.75;0;0.0;8.75

17c;Rüegger Aaron;*;;;;;;;;;53.5
-;;;Jörger Marc;*;;;;;;;8.75
+;4;8.75;Büttler Gian;;22;34.75;4;8.75;0;0.0;10.0
o;5;18.75;Krähenbühl Tobias;***;11;55.0;9;17.25;4;-1.5;8.75
-;8;27.5;Odermatt Adrian (2001);*;17;53.5;9;27.25;1;-0.25;8.75
o;11;36.25;Schläpfer Matthias;*;15;54.0;14;35.5;3;-0.75;8.5
-;15;44.75;Henzer Andreas;**;17;53.5;15;44.75;0;0.0;8.75

17d;Odermatt Adrian (2001);*;;;;;;;;;53.5
+;;;Ris Jörn;*;;;;;;;10.0
o;1;10.0;Aeschbacher Matthias;**;8;55.75;3;9.0;2;-1.0;8.5
-;6;18.5;Notz Beni;***;18;53.0;9;17.25;3;-1.25;8.75
-;9;27.25;Rüegger Aaron;*;17;53.5;8;27.5;-1;0.25;8.75
-;12;36.0;Mangold Michael;**;14;54.25;13;35.75;1;-0.25;8.75
-;15;44.75;Kindlimann Fabian;***;17;53.5;15;44.75;0;0.0;8.75

18a;Grossen John;*;;;;;;;;;53.0
-;;;Mangold Martin;*;;;;;;;8.75
+;4;8.75;Bader Andreas;**;24;34.25;5;8.5;1;-0.25;10.0
o;5;18.75;Kindlimann Fabian;***;17;53.5;8;17.5;3;-1.25;8.5
o;9;27.25;Leuthard Reto;**;14;54.25;9;27.25;0;0.0;8.5
o;13;35.75;Kropf Marcel;**;14;54.25;13;35.75;0;0.0;8.5
-;17;44.25;Schwenkfelder Lukas;*;19;52.75;18;44.0;1;-0.25;8.75

18b;Notz Beni;***;;;;;;;;;53.0
-;;;Leuthard Reto;**;;;;;;;8.75
o;4;8.75;Erb Roger;**;4;56.75;1;10.0;-3;1.25;8.5
-;9;17.25;Odermatt Adrian (2001);*;17;53.5;6;18.5;-3;1.25;8.75
+;14;26.0;Hermann Oliver;*;14;54.25;9;27.25;-5;1.25;9.75
-;13;35.75;Gerber Manuel;*;12;54.75;12;36.0;-1;0.25;8.75
o;16;44.5;Stoll Simon;**;13;54.5;16;44.5;0;0.0;8.5

18c;Bruder Adrian;*;;;;;;;;;53.0
-;;;Büttler Gian;;;;;;;;8.75
o;4;8.75;Kropf Marcel;**;14;54.25;5;8.5;1;-0.25;8.5
-;9;17.25;Mangold Martin;*;23;34.5;9;17.25;0;0.0;8.75
+;14;26.0;Bader Andreas;**;24;34.25;15;25.75;1;-0.25;9.75
o;13;35.75;Schillig Willi;**;10;55.25;13;35.75;0;0.0;8.5
-;17;44.25;Burren Patrick;*;19;52.75;18;44.0;1;-0.25;8.75

19a;Burren Patrick;*;;;;;;;;;52.75
-;;;Lisser Beat;*;;;;;;;8.75
o;4;8.75;von Arx Christian;*;11;55.0;5;8.5;1;-0.25;8.5
+;9;17.25;Schläpfer Matthias;*;15;54.0;10;17.0;1;-0.25;9.75
o;10;27.0;Gerber Christian;**;10;55.25;10;27.0;0;0.0;8.5
o;14;35.5;Gehrig Philipp;**;15;54.0;14;35.5;0;0.0;8.5
-;18;44.0;Bruder Adrian;*;18;53.0;17;44.25;-1;0.25;8.75

19b;Kohler Adrian;*;;;;;;;;;52.75
+;;;Grieder Nonda;;;;;;;;9.75
-;2;9.75;Leuthard Reto;**;14;54.25;4;8.75;2;-1.0;8.75
-;6;18.5;Gerber Manuel;*;12;54.75;8;17.5;2;-1.0;8.75
o;9;27.25;Hügli Kaj;**;15;54.0;9;27.25;0;0.0;8.5
o;13;35.75;Widmer David;**;13;54.5;12;36.0;-1;0.25;8.5
o;17;44.25;Jörger Marc;*;13;54.5;16;44.5;-1;0.25;8.5

19c;Schwenkfelder Lukas;*;;;;;;;;;52.75
+;;;Schläpfer Matthias;*;;;;;;;10.0
o;1;10.0;Schenk Patrick;***;8;55.75;4;8.75;3;-1.25;8.5
o;6;18.5;Roth Dominik;**;7;56.0;5;18.75;-1;0.25;8.5
o;10;27.0;Aellen Philipp;*;11;55.0;11;26.75;1;-0.25;8.5
o;14;35.5;Wickli Beat;**;15;54.0;14;35.5;0;0.0;8.5
-;18;44.0;Grossen John;*;18;53.0;17;44.25;-1;0.25;8.75

19d;Grieder Nonda;;;;;;;;;;52.75
o;;;Kohler Adrian;*;;;;;;;8.5
-;5;8.5;Vogel Remo (2001);*;21;35.0;4;8.75;-1;0.25;8.75
-;9;17.25;Schillig Willi;**;10;55.25;10;17.0;1;-0.25;8.75
+;14;26.0;Lisser Beat;*;23;34.5;14;26.0;0;0.0;9.75
o;13;35.75;Hermann Oliver;*;14;54.25;13;35.75;0;0.0;8.5
o;17;44.25;Mangold Michael;**;14;54.25;16;44.5;-1;0.25;8.5

20a;Schmutz Simon;*;;;;;;;;;35.25
+;;;Krebs Clemens;*;;;;;;;9.75
o;2;9.75;Gerber Christian;**;10;55.25;4;8.75;2;-1.0;8.5
o;7;18.25;Studer Stefan;**;4;56.75;6;18.5;-1;0.25;8.5
o;11;26.75;Klossner Adrian;*;15;54.0;10;27.0;-1;0.25;8.5

20b;Baumann Rico;*;;;;;;;;;35.25
+;;;Lisser Daniel;*;;;;;;;9.75
o;2;9.75;Stalder Remo;***;10;55.25;5;8.5;3;-1.25;8.5
o;7;18.25;Hermann Oliver;*;14;54.25;9;17.25;2;-1.0;8.5
o;11;26.75;Schillig Willi;**;10;55.25;15;25.75;4;-1.0;8.5

20c;Klausner Yanick;**;;;;;;;;;35.25
o;;;von Weissenfluh Kilian;**;;;;;;;8.5
+;5;8.5;Ris Jörn;*;25;34.0;5;8.5;0;0.0;9.75
o;7;18.25;Rychen Roger;***;14;54.25;10;17.0;3;-1.25;8.5
o;11;26.75;Arztmann Beda;**;16;53.75;11;26.75;0;0.0;8.5

20d;Jöhl Christian;*;;;;;;;;;35.25
o;;;Kocher Remo;**;;;;;;;8.5
o;5;8.5;Döbeli Andreas;**;7;56.0;4;8.75;-1;0.25;8.5
+;10;17.0;Gerber Andrj;*;21;35.0;9;17.25;-1;0.25;9.75
o;11;26.75;von Arx Christian;*;11;55.0;11;26.75;0;0.0;8.5

20e;Probst Gabriel;**;;;;;;;;;35.25
-;;;Steiner Michael;**;;;;;;;8.75
-;4;8.75;Hermann Oliver;*;14;54.25;5;8.5;1;-0.25;8.75
-;8;17.5;Widmer David;**;13;54.5;6;18.5;-2;1.0;9.0
-;12;26.5;Vogel Remo (2001);*;21;35.0;13;26.25;1;-0.25;8.75

21a;Gerber Andrj;*;;;;;;;;;35.0
-;;;Vogel Remo (2001);*;;;;;;;8.75
o;4;8.75;Steiner Michael;**;12;54.75;4;8.75;0;0.0;8.5
o;9;17.25;Jöhl Christian;*;20;35.25;10;17.0;1;-0.25;8.75
-;14;26.0;Büttler Gian;;22;34.75;15;25.75;1;-0.25;9.0

21b;Vogel Remo (2001);*;;;;;;;;;35.0
-;;;Gerber Andrj;*;;;;;;;8.75
-;4;8.75;Grieder Nonda;;19;52.75;5;8.5;1;-0.25;8.75
-;8;17.5;Bader Andreas;**;24;34.25;10;17.0;2;-0.5;8.75
-;13;26.25;Probst Gabriel;**;20;35.25;12;26.5;-1;0.25;8.75

22a;Büttler Gian;;;;;;;;;;34.75
-;;;Bruder Adrian;*;;;;;;;8.75
o;4;8.75;Rüegger Aaron;*;17;53.5;4;8.75;0;0.0;8.5
o;9;17.25;Gasser Dominik;*;9;55.5;6;18.5;-3;1.25;8.5
-;15;25.75;Gerber Andrj;*;21;35.0;14;26.0;-1;0.25;9.0

23a;Lisser Beat;*;;;;;;;;;34.5
-;;;Burren Patrick;*;;;;;;;8.75
o;4;8.75;Wickli Beat;**;15;54.0;4;8.75;0;0.0;8.5
-;9;17.25;Henzer Andreas;**;17;53.5;8;17.5;-1;0.25;8.75
o;14;26.0;Grieder Nonda;;19;52.75;14;26.0;0;0.0;8.5

23b;Krebs Clemens;*;;;;;;;;;34.5
o;;;Schmutz Simon;*;;;;;;;8.5
-;5;8.5;Zangger Dominik;*;7;56.0;4;8.75;-1;0.25;8.75
o;9;17.25;Hauri Urs;**;10;55.25;9;17.25;0;0.0;8.5
-;15;25.75;Studer Remo;*;24;34.25;16;25.5;1;-0.25;8.75

23c;Mangold Martin;*;;;;;;;;;34.5
-;;;Grossen John;*;;;;;;;8.75
o;4;8.75;Stüdeli Thomas;**;10;55.25;5;8.5;1;-0.25;8.5
-;9;17.25;Bruder Adrian;*;18;53.0;9;17.25;0;0.0;8.75
o;14;26.0;Stoll Simon;**;13;54.5;14;26.0;0;0.0;8.5

24a;Studer Remo;*;;;;;;;;;34.25
o;;;Stadler Kevin (2002);*;;;;;;;8.5
o;5;8.5;Hügli Kaj;**;15;54.0;4;8.75;-1;0.25;8.5
o;10;17.0;Mangold Michael;**;14;54.25;9;17.25;-1;0.25;8.5
-;16;25.5;Krebs Clemens;*;23;34.5;15;25.75;-1;0.25;8.75

24b;Stegmüller Klemens;*;;;;;;;;;34.25
o;;;Oertig Dominik;**;;;;;;;8.5
-;5;8.5;Gerber Manuel;*;12;54.75;4;8.75;-1;0.25;8.75
o;9;17.25;Leuthard Reto;**;14;54.25;8;17.5;-1;0.25;8.5
o;15;25.75;Schläpfer Matthias;*;15;54.0;16;25.5;1;-0.25;8.5

24c;Bader Andreas;**;;;;;;;;;34.25
o;;;Kuster Thomas;*;;;;;;;8.5
o;5;8.5;Grossen John;*;18;53.0;4;8.75;-1;0.25;8.5
-;10;17.0;Vogel Remo (2001);*;21;35.0;8;17.5;-2;0.5;8.75
o;15;25.75;Bruder Adrian;*;18;53.0;14;26.0;-1;0.25;8.5

25a;Scherrer Johann;**;;;;;;;;;34.0
o;;;Iseli Marco;**;;;;;;;8.5
o;5;8.5;Roth Dominik;**;7;56.0;4;8.75;-1;0.25;8.5
o;10;17.0;Zangger Dominik;*;7;56.0;8;17.5;-2;0.5;8.5
o;16;25.5;Gerber Manuel;*;12;54.75;13;26.25;-3;0.75;8.5

25b;Ris Jörn;*;;;;;;;;;34.0
o;;;Odermatt Adrian (2001);*;;;;;;;8.5
o;5;8.5;Klausner Yanick;**;20;35.25;5;8.5;0;0.0;8.5
o;10;17.0;Aellen Philipp;*;11;55.0;10;17.0;0;0.0;8.5
o;16;25.5;Henzer Andreas;**;17;53.5;13;26.25;-3;0.75;8.5

26a;Vieira Tiago;**;;;;;;;;;27.25
-;;;Gerber Christian;**;;;;;;;8.75
o;4;8.75;Iseli Marco;**;10;55.25;1;10.0;-3;1.25;8.5
+;9;17.25;Arztmann Beda;**;16;53.75;7;18.25;-2;1.0;10.0

27a;Riget Tobias;**;;;;;;;;;27.0
+;;;Widmer David;**;;;;;;;10.0
o;1;10.0;Wenger Kilian;***;3;57.0;5;8.5;4;-1.5;8.5
o;6;18.5;Gobeli Patrick;**;9;55.5;5;18.75;-1;0.25;8.5

28a;Forrer Arnold;***;;;;;;;;;25.75
o;;;Strebel Joel;**;;;;;;;8.5
o;5;8.5;von Weissenfluh Kilian;**;6;56.25;2;9.75;-3;1.25;8.5
-;10;17.0;Hügli Kaj;**;15;54.0;6;18.5;-4;1.5;8.75

29a;Schmid Samuel;**;;;;;;;;;18.25
+;;;Arztmann Beda;**;;;;;;;9.75
o;2;9.75;Kämpf Bernhard;***;7;56.0;4;8.75;2;-1.0;8.5

30a;Lisser Daniel;*;;;;;;;;;17.25
o;;;Baumann Rico;*;;;;;;;8.5
o;5;8.5;Widmer David;**;13;54.5;5;8.5;0;0.0;8.75

