3390-2017-08-12_Schaffhauser_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
o;1;10.0;Schwyn Patrick (1999);;17;54.25;1;10.0;0;0.0;8.5
o;6;18.5;Gartmann Mauro;*;16;54.5;11;17.25;5;-1.25;8.5
o;11;27.0;Poltera Andrin (1999);;12;55.5;11;27.0;0;0.0;8.5
o;14;35.5;Flütsch Marco (1999);;13;55.25;14;35.5;0;0.0;8.5
o;18;44.0;Schnyder Christian;;18;54.0;18;44.0;0;0.0;8.5

23c;Hugener Adrian (2000);;;;;;;;;;52.5
o;;;Winzeler Dominik (2000);;;;;;;;8.5
o;5;8.5;Tremp Remo (1999);;20;53.25;5;8.5;0;0.0;8.5
+;12;17.0;Wirth Adrian;;28;34.25;11;17.25;-1;0.25;10.0
o;11;27.0;Bäbler Dominik;*;16;54.5;11;27.0;0;0.0;8.5
o;14;35.5;Fäh Tobias;;18;54.0;13;35.75;-1;0.25;8.5
o;18;44.0;Ott Matthias (1999);;13;55.25;13;45.5;-5;1.5;8.5

23d;Ritter Fabio (2001);;;;;;;;;;52.5
+;;;Knellwolf Sebastian (2001);;;;;;;;10.0
o;1;10.0;Schwyn Adrian;;7;56.75;1;10.0;0;0.0;8.5
o;6;18.5;Koch Reto;*;14;55.0;7;18.25;1;-0.25;8.5
o;11;27.0;Bürgler Patrick;;14;55.0;7;28.0;-4;1.0;8.5
o;14;35.5;Hodler Mathias;;17;54.25;13;35.75;-1;0.25;8.5
o;18;44.0;Hauser Simon;;18;54.0;18;44.0;0;0.0;8.5

24a;Buchmann Michael;;;;;;;;;;35.5
+;;;Wetter Marcel;;;;;;;;10.0
o;1;10.0;Büsser André;*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Baumann Rico;*;9;56.25;11;17.25;5;-1.25;8.5
o;11;27.0;Raschle Adrian;;15;54.75;12;26.75;1;-0.25;8.5

25a;Stähli Jan (1999);;;;;;;;;;35.25
o;;;Ulmann Fabian (1999);;;;;;;;8.5
o;5;8.5;Keller Werner;;20;53.25;5;8.5;0;0.0;8.5
+;12;17.0;Büchler Livio (2001);;25;35.25;12;17.0;0;0.0;9.75
o;12;26.75;Ochsner Reto (2000);;19;53.75;12;26.75;0;0.0;8.5

25b;Knellwolf Sebastian (2001);;;;;;;;;;35.25
o;;;Ritter Fabio (2001);;;;;;;;8.5
+;5;8.5;Hauser Simon;;18;54.0;5;8.5;0;0.0;9.75
o;7;18.25;Bickel Stefan;*;13;55.25;12;17.0;5;-1.25;8.5
o;12;26.75;Nock Benjamin (2001);;19;53.75;6;28.25;-6;1.5;8.5

25c;Büchler Livio (2001);;;;;;;;;;35.25
o;;;Ott Matthias (1999);;;;;;;;8.5
o;5;8.5;Kiser Michael;;20;53.25;5;8.5;0;0.0;8.5
o;12;17.0;Stähli Jan (1999);;25;35.25;12;17.0;0;0.0;8.5
+;16;25.5;Sieber Marc (2000);;28;34.25;15;25.75;-1;0.25;9.75

25d;Furrer Matthias;;;;;;;;;;35.25
+;;;Brülisauer Dominik (2001);;;;;;;;9.75
o;2;9.75;Good Marco;*;5;57.25;4;8.75;2;-1.0;8.5
o;7;18.25;Dörig Erich;*;9;56.25;8;18.0;1;-0.25;8.5
o;12;26.75;Hugelshofer Lars (2001);;14;55.0;12;26.75;0;0.0;8.5

25e;Tschudi Mario (2001);;;;;;;;;;35.25
+;;;Ochsner Reto (2000);;;;;;;;9.75
o;2;9.75;Vögeli Sven;*;6;57.0;4;8.75;2;-1.0;8.5
o;7;18.25;Winzeler Dominik (2000);;19;53.75;7;18.25;0;0.0;8.5
o;12;26.75;Hari Michi;;9;56.25;12;26.75;0;0.0;8.5

26a;Brülisauer Dominik (2001);;;;;;;;;;34.75
o;;;Furrer Matthias;;;;;;;;8.5
-;5;8.5;Knabe Robert;;27;34.5;5;8.5;0;0.0;8.75
-;11;17.25;Castelli Fabio (1999);;18;54.0;12;17.0;1;-0.25;9.0
o;13;26.25;Candrian Gian-Luca;;14;55.0;12;26.75;-1;0.5;8.5

26b;Leuppi Karim;*;;;;;;;;;34.75
o;;;Vollenweider Jeremy;*;;;;;;;8.5
-;5;8.5;Salnajs Leo;;17;54.25;1;10.0;-4;1.5;8.75
-;11;17.25;Tremp Remo (1999);;20;53.25;6;18.5;-5;1.25;8.75
-;14;26.0;Schönenberger Björn;;21;53.0;11;27.0;-3;1.0;8.75

27a;Knabe Robert;;;;;;;;;;34.5
o;;;Bürgler Patrick;;;;;;;;8.5
-;5;8.5;Brülisauer Dominik (2001);;26;34.75;5;8.5;0;0.0;8.75
-;11;17.25;Dobler Lorenz (2000);;28;34.25;12;17.0;1;-0.25;8.75
o;14;26.0;Castelli Fabio (1999);;18;54.0;14;26.0;0;0.0;8.5

28a;Wirth Adrian;;;;;;;;;;34.25
o;;;Fäh Tobias;;;;;;;;8.5
-;5;8.5;Maglia Leo (1999);;28;34.25;5;8.5;0;0.0;8.75
o;11;17.25;Hugener Adrian (2000);;23;52.5;12;17.0;1;-0.25;8.5
o;15;25.75;Glättli Benny;;23;52.5;16;25.5;1;-0.25;8.5

28b;Dobler Lorenz (2000);;;;;;;;;;34.25
o;;;Nock Benjamin (2001);;;;;;;;8.5
o;5;8.5;Hodler Mathias;;17;54.25;4;8.75;-1;0.25;8.5
-;12;17.0;Knabe Robert;;27;34.5;11;17.25;-1;0.25;8.75
o;15;25.75;Hobi Ignaz;;17;54.25;14;26.0;-1;0.25;8.5

28c;Maglia Leo (1999);;;;;;;;;;34.25
o;;;Flütsch Marco (1999);;;;;;;;8.5
-;5;8.5;Wirth Adrian;;28;34.25;5;8.5;0;0.0;8.75
o;11;17.25;Winzeler Simon (2000);;18;54.0;11;17.25;0;0.0;8.5
o;15;25.75;Sprecher Martin (2000);;22;52.75;16;25.5;1;-0.25;8.5

28d;Sieber Marc (2000);;;;;;;;;;34.25
o;;;Schwyn Patrick (1999);;;;;;;;8.5
o;5;8.5;Rhyner Beni (1999);;21;53.0;5;8.5;0;0.0;8.5
o;12;17.0;Ochsner Reto (2000);;19;53.75;12;17.0;0;0.0;8.75
o;15;25.75;Büchler Livio (2001);;25;35.25;16;25.5;1;-0.25;8.5

28e;Wetter Marcel;;;;;;;;;;34.25
o;;;Buchmann Michael;;;;;;;;8.5
o;5;8.5;Bucher Roland;;16;54.5;4;8.75;-1;0.25;8.5
o;12;17.0;Inauen Andreas;*;12;55.5;11;17.25;-1;0.25;8.5
o;16;25.5;Hauser Simon;;18;54.0;15;25.75;-1;0.25;8.75

29a;Rotach Lars (2000);;;;;;;;;;34.0
o;;;Funk Nicola (1999);;;;;;;;8.5
o;5;8.5;Bollier Fabian;;22;52.75;5;8.5;0;0.0;8.5
o;12;17.0;Schnyder Christian;;18;54.0;12;17.0;0;0.0;8.5
o;16;25.5;Caflisch Stefan;;17;54.25;15;25.75;-1;0.25;8.5

30a;Inauen Franz;*;;;;;;;;;27.0
o;;;Bickel Roman;*;;;;;;;8.5
o;5;8.5;Kobler Janosch (2000);;19;53.75;2;9.75;-3;1.25;8.5
+;12;17.0;Burkhard Tobias;;13;55.25;7;18.25;-5;1.25;10.0

31a;Bänziger Peter;;;;;;;;;;26.0
-;;;Kammermann Dominik;;;;;;;;9.0
o;3;9.0;Fontana Michael;*;15;54.75;4;8.75;1;-0.25;8.5
o;10;17.5;Funk Nicola (1999);;13;55.25;7;18.25;-3;0.75;8.5

32a;Fejzaj Naim;**;;;;;;;;;8.5
o;;;Ammann Rico;*;;;;;;;8.5

