5494-2021-07-25_Thurgauer_Kant_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
o;6;18.5;Inauen Maurus (2003);;17;54.0;6;18.5;0;0.0;8.5
+;10;27.0;Bader Sandro;;27;35.5;10;27.0;0;0.0;9.75
o;10;36.75;Schnurrenberger Roman;**;13;55.0;11;36.5;1;-0.25;8.5
+;13;45.25;Rickenmann Ramon;;18;53.75;13;45.25;0;0.0;10.0

12g;Kühne Cyrill (2004);;;;;;;;;;55.25
o;;;Blaser Niklas;*;;;;;;;8.5
o;5;8.5;Lieberherr Michael;;18;53.75;5;8.5;0;0.0;8.5
+;11;17.0;Bischof Martin;;15;54.5;9;17.5;-2;0.5;10.0
+;10;27.0;Lenherr Jonas (2005);;18;53.75;11;26.75;1;-0.25;9.75
o;10;36.75;Burkhalter Thomas (2003);*;12;55.25;9;37.0;-1;0.25;8.5
+;13;45.25;Knup Stephan;;18;53.75;13;45.25;0;0.0;10.0

12h;Straub Paul;;;;;;;;;;55.25
o;;;Buchmann Michael;;;;;;;;8.5
o;5;8.5;Fuster Arjuna (2003);;10;55.75;5;8.5;0;0.0;8.5
+;11;17.0;Walser Simon (2004);;18;53.75;11;17.0;0;0.0;9.75
+;11;26.75;Bordos Ion;;27;35.5;10;27.0;-1;0.25;10.0
o;10;36.75;Ulmann Fabian;*;12;55.25;9;37.0;-1;0.25;8.5
+;13;45.25;Lieberherr Michael;;18;53.75;13;45.25;0;0.0;10.0

12i;Burkhalter Thomas (2003);*;;;;;;;;;55.25
o;;;Funk Nicola;*;;;;;;;8.75
+;4;8.75;Vollenweider Loïc (2004);;16;54.25;1;10.0;-3;1.25;10.0
o;5;18.75;Kuster Thomas;*;2;58.0;7;18.25;2;-0.5;8.5
+;9;27.25;Bischof Martin;;15;54.5;12;26.0;3;-1.25;9.75
+;9;37.0;Kühne Cyrill (2004);;12;55.25;10;36.75;1;-0.25;9.75
o;7;46.75;Giger Urs;*;3;57.75;3;48.0;-4;1.25;8.5

12j;Müller Christian;;;;;;;;;;55.25
o;;;Lenherr Jonas (2005);;;;;;;;8.5
+;5;8.5;Meier Adrian (2005);;23;52.25;5;8.5;0;0.0;9.75
+;7;18.25;Spörndli Cyril (2003);;21;52.75;7;18.25;0;0.0;10.0
o;6;28.25;Rüegg Fabian;*;6;57.0;9;27.25;3;-1.0;8.5
o;10;36.75;Scherrer Pascal;;14;54.75;11;36.5;1;-0.25;8.5
+;13;45.25;Zemp Stefan;;18;53.75;13;45.25;0;0.0;10.0

12k;Signer Tobias (2004);;;;;;;;;;55.25
+;;;Hollenstein Mathias;;;;;;;;9.75
+;2;9.75;Lüönd Remo (2003);;17;54.0;2;9.75;0;0.0;9.75
o;3;19.5;Ammann Rico;*;12;55.25;6;18.5;3;-1.0;8.5
+;7;28.0;Zemp Stefan;;18;53.75;6;28.25;-1;0.25;10.0
o;5;38.0;Koller Silvan;;6;57.0;4;38.25;-1;0.25;8.5
o;8;46.5;Notz Armin;*;9;56.0;10;46.0;2;-0.5;8.75

12l;Blaser Niklas;*;;;;;;;;;55.25
+;;;Kühne Cyrill (2004);;;;;;;;10.0
o;1;10.0;Arztmann Beda;**;7;56.75;1;10.0;0;0.0;8.5
+;6;18.5;Bachmann Oliver (2004);;17;54.0;2;19.75;-4;1.25;10.0
o;5;28.5;Leuppi Samir;***;5;57.25;9;27.25;4;-1.25;8.5
+;9;37.0;Vollmeier Sandro;;25;45.25;10;36.75;1;-0.25;9.75
o;7;46.75;Dändliker Shane;**;6;57.0;6;47.0;-1;0.25;8.5

12m;Landolt Cla;;;;;;;;;;55.25
o;;;Koller Silvan;;;;;;;;8.5
o;5;8.5;Fässler Michael;;13;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Hollenstein Mathias;;20;53.0;10;17.25;-1;0.25;8.5
+;14;25.5;Rust Emanuel;;26;42.5;14;25.5;0;0.0;10.0
+;15;35.5;Müller Fabian;;18;53.75;16;35.25;1;-0.25;9.75
+;13;45.25;Vetterli Sven (2003);;18;53.75;13;45.25;0;0.0;10.0

12n;Ulmann Fabian;*;;;;;;;;;55.25
o;;;Schäppi Urs;*;;;;;;;8.5
-;5;8.5;Oettli Silvio;*;9;56.0;2;9.75;-3;1.25;9.0
+;9;17.5;Götti Samuel;;13;55.0;6;18.5;-3;1.0;9.75
+;9;27.25;Müggler Silvan;;19;53.5;7;28.0;-2;0.75;9.75
+;9;37.0;Straub Paul;;12;55.25;10;36.75;1;-0.25;9.75
o;7;46.75;Oettli Marco;**;5;57.25;5;47.25;-2;0.5;8.5

12o;Fuster Sepp;*;;;;;;;;;55.25
-;;;Notz Armin;*;;;;;;;8.75
-;4;8.75;Götti Samuel;;13;55.0;2;9.75;-2;1.0;8.75
+;9;17.5;Vollenweider Loïc (2004);;16;54.25;6;18.5;-3;1.0;10.0
+;8;27.5;Knup Stephan;;18;53.75;6;28.25;-2;0.75;10.0
o;7;37.5;Kolb Pirmin;*;7;56.75;4;38.25;-3;0.75;8.75
-;9;46.25;Thiemann Fabrice;;11;55.5;8;46.5;-1;0.25;9.0

12p;Ammann Rico;*;;;;;;;;;55.25
o;;;Ackermann Remo;*;;;;;;;8.5
+;5;8.5;Gerig Marcel;;17;54.0;2;9.75;-3;1.25;10.0
+;6;18.5;Signer Tobias (2004);;12;55.25;3;19.5;-3;1.0;9.75
+;6;28.25;Fässler Michael;;13;55.0;7;28.0;1;-0.25;10.0
o;4;38.25;Rüegg Fabian;*;6;57.0;8;37.25;4;-1.0;8.5
o;7;46.75;Leuppi Samir;***;5;57.25;5;47.25;-2;0.5;8.5

12q;Mettler Valentin;*;;;;;;;;;55.25
o;;;Oettli Silvio;*;;;;;;;8.5
+;5;8.5;Peter Philipp;;16;54.25;1;10.0;-4;1.5;10.0
o;6;18.5;Notz Beni;***;7;56.75;6;18.5;0;0.0;8.5
+;10;27.0;Schild Cornel (2004);;9;56.0;7;28.0;-3;1.0;10.0
+;9;37.0;Buchmann Michael;;11;55.5;9;37.0;0;0.0;9.75
o;7;46.75;Schäppi Urs;*;6;57.0;6;47.0;-1;0.25;8.5

13a;Götti Samuel;;;;;;;;;;55.0
+;;;Hinrichs Silvio (2004);;;;;;;;9.75
-;2;9.75;Fuster Sepp;*;12;55.25;4;8.75;2;-1.0;8.75
o;6;18.5;Ulmann Fabian;*;12;55.25;9;17.5;3;-1.0;8.5
+;10;27.0;Stauffacher Martin;;17;54.0;11;26.75;1;-0.25;9.75
+;10;36.75;Lieberherr Michael;;18;53.75;10;36.75;0;0.0;9.75
o;8;46.5;Leuppi Karim;*;11;55.5;12;45.5;4;-1.0;8.5

13b;Dünner Zyan;;;;;;;;;;55.0
o;;;Raschle Urban (2003);;;;;;;;8.5
+;5;8.5;Schiegg Raphael (2005);;20;53.0;4;8.75;-1;0.25;10.0
o;6;18.5;Lieberherr Michael;;18;53.75;7;18.25;1;-0.25;8.5
+;10;27.0;Meier Christian (2003);;18;53.75;10;27.0;0;0.0;9.75
o;10;36.75;Funk Nicola;*;11;55.5;10;36.75;0;0.0;8.5
+;13;45.25;Hangartner Maurice (2003);;19;53.5;14;45.0;1;-0.25;9.75

13c;Fässler Michael;;;;;;;;;;55.0
o;;;Gerig Marcel;;;;;;;;8.5
+;5;8.5;Landolt Cla;;12;55.25;5;8.5;0;0.0;9.75
+;7;18.25;Magani Flurin;;17;54.0;7;18.25;0;0.0;9.75
o;7;28.0;Ammann Rico;*;12;55.25;6;28.25;-1;0.25;8.5
o;11;36.5;Anliker Andri (2003);;12;55.25;10;36.75;-1;0.25;8.5
+;14;45.0;Müggler Silvan;;19;53.5;14;45.0;0;0.0;10.0

13d;Schnurrenberger Roman;**;;;;;;;;;55.0
-;;;Oettli Marco;**;;;;;;;9.0
-;3;9.0;Rüegg Fabian;*;6;57.0;1;10.0;-2;1.0;9.0
+;8;18.0;Stauffacher Martin;;17;54.0;7;18.25;-1;0.25;10.0
o;7;28.0;Giger Samuel;***;1;58.25;5;28.5;-2;0.5;8.5
+;11;36.5;Rieser Fabian;;12;55.25;10;36.75;-1;0.25;10.0
o;8;46.5;Oettli Silvio;*;9;56.0;9;46.25;1;-0.25;8.5

13e;Stadelmann Patrick;;;;;;;;;;55.0
+;;;Keller Dominic;;;;;;;;9.75
o;2;9.75;Steiner Michael;**;11;55.5;4;8.75;2;-1.0;8.5
+;7;18.25;Peter Philipp;;16;54.25;6;18.5;-1;0.25;10.0
o;6;28.25;Kiser Aron;;9;56.0;5;28.5;-1;0.25;8.5
+;10;36.75;Knup Stephan;;18;53.75;10;36.75;0;0.0;9.75
o;8;46.5;Nägeli Marco;**;11;55.5;11;45.75;3;-0.75;8.5

14a;Bucher Roman (2003);;;;;;;;;;54.75
o;;;Schild Cornel (2004);;;;;;;;8.5
+;5;8.5;Walser Simon (2004);;18;53.75;5;8.5;0;0.0;10.0
-;6;18.5;Tritten Robin;;17;54.0;6;18.5;0;0.0;8.75
o;9;27.25;Fallegger Marc (2003);;17;54.0;10;27.0;1;-0.25;8.75
-;13;36.0;Studerus Jan;;15;54.5;14;35.75;1;-0.25;8.75
+;15;44.75;Kern Sven (2003);;19;53.5;14;45.0;-1;0.25;10.0

14b;Scherrer Pascal;;;;;;;;;;54.75
o;;;Kammermann Dominik;;;;;;;;8.5
+;5;8.5;Müller Fabian;;18;53.75;5;8.5;0;0.0;9.75
+;7;18.25;Lüönd Remo (2003);;17;54.0;7;18.25;0;0.0;9.75
o;7;28.0;Krähenbühl Tobias;***;7;56.75;6;28.25;-1;0.25;8.5
+;11;36.5;Müller Christian;;12;55.25;10;36.75;-1;0.25;9.75
o;9;46.25;Reichmuth Beat;;11;55.5;11;45.75;2;-0.5;8.5

15a;Imhof Gregor;;;;;;;;;;54.5
+;;;Lieberherr Michael;;;;;;;;9.75
-;2;9.75;Leuppi Karim;*;11;55.5;5;8.5;3;-1.25;8.75
+;6;18.5;Meier Christian (2003);;18;53.75;6;18.5;0;0.0;9.75
o;6;28.25;Giger Urs;*;3;57.75;6;28.25;0;0.0;8.5
-;10;36.75;Odermatt Michi;;12;55.25;10;36.75;0;0.0;8.75
-;12;45.5;Vollenweider Loïc (2004);;16;54.25;12;45.5;0;0.0;9.0

15b;Bischof Martin;;;;;;;;;;54.5
-;;;Thiemann Fabrice;;;;;;;;8.75
-;4;8.75;Bader Sandro;;27;35.5;5;8.5;1;-0.25;8.75
o;9;17.5;Kühne Cyrill (2004);;12;55.25;11;17.0;2;-0.5;8.5
o;12;26.0;Burkhalter Thomas (2003);*;12;55.25;9;27.25;-3;1.25;8.5
+;18;34.5;Rust Emanuel;;26;42.5;19;34.0;1;-0.5;10.0
+;16;44.5;Schiegg Raphael (2005);;20;53.0;16;44.5;0;0.0;10.0

15c;Studerus Jan;;;;;;;;;;54.5
-;;;Schiegg Raphael (2005);;;;;;;;8.75
o;4;8.75;Stauffacher Martin;;17;54.0;5;8.5;1;-0.25;8.5
o;10;17.25;Hinrichs Silvio (2004);;16;54.25;10;17.25;0;0.0;8.5
+;13;25.75;Walser Simon (2004);;18;53.75;14;25.5;1;-0.25;10.0
-;14;35.75;Bucher Roman (2003);;14;54.75;13;36.0;-1;0.25;8.75
+;16;44.5;Egli Joel;;20;53.0;16;44.5;0;0.0;10.0

16a;Kiener Raphael;;;;;;;;;;54.25
+;;;Mösli Marcel;;;;;;;;9.75
-;2;9.75;Lengacher Gian (2003);;11;55.5;2;9.75;0;0.0;9.0
o;5;18.75;Koller Fabian;*;6;57.0;5;18.75;0;0.0;8.5
o;9;27.25;Flück Bruno;;12;55.25;9;27.25;0;0.0;8.5
+;14;35.75;Hollenstein Mathias;;20;53.0;14;35.75;0;0.0;9.75
o;12;45.5;Schild Cornel (2004);;9;56.0;9;46.25;-3;0.75;8.75

16b;Vollenweider Loïc (2004);;;;;;;;;;54.25
+;;;Rieser Fabian;;;;;;;;10.0
o;1;10.0;Burkhalter Thomas (2003);*;12;55.25;4;8.75;3;-1.25;8.5
o;6;18.5;Fuster Sepp;*;12;55.25;9;17.5;3;-1.0;8.5
+;10;27.0;Mock Marco;;19;53.5;11;26.75;1;-0.25;10.0
o;9;37.0;Kolb This (2003);*;7;56.75;9;37.0;0;0.0;8.5
-;12;45.5;Imhof Gregor;;15;54.5;12;45.5;0;0.0;8.75

16c;Hinrichs Silvio (2004);;;;;;;;;;54.25
o;;;Götti Samuel;;;;;;;;8.5
o;5;8.5;Müggler Silvan;;19;53.5;5;8.5;0;0.0;8.75
+;10;17.25;Studerus Jan;;15;54.5;10;17.25;0;0.0;10.0
o;9;27.25;Fausch Kjetil;*;10;55.75;9;27.25;0;0.0;8.5
o;14;35.75;Lengacher Gian (2003);;11;55.5;14;35.75;0;0.0;8.5
+;17;44.25;Wolfer David (2003);;19;53.5;14;45.0;-3;0.75;10.0

16d;Peter Philipp;;;;;;;;;;54.25
+;;;Stadelmann Lukas (2004);;;;;;;;10.0
o;1;10.0;Mettler Valentin;*;12;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Stadelmann Patrick;;13;55.0;7;18.25;1;-0.25;8.75
+;9;27.25;Bachmann Oliver (2004);;17;54.0;6;28.25;-3;1.0;10.0
o;8;37.25;Kammermann Dominik;;9;56.0;8;37.25;0;0.0;8.5
o;11;45.75;Kobler Janosch;;8;56.25;9;46.25;-2;0.5;8.5

16e;Neff Florian;*;;;;;;;;;54.25
o;;;Kolb Pirmin;*;;;;;;;8.75
o;4;8.75;Keller Lukas;;11;55.5;2;9.75;-2;1.0;8.5
o;10;17.25;Kiser Aron;;9;56.0;6;18.5;-4;1.25;8.5
-;13;25.75;Thiemann Fabrice;;11;55.5;8;27.5;-5;1.75;9.0
+;17;34.75;Lenherr Jonas (2005);;18;53.75;16;35.25;-1;0.5;9.75
+;16;44.5;Baumann Nico;;21;52.75;17;44.25;1;-0.25;9.75

16f;Koller Andreas;;;;;;;;;;54.25
o;;;Odermatt Michi;;;;;;;;8.75
+;4;8.75;Rickenmann Ramon;;18;53.75;5;8.5;1;-0.25;9.75
o;6;18.5;Raschle Urban (2003);;12;55.25;7;18.25;1;-0.25;8.5
o;10;27.0;Mösli Marcel;;11;55.5;10;27.0;0;0.0;8.75
o;14;35.75;Reichmuth Beat;;11;55.5;13;36.0;-1;0.25;8.5
+;17;44.25;Stadelmann Lukas (2004);;22;52.5;18;44.0;1;-0.25;10.0

17a;Magani Flurin;;;;;;;;;;54.0
+;;;Baumann Nico;;;;;;;;9.75
o;2;9.75;Anliker Nino (2005);;17;54.0;1;10.0;-1;0.25;8.5
o;7;18.25;Fässler Michael;;13;55.0;7;18.25;0;0.0;8.5
+;11;26.75;Bernhardsgrütter Stefan (2005);;23;52.25;11;26.75;0;0.0;9.75
-;11;36.5;Bachmann Oliver (2004);;17;54.0;10;36.75;-1;0.25;9.0
o;12;45.5;Buchmann Michael;;11;55.5;12;45.5;0;0.0;8.5

17b;Anliker Nino (2005);;;;;;;;;;54.0
+;;;Wolfer David (2003);;;;;;;;10.0
+;1;10.0;Magani Flurin;;17;54.0;2;9.75;1;-0.25;9.75
o;2;19.75;Keller Manuel;*;11;55.5;6;18.5;4;-1.25;8.5
o;6;28.25;Kobler Janosch;;8;56.25;7;28.0;1;-0.25;8.5
o;10;36.75;Thiemann Fabrice;;11;55.5;11;36.5;1;-0.25;8.75
o;12;45.5;Lengacher Gian (2003);;11;55.5;12;45.5;0;0.0;8.5

17c;Gerig Marcel;;;;;;;;;;54.0
+;;;Fässler Michael;;;;;;;;9.75
o;2;9.75;Ammann Rico;*;12;55.25;5;8.5;3;-1.25;8.5
+;7;18.25;Bernhardsgrütter Stefan (2005);;23;52.25;7;18.25;0;0.0;10.0
o;6;28.25;Dumelin David;**;10;55.75;9;27.25;3;-1.0;8.5
-;10;36.75;Tritten Robin;;17;54.0;12;36.25;2;-0.5;8.75
o;12;45.5;Odermatt Michi;;12;55.25;12;45.5;0;0.0;8.5

17d;Bachmann Oliver (2004);;;;;;;;;;54.0
+;;;Müller Fabian;;;;;;;;9.75
+;2;9.75;Bernhardsgrütter Stefan (2005);;23;52.25;2;9.75;0;0.0;10.0
o;2;19.75;Blaser Niklas;*;12;55.25;6;18.5;4;-1.25;8.5
o;6;28.25;Peter Philipp;;16;54.25;9;27.25;3;-1.0;8.5
-;10;36.75;Magani Flurin;;17;54.0;11;36.5;1;-0.25;8.75
o;12;45.5;Schmid Michael;;12;55.25;12;45.5;0;0.0;8.5

17e;Fallegger Marc (2003);;;;;;;;;;54.0
+;;;Zemp Fabian (2004);;;;;;;;10.0
o;1;10.0;Schild Cornel (2004);;9;56.0;2;9.75;1;-0.25;8.5
o;6;18.5;Dändliker Shane;**;6;57.0;6;18.5;0;0.0;8.5
+;10;27.0;Bucher Roman (2003);;14;54.75;9;27.25;-1;0.25;10.0
o;9;37.0;Kuster Thomas;*;2;58.0;5;38.0;-4;1.0;8.5
o;12;45.5;Fuster Arjuna (2003);;10;55.75;11;45.75;-1;0.25;8.5

17f;Tritten Robin;;;;;;;;;;54.0
+;;;Vollmeier Sandro;;;;;;;;10.0
o;1;10.0;Fausch Kjetil;*;10;55.75;3;9.0;2;-1.0;8.5
-;6;18.5;Bucher Roman (2003);;14;54.75;6;18.5;0;0.0;8.75
-;9;27.25;Reichmuth Beat;;11;55.5;10;27.0;1;-0.25;9.0
-;12;36.25;Gerig Marcel;;17;54.0;10;36.75;-2;0.5;8.75
-;14;45.0;Stauffacher Martin;;17;54.0;14;45.0;0;0.0;9.0

17g;Inauen Maurus (2003);;;;;;;;;;54.0
+;;;Vetterli Sven (2003);;;;;;;;10.0
o;1;10.0;Keller Manuel;*;11;55.5;4;8.75;3;-1.25;8.5
+;6;18.5;Rieser Fabian;;12;55.25;6;18.5;0;0.0;10.0
o;5;28.5;Kolb Pirmin;*;7;56.75;5;28.5;0;0.0;8.5
o;9;37.0;Krähenbühl Lukas;*;11;55.5;9;37.0;0;0.0;8.5
o;12;45.5;Galli Cedric;;11;55.5;11;45.75;-1;0.25;8.5

17h;Stauffacher Martin;;;;;;;;;;54.0
o;;;Ackermann Roman;;;;;;;;8.5
+;5;8.5;Studerus Jan;;15;54.5;4;8.75;-1;0.25;9.75
o;7;18.25;Schnurrenberger Roman;**;13;55.0;8;18.0;1;-0.25;8.5
o;11;26.75;Götti Samuel;;13;55.0;10;27.0;-1;0.25;8.5
+;16;35.25;Mock Marco;;19;53.5;16;35.25;0;0.0;9.75
-;14;45.0;Tritten Robin;;17;54.0;14;45.0;0;0.0;9.0

17i;Lüönd Remo (2003);;;;;;;;;;54.0
+;;;Walser Simon (2004);;;;;;;;9.75
o;2;9.75;Signer Tobias (2004);;12;55.25;2;9.75;0;0.0;8.5
o;7;18.25;Scherrer Pascal;;14;54.75;7;18.25;0;0.0;8.5
-;11;26.75;Schiegg Raphael (2005);;20;53.0;13;25.75;2;-1.0;9.0
+;14;35.75;Arnold Lukas;;23;52.25;16;35.25;2;-0.5;9.75
o;12;45.5;Mösli Marcel;;11;55.5;12;45.5;0;0.0;8.5

18a;Ackermann Roman;;;;;;;;;;53.75
+;;;Stauffacher Martin;;;;;;;;9.75
o;2;9.75;Oettli Marco;**;5;57.25;3;9.0;1;-0.75;8.5
o;7;18.25;Galli Cedric;;11;55.5;7;18.25;0;0.0;8.5
o;11;26.75;Anliker Andri (2003);;12;55.25;11;26.75;0;0.0;8.5
+;16;35.25;Zemp Fabian (2004);;23;52.25;16;35.25;0;0.0;10.0
o;13;45.25;Keller Dominic;;11;55.5;12;45.5;-1;0.25;8.5

18b;Weder Yanick (2003);;;;;;;;;;53.75
o;;;Kern Sven (2003);;;;;;;;8.5
o;5;8.5;Bordos Ion;;27;35.5;5;8.5;0;0.0;8.5
+;11;17.0;Müller Fabian;;18;53.75;11;17.0;0;0.0;9.75
o;11;26.75;Keller Dominic;;11;55.5;10;27.0;-1;0.25;8.5
o;16;35.25;Mock Marco;;19;53.5;16;35.25;0;0.0;8.75
+;18;44.0;Spörndli Cyril (2003);;21;52.75;17;44.25;-1;0.25;9.75

18c;Knup Stephan;;;;;;;;;;53.75
o;;;Galli Cedric;;;;;;;;8.5
+;5;8.5;Stadelmann Lukas (2004);;22;52.5;5;8.5;0;0.0;9.75
+;7;18.25;Schiegg Raphael (2005);;20;53.0;10;17.25;3;-1.0;10.0
o;6;28.25;Fuster Sepp;*;12;55.25;8;27.5;2;-0.75;8.5
o;10;36.75;Stadelmann Patrick;;13;55.0;10;36.75;0;0.0;8.5
o;13;45.25;Kühne Cyrill (2004);;12;55.25;13;45.25;0;0.0;8.5

18d;Müller Fabian;;;;;;;;;;53.75
o;;;Bachmann Oliver (2004);;;;;;;;8.5
o;5;8.5;Scherrer Pascal;;14;54.75;5;8.5;0;0.0;8.5
o;11;17.0;Weder Yanick (2003);;18;53.75;11;17.0;0;0.0;8.5
+;14;25.5;Stadelmann Lukas (2004);;22;52.5;14;25.5;0;0.0;9.75
o;16;35.25;Landolt Cla;;12;55.25;15;35.5;-1;0.25;8.5
+;19;43.75;Krucker Roman (2004);;24;51.0;20;42.5;1;-1.25;10.0

18e;Meier Christian (2003);;;;;;;;;;53.75
+;;;Arnold Lukas;;;;;;;;10.0
o;1;10.0;Koller Fabian;*;6;57.0;4;8.75;3;-1.25;8.5
o;6;18.5;Imhof Gregor;;15;54.5;6;18.5;0;0.0;8.5
o;10;27.0;Dünner Zyan;;13;55.0;10;27.0;0;0.0;8.5
o;15;35.5;Rickenmann Ramon;;18;53.75;15;35.5;0;0.0;8.5
+;18;44.0;Zemp Fabian (2004);;23;52.25;19;43.75;1;-0.25;9.75

18f;Walser Simon (2004);;;;;;;;;;53.75
o;;;Lüönd Remo (2003);;;;;;;;8.5
o;5;8.5;Bucher Roman (2003);;14;54.75;5;8.5;0;0.0;8.5
o;11;17.0;Straub Paul;;12;55.25;11;17.0;0;0.0;8.5
o;14;25.5;Studerus Jan;;15;54.5;13;25.75;-1;0.25;8.5
+;19;34.0;Bernhardsgrütter Stefan (2005);;23;52.25;16;35.25;-3;1.25;10.0
+;18;44.0;Hollenstein Mathias;;20;53.0;16;44.5;-2;0.5;9.75

18g;Lieberherr Michael;;;;;;;;;;53.75
o;;;Imhof Gregor;;;;;;;;8.5
+;5;8.5;Kühne Cyrill (2004);;12;55.25;5;8.5;0;0.0;9.75
+;7;18.25;Dünner Zyan;;13;55.0;6;18.5;-1;0.25;10.0
o;6;28.25;Oettli Marco;**;5;57.25;4;28.75;-2;0.5;8.5
o;10;36.75;Götti Samuel;;13;55.0;10;36.75;0;0.0;8.5
o;13;45.25;Straub Paul;;12;55.25;13;45.25;0;0.0;8.5

18h;Rickenmann Ramon;;;;;;;;;;53.75
o;;;Reichmuth Beat;;;;;;;;8.5
o;5;8.5;Koller Andreas;;16;54.25;4;8.75;-1;0.25;8.5
+;11;17.0;Zemp Fabian (2004);;23;52.25;11;17.0;0;0.0;10.0
o;10;27.0;Wolfer David (2003);;19;53.5;11;26.75;1;-0.25;8.5
+;15;35.5;Meier Christian (2003);;18;53.75;15;35.5;0;0.0;9.75
o;13;45.25;Rieser Fabian;;12;55.25;13;45.25;0;0.0;8.5

18i;Zemp Stefan;;;;;;;;;;53.75
+;;;Egli Joel;;;;;;;;9.75
+;2;9.75;Kern Sven (2003);;19;53.5;2;9.75;0;0.0;10.0
o;2;19.75;Schäppi Urs;*;6;57.0;6;18.5;4;-1.25;8.5
o;6;28.25;Signer Tobias (2004);;12;55.25;7;28.0;1;-0.25;8.5
o;10;36.75;Flück Bruno;;12;55.25;9;37.0;-1;0.25;8.5
o;13;45.25;Müller Christian;;12;55.25;13;45.25;0;0.0;8.5

18j;Lenherr Jonas (2005);;;;;;;;;;53.75
+;;;Müller Christian;;;;;;;;9.75
o;2;9.75;Giger Urs;*;3;57.75;2;9.75;0;0.0;8.5
o;7;18.25;Müggler Silvan;;19;53.5;7;18.25;0;0.0;8.5
o;11;26.75;Kühne Cyrill (2004);;12;55.25;10;27.0;-1;0.25;8.5
o;16;35.25;Neff Florian;*;16;54.25;17;34.75;1;-0.5;8.5
+;19;43.75;Bernhardsgrütter Stefan (2005);;23;52.25;19;43.75;0;0.0;10.0

18k;Vetterli Sven (2003);;;;;;;;;;53.75
o;;;Inauen Maurus (2003);;;;;;;;8.5
o;5;8.5;Spörndli Cyril (2003);;21;52.75;5;8.5;0;0.0;8.5
+;11;17.0;Stadelmann Lukas (2004);;22;52.5;11;17.0;0;0.0;9.75
+;11;26.75;Baumann Nico;;21;52.75;9;27.25;-2;0.5;10.0
o;10;36.75;Raschle Urban (2003);;12;55.25;10;36.75;0;0.0;8.5
o;13;45.25;Landolt Cla;;12;55.25;13;45.25;0;0.0;8.5

19a;Mock Marco;;;;;;;;;;53.5
+;;;Meier Adrian (2005);;;;;;;;9.75
o;2;9.75;Schmid Michael;;12;55.25;1;10.0;-1;0.25;8.5
o;7;18.25;Bader Sandro;;27;35.5;10;17.25;3;-1.0;8.5
o;11;26.75;Vollenweider Loïc (2004);;16;54.25;10;27.0;-1;0.25;8.5
+;16;35.25;Weder Yanick (2003);;18;53.75;16;35.25;0;0.0;9.75
o;14;45.0;Stauffacher Martin;;17;54.0;14;45.0;0;0.0;8.5

19b;Hangartner Maurice (2003);;;;;;;;;;53.5
o;;;Schmid Michael;;;;;;;;8.5
+;5;8.5;Wolfer David (2003);;19;53.5;5;8.5;0;0.0;9.75
+;7;18.25;Kern Sven (2003);;19;53.5;7;18.25;0;0.0;9.75
o;7;28.0;Keller Manuel;*;11;55.5;5;28.5;-2;0.5;8.5
o;11;36.5;Schild Cornel (2004);;9;56.0;11;36.5;0;0.0;8.5
o;14;45.0;Dünner Zyan;;13;55.0;13;45.25;-1;0.25;8.5

19c;Müggler Silvan;;;;;;;;;;53.5
o;;;Anliker Andri (2003);;;;;;;;8.5
+;5;8.5;Hinrichs Silvio (2004);;16;54.25;5;8.5;0;0.0;9.75
+;7;18.25;Lenherr Jonas (2005);;18;53.75;7;18.25;0;0.0;9.75
o;7;28.0;Ulmann Fabian;*;12;55.25;9;27.25;2;-0.75;8.5
o;11;36.5;Steiner Michael;**;11;55.5;10;36.75;-1;0.25;8.5
o;14;45.0;Fässler Michael;;13;55.0;14;45.0;0;0.0;8.5

19d;Kern Sven (2003);;;;;;;;;;53.5
+;;;Weder Yanick (2003);;;;;;;;9.75
o;2;9.75;Zemp Stefan;;18;53.75;2;9.75;0;0.0;8.5
o;7;18.25;Hangartner Maurice (2003);;19;53.5;7;18.25;0;0.0;8.5
o;11;26.75;Buchmann Michael;;11;55.5;9;27.25;-2;0.5;8.5
+;16;35.25;Baumann Nico;;21;52.75;14;35.75;-2;0.5;9.75
o;14;45.0;Bucher Roman (2003);;14;54.75;15;44.75;1;-0.25;8.5

19e;Wolfer David (2003);;;;;;;;;;53.5
o;;;Anliker Nino (2005);;;;;;;;8.5
o;5;8.5;Hangartner Maurice (2003);;19;53.5;5;8.5;0;0.0;8.5
+;11;17.0;Meier Adrian (2005);;23;52.25;11;17.0;0;0.0;9.75
+;11;26.75;Rickenmann Ramon;;18;53.75;10;27.0;-1;0.25;9.75
o;11;36.5;Notz Armin;*;9;56.0;12;36.25;1;-0.25;8.5
o;14;45.0;Hinrichs Silvio (2004);;16;54.25;17;44.25;3;-0.75;8.5

20a;Schiegg Raphael (2005);;;;;;;;;;53.0
-;;;Studerus Jan;;;;;;;;8.75
o;4;8.75;Dünner Zyan;;13;55.0;5;8.5;1;-0.25;8.5
o;10;17.25;Knup Stephan;;18;53.75;7;18.25;-3;1.0;8.5
-;13;25.75;Lüönd Remo (2003);;17;54.0;11;26.75;-2;1.0;9.0
