4814-2021-08-01_106_St_Galler_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
o;14;35.5;Schläpfer Matthias;*;15;54.75;13;35.75;-1;0.25;8.5
o;19;44.0;Buchmann Michael;;16;54.5;17;44.5;-2;0.5;8.5

24a;Kolb Pirmin;*;;;;;;;;;44.75
-;;;Baumann Rico;*;;;;;;;8.75
-;4;8.75;Good Marco;*;9;56.25;5;8.5;1;-0.25;8.75
+;9;17.5;Fehr Christian;;17;54.25;7;18.25;-2;0.75;9.75
-;10;27.25;Flück Bruno;;12;55.5;8;28.0;-2;0.75;9.0
o;11;36.25;Kälin Remo;*;12;55.5;8;37.0;-3;0.75;8.5

25a;Tobler Pius;;;;;;;;;;35.75
-;;;Wittenwiler Mathias (2003);;;;;;;;9.0
+;3;9.0;Tschumper Elias (2005);;22;52.75;1;10.0;-2;1.0;9.75
o;5;18.75;Bleiker Ueli (2004);;15;54.75;5;18.75;0;0.0;8.5
o;10;27.25;Riget Florian;*;10;56.0;10;27.25;0;0.0;8.5

26a;Streule Reto;;;;;;;;;;35.5
o;;;Anliker Nino (2005);;;;;;;;8.5
+;5;8.5;Wenger Dominic;;23;52.5;5;8.5;0;0.0;10.0
o;6;18.5;Ackermann Roman;;23;52.5;10;17.25;4;-1.25;8.5
o;11;27.0;Landolt Cla;;18;54.0;11;27.0;0;0.0;8.5

27a;Weder Yanick (2003);;;;;;;;;;35.25
+;;;Oettli Reto (2005);;;;;;;;9.75
o;2;9.75;Elmer Adrian;*;6;57.0;5;8.5;3;-1.25;8.5
o;7;18.25;Schmid Patrick;*;11;55.75;7;18.25;0;0.0;8.5
o;12;26.75;Knellwolf Sebastian;;19;53.75;11;27.0;-1;0.25;8.5

27b;Zumstein Silvan;;;;;;;;;;35.25
o;;;Tschumper Elias (2005);;;;;;;;8.5
o;5;8.5;Rickenmann Ramon;;27;35.25;5;8.5;0;0.0;8.5
o;11;17.0;Baumgartner Joël;;21;53.0;11;17.0;0;0.0;8.5
+;17;25.5;Scherrer Ivan;;31;34.0;17;25.5;0;0.0;9.75

27c;Roth Peter;*;;;;;;;;;35.25
-;;;Koller Silvan;*;;;;;;;8.75
o;4;8.75;Egli Patrick;;18;54.0;2;9.75;-2;1.0;8.75
-;9;17.5;Odermatt Gian Maria (2004);*;9;56.25;10;17.25;1;-0.25;9.0
-;13;26.5;Lengacher Gian (2003);;13;55.25;12;26.75;-1;0.25;8.75

27d;Streule Marco;;;;;;;;;;35.25
o;;;Egli Patrick;;;;;;;;8.5
+;5;8.5;Gähwiler Joshua (2004);;36;17.0;5;8.5;0;0.0;9.75
o;7;18.25;Walser Simon (2004);;18;54.0;6;18.5;-1;0.25;8.5
o;12;26.75;Lenherr Jonas (2005);;18;54.0;11;27.0;-1;0.25;8.5

27e;Rickenmann Ramon;;;;;;;;;;35.25
o;;;Lengacher Gian (2003);;;;;;;;8.5
+;5;8.5;Zumstein Silvan;;27;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Laager Kaspar (2004);;19;53.75;7;18.25;0;0.0;8.5
o;12;26.75;Schläpfer Matthias;*;15;54.75;16;25.75;4;-1.0;8.5

27f;Egli Joel;;;;;;;;;;35.25
+;;;Ziegler Jonas (2005);;;;;;;;9.75
o;2;9.75;Lanter Christian;*;15;54.75;5;8.5;3;-1.25;8.5
o;7;18.25;Fallegger Marc (2003);;15;54.75;7;18.25;0;0.0;8.5
o;12;26.75;Schiess Daniel;;19;53.75;12;26.75;0;0.0;8.5

27g;Pfister Florian;*;;;;;;;;;35.25
o;;;Krähenbühl Lukas;*;;;;;;;8.5
o;5;8.5;Fontana Michael;*;12;55.5;5;8.5;0;0.0;8.5
o;11;17.0;Giger Florian;;13;55.25;10;17.25;-1;0.25;8.5
+;17;25.5;Fässler Michael;;13;55.25;11;27.0;-6;1.5;9.75

27h;Brand Andreas (2003);;;;;;;;;;35.25
o;;;Walser Simon (2004);;;;;;;;8.5
o;5;8.5;Stauffacher Martin;;17;54.25;4;8.75;-1;0.25;8.5
o;11;17.0;Ziegler Michael;;18;54.0;9;17.5;-2;0.5;8.5
+;17;25.5;Dudli Gallus;;29;34.5;15;26.0;-2;0.5;9.75

28a;Müller Loris;;;;;;;;;;34.75
-;;;Keller Lukas;;;;;;;;8.75
o;4;8.75;Buchmann Michael;;16;54.5;4;8.75;0;0.0;8.5
o;10;17.25;Zollinger Silvan (2004);;18;54.0;10;17.25;0;0.0;8.5
-;16;25.75;Tobler Tobias (2005);;29;34.5;17;25.5;1;-0.25;9.0

29a;Tobler Tobias (2005);;;;;;;;;;34.5
o;;;Roth Sämi;;;;;;;;8.5
o;5;8.5;Krucker Silvan;;21;53.0;5;8.5;0;0.0;8.5
o;11;17.0;Schegg Daniel;;14;55.0;11;17.0;0;0.0;8.5
-;17;25.5;Müller Loris;;28;34.75;16;25.75;-1;0.25;9.0

29b;Wetter Silvan;*;;;;;;;;;34.5
o;;;Blaser Niklas;*;;;;;;;8.5
o;5;8.5;Korrodi Janik (2004);;22;52.75;5;8.5;0;0.0;8.75
-;10;17.25;Nock Benjamin;*;15;54.75;10;17.25;0;0.0;8.75
o;15;26.0;Fässler Tobias;;19;53.75;11;27.0;-4;1.0;8.5

29c;Dudli Gallus;;;;;;;;;;34.5
o;;;Laager Kaspar (2004);;;;;;;;8.5
-;5;8.5;Diem Hansruedi;;29;34.5;5;8.5;0;0.0;9.0
o;9;17.5;Ziegler Andreas;;14;55.0;9;17.5;0;0.0;8.5
o;15;26.0;Brand Andreas (2003);;27;35.25;17;25.5;2;-0.5;8.5

29d;Diem Hansruedi;;;;;;;;;;34.5
o;;;Kurmann Patrick (2003);;;;;;;;8.5
-;5;8.5;Dudli Gallus;;29;34.5;5;8.5;0;0.0;9.0
o;9;17.5;Stadelmann Patrick;;16;54.5;9;17.5;0;0.0;8.5
o;15;26.0;Raschle Urban (2003);;14;55.0;12;26.75;-3;0.75;8.5

30a;Heierli Dorian;;;;;;;;;;34.25
o;;;Hangartner Maurice (2003);;;;;;;;8.75
o;4;8.75;Flütsch Marco;;19;53.75;5;8.5;1;-0.25;8.5
o;10;17.25;Lüönd Remo (2003);;17;54.25;11;17.0;1;-0.25;8.5
o;16;25.75;Schmid Michael;;16;54.5;15;26.0;-1;0.25;8.5

30b;Lusti Remo;;;;;;;;;;34.25
-;;;Ziegler Michael;;;;;;;;8.75
o;4;8.75;Burch Dean;;7;56.75;3;9.0;-1;0.25;8.5
o;10;17.25;Riget Florian;*;10;56.0;10;17.25;0;0.0;8.5
o;16;25.75;Bleiker Daniel;;22;52.75;15;26.0;-1;0.25;8.5

30c;Wolfer Lukas;*;;;;;;;;;34.25
o;;;Ueltschi Patric;*;;;;;;;8.5
o;5;8.5;Baumann Elia;;13;55.25;2;9.75;-3;1.25;8.5
o;11;17.0;Steiner Lukas;;15;54.75;6;18.5;-5;1.5;8.5
-;17;25.5;Krucker Silvan;;21;53.0;11;27.0;-6;1.5;8.75

31a;Krucker Roman (2004);;;;;;;;;;34.0
o;;;Keller Cedric;;;;;;;;8.5
o;5;8.5;Tobler Michael (2004);;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Lazzarotto Salomon (2005);;18;54.0;10;17.25;-1;0.25;8.5
o;17;25.5;Tremp Ruedi (2003);;19;53.75;12;26.75;-5;1.25;8.5

31b;Wüst Dorian (2004);;;;;;;;;;34.0
o;;;Keller Dominic;;;;;;;;8.5
o;5;8.5;Landolt Cla;;18;54.0;5;8.5;0;0.0;8.5
o;11;17.0;Fässler Michael;;13;55.25;11;17.0;0;0.0;8.5
o;17;25.5;Wenger Dominic;;23;52.5;17;25.5;0;0.0;8.5

31c;Stadelmann Lukas (2004);;;;;;;;;;34.0
o;;;Vetterli Sven (2003);;;;;;;;8.5
o;5;8.5;Peter Philipp;;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Manser Adrian;;16;54.5;9;17.5;-2;0.5;8.5
o;17;25.5;Scherrer Pascal;;23;52.5;17;25.5;0;0.0;8.5

31d;Feller Yannic (2004);;;;;;;;;;34.0
o;;;Knellwolf Sebastian;;;;;;;;8.5
o;5;8.5;Kiser Aron;;13;55.25;5;8.5;0;0.0;8.5
o;11;17.0;Steiner Michael;**;9;56.25;10;17.25;-1;0.25;8.5
o;17;25.5;Ziegler Jonas (2005);;23;52.5;17;25.5;0;0.0;8.5

31e;Scherrer Ivan;;;;;;;;;;34.0
o;;;Gasenzer Christian (2004);;;;;;;;8.5
o;5;8.5;Nef Tobias (2005);;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Brülisauer Thomas (2003);;18;54.0;11;17.0;0;0.0;8.5
o;17;25.5;Zumstein Silvan;;27;35.25;17;25.5;0;0.0;8.5

32a;Bernold Christian;**;;;;;;;;;29.0
-;;;Notz Beni;***;;;;;;;9.0
+;3;9.0;Jörger Corsin;*;35;27.0;1;10.0;-2;1.0;10.0
+;4;19.0;Keller Dominic;;16;54.5;1;20.0;-3;1.0;10.0

33a;Schild Cornel (2004);;;;;;;;;;28.0
+;;;Stadelmann Patrick;;;;;;;;9.75
+;2;9.75;Abderhalden Lukas (2003);;21;53.0;1;10.0;-1;0.25;9.75
o;3;19.5;Rüegg Fabian;*;6;57.0;6;18.5;3;-1.0;8.5

34a;Ackermann Remo;*;;;;;;;;;27.25
o;;;Biäsch Christian;*;;;;;;;8.5
+;5;8.5;Hobi Ignaz;;8;56.5;1;10.0;-4;1.5;10.0
-;6;18.5;Birchler Fabian;;13;55.25;2;19.75;-4;1.25;8.75

35a;Jörger Corsin;*;;;;;;;;;27.0
+;;;Elmer Adrian;*;;;;;;;10.0
o;1;10.0;Bernold Christian;**;32;29.0;3;9.0;2;-1.0;8.5
o;6;18.5;Baumgartner Ramon;;5;57.25;1;20.0;-5;1.5;8.5

36a;Gähwiler Joshua (2004);;;;;;;;;;17.0
o;;;Bachmann Janos (2004);;;;;;;;8.5
o;5;8.5;Streule Marco;;27;35.25;5;8.5;0;0.0;8.5

