5672-2022-05-01_Thurgauer_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;59.0
o;5;8.5;Zürcher Fabrice (2006);;19;53.75;5;8.5;0;0.0;8.5
o;11;17.0;Keller Tami (2006);;24;52.5;11;17.0;0;0.0;8.5
o;15;25.5;Schefer Sandro (2006);;18;54.0;14;25.75;-1;0.25;8.5

30a;Schwager Mike;;;;;;;;;;27.0
+;;;Kiener Tobias;;;;;;;;10.0
o;1;10.0;Poltera Andrin;**;27;45.0;5;8.5;4;-1.5;8.5
o;6;18.5;Blaser Jan;*;14;55.0;7;18.25;1;-0.25;8.5

31a;Räbsamen Marcel;**;;;;;;;;;19.75
+;;;Schläpfer Markus;**;;;;;;;9.75
+;2;9.75;Burkhalter Thomas;*;25;47.0;1;10.0;-1;0.25;10.0

32a;Krähenbühl Lukas;*;;;;;;;;;18.5
-;;;Mettler Valentin;*;;;;;;;8.75
+;4;8.75;Hinrichs Silvio (2004);;12;55.5;1;10.0;-3;1.25;9.75

