3774-2018-05-27_104_StGaller_Kantonalschwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.25
+;4;8.75;Sieber Marc (2000);;25;35.5;5;8.5;1;-0.25;10.0
+;5;18.75;Blaser Niklas;*;30;25.75;10;17.25;5;-1.5;10.0
o;5;28.75;Schneider Mario;**;10;56.0;6;28.5;1;-0.25;8.5
+;7;37.25;Dünner Zyan (2001);;13;55.25;9;36.75;2;-0.5;9.75
o;7;47.0;Mettler Valentin;;4;57.5;4;47.75;-3;0.75;8.5

12o;Wittenwiler Roman;*;;;;;;;;;55.5
+;;;Rütsche Stefan;*;;;;;;;10.0
o;1;10.0;Gmür Pirmin;**;12;55.5;5;8.5;4;-1.5;8.75
o;5;18.75;Heierli Pascal;;5;57.25;2;19.75;-3;1.0;8.75
+;10;27.5;Gerig Marcel;;13;55.25;7;28.25;-3;0.75;9.75
+;7;37.25;Ott Damian (2000);*;7;56.75;3;38.25;-4;1.0;9.75
o;7;47.0;Notz Beni;***;9;56.25;10;46.25;3;-0.75;8.5

13a;Hari Michi;;;;;;;;;;55.25
o;;;Fausch Kjetil;*;;;;;;;8.5
+;5;8.5;Gemperli Julian (2002);;26;35.25;2;9.75;-3;1.25;9.75
+;7;18.25;Schmid Remo (2002);;20;53.5;7;18.25;0;0.0;10.0
o;7;28.25;Ott Damian (2000);*;7;56.75;6;28.5;-1;0.25;8.5
-;9;36.75;Holenstein Christian;*;15;54.75;12;36.0;3;-0.75;8.75
+;13;45.5;Egli Martin;;17;54.25;13;45.5;0;0.0;9.75

13b;Wetter Silvan (2000);;;;;;;;;;55.25
+;;;Glättli Tobias (2002);;;;;;;;10.0
+;1;10.0;Arztmann Beda;*;13;55.25;2;9.75;1;-0.25;9.75
o;2;19.75;Geisser Lars;**;5;57.25;5;18.75;3;-1.0;8.5
-;7;28.25;Bärtsch Fabian (2000);;17;54.25;7;28.25;0;0.0;8.75
+;8;37.0;Blaser Gian;;13;55.25;8;37.0;0;0.0;9.75
o;8;46.75;Elmer Daniel;*;6;57.0;7;47.0;-1;0.25;8.5

13c;Arztmann Beda;*;;;;;;;;;55.25
+;;;Bernold Michael;*;;;;;;;9.75
o;2;9.75;Wetter Silvan (2000);;13;55.25;1;10.0;-1;0.25;8.75
+;6;18.5;Roth Michael;;16;54.5;2;19.75;-4;1.25;10.0
o;6;28.5;Bösch Daniel;***;1;58.25;7;28.25;1;-0.25;8.5
o;8;37.0;Baumann Rico;*;8;56.5;3;38.25;-5;1.25;8.5
+;13;45.5;Niederer Andreas (2002);;12;55.5;8;46.75;-5;1.25;9.75

13d;Kobler Janosch (2000);;;;;;;;;;55.25
+;;;Burkhard Tobias;;;;;;;;9.75
-;2;9.75;Oertle Daniel;*;13;55.25;2;9.75;0;0.0;8.75
+;6;18.5;Knabe Robert;;25;35.5;7;18.25;1;-0.25;10.0
o;6;28.5;Riget Tobias;**;8;56.5;6;28.5;0;0.0;8.75
-;7;37.25;Weibel Lucien;;18;54.0;10;36.5;3;-0.75;9.0
-;10;46.25;Akeret Benno;*;14;55.0;11;46.0;1;-0.25;9.0

13e;Riedi Thomas;;;;;;;;;;55.25
o;;;Schlegel Werner (2002);;;;;;;;8.5
-;5;8.5;Schrepfer Roy;;21;53.25;4;8.75;-1;0.25;8.75
+;10;17.25;Krucker Silvan (2001);;25;35.5;10;17.25;0;0.0;9.75
+;12;27.0;Schönenberger Björn;;25;35.5;12;27.0;0;0.0;10.0
o;8;37.0;Pfister Florian;*;10;56.0;7;37.25;-1;0.25;8.5
+;13;45.5;Rotach Lars (2000);;18;54.0;13;45.5;0;0.0;9.75

13f;Martin Dominik;;;;;;;;;;55.25
+;;;Odermatt Michi;;;;;;;;9.75
+;2;9.75;Steiner Lukas (2002);;16;54.5;4;8.75;2;-1.0;9.75
o;3;19.5;Dändliker Shane;*;7;56.75;6;18.5;3;-1.0;8.5
o;8;28.0;Dörig Erich;*;16;54.5;12;27.0;4;-1.0;8.75
+;9;36.75;Hengartner Ivo;*;17;54.25;13;35.75;4;-1.0;10.0
o;8;46.75;Fausch Kjetil;*;7;56.75;7;47.0;-1;0.25;8.5

13g;Büsser André;*;;;;;;;;;55.25
-;;;Dörig Erich;*;;;;;;;8.75
o;4;8.75;Aerne Christian;;14;55.0;2;9.75;-2;1.0;8.5
+;10;17.25;Blaser Andre (2000);;14;55.0;6;18.5;-4;1.25;9.75
+;12;27.0;Langenegger Beat;;14;55.0;8;28.0;-4;1.0;9.75
-;9;36.75;Neff Florian;;16;54.5;8;37.0;-1;0.25;8.75
+;13;45.5;Schäppi Urs;*;14;55.0;10;46.25;-3;0.75;9.75

13h;Oertle Daniel;*;;;;;;;;;55.25
+;;;Büchler Remo;**;;;;;;;9.75
-;2;9.75;Kobler Janosch (2000);;13;55.25;2;9.75;0;0.0;8.75
-;6;18.5;Oertig Simon;;6;57.0;3;19.5;-3;1.0;8.75
+;11;27.25;Roth Michael;;16;54.5;7;28.25;-4;1.0;9.75
o;8;37.0;Schlegel Reto;*;5;57.25;5;37.75;-3;0.75;8.5
+;13;45.5;Schönenberger Philipp;;14;55.0;9;46.5;-4;1.0;9.75

13i;Rüegg Roman;*;;;;;;;;;55.25
+;;;Hengartner Ivo;*;;;;;;;9.75
o;2;9.75;Zwyssig Raphael;***;6;57.0;4;8.75;2;-1.0;8.5
+;7;18.25;Schwager Mike (2000);;17;54.25;6;18.5;-1;0.25;10.0
+;7;28.25;Kolb Pirmin (2001);;15;54.75;7;28.25;0;0.0;9.75
o;4;38.0;Roth Martin;*;4;57.5;5;37.75;1;-0.25;8.5
-;9;46.5;Scherrer Willi;;11;55.75;7;47.0;-2;0.5;8.75

13j;Galli Cedric (2001);;;;;;;;;;55.25
o;;;Schiess Christian;;;;;;;;8.5
+;5;8.5;Grob Rachen (2002);;29;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Egli Martin;;17;54.25;6;18.5;0;0.0;8.5
+;12;27.0;Scheiwiller Andreas;*;27;34.75;14;26.25;2;-0.75;10.0
o;8;37.0;Mettler Valentin;;4;57.5;5;37.75;-3;0.75;8.5
+;13;45.5;Martin Tobias (2001);;20;53.5;15;45.0;2;-0.5;9.75

13k;Gerig Marcel;;;;;;;;;;55.25
+;;;Kressbach Pascal;;;;;;;;9.75
-;2;9.75;Knecht Remo (2002);;22;53.0;5;8.5;3;-1.25;8.75
+;6;18.5;Städler Lars;;26;35.25;7;18.25;1;-0.25;9.75
o;7;28.25;Wittenwiler Roman;*;12;55.5;10;27.5;3;-0.75;8.5
+;9;36.75;Knellwolf Sebastian (2001);;19;53.75;9;36.75;0;0.0;10.0
o;8;46.75;Heierli Pascal;;5;57.25;6;47.25;-2;0.5;8.5

13l;Dünner Zyan (2001);;;;;;;;;;55.25
o;;;Rotach Lars (2000);;;;;;;;8.5
+;5;8.5;Dudli Gallus;;22;53.0;4;8.75;-1;0.25;9.75
o;7;18.25;Breitenmoser Manuel;;4;57.5;4;19.0;-3;0.75;8.5
+;13;26.75;Höpli Remo;;25;35.5;12;27.0;-1;0.25;10.0
o;9;36.75;Lozza Roman;;12;55.5;7;37.25;-2;0.5;8.5
+;14;45.25;Roth Sämi (2000);;21;53.25;16;44.75;2;-0.5;10.0

13m;Zumbach Michael;;;;;;;;;;55.25
+;;;Schmid Remo (2002);;;;;;;;9.75
o;2;9.75;Bürgler Patrick;;16;54.5;4;8.75;2;-1.0;8.5
-;7;18.25;Rotach Lars (2000);;18;54.0;7;18.25;0;0.0;8.75
+;12;27.0;Signer Walter;;25;35.5;12;27.0;0;0.0;9.75
+;9;36.75;Mock Marco;;14;55.0;10;36.5;1;-0.25;9.75
-;9;46.5;Dörig Erich;*;16;54.5;13;45.5;4;-1.0;8.75

13n;Zbinden Marc;*;;;;;;;;;55.25
o;;;Geisser Lars;**;;;;;;;8.5
-;5;8.5;Bischof Martin;;16;54.5;1;10.0;-4;1.5;8.75
+;10;17.25;Eisenring Leandro (2000);;16;54.5;6;18.5;-4;1.25;10.0
+;11;27.25;Scherrer Willi;;11;55.75;6;28.5;-5;1.25;9.75
+;8;37.0;Ueltschi Patric;*;12;55.5;8;37.0;0;0.0;9.75
o;8;46.75;Zwyssig Raphael;***;6;57.0;7;47.0;-1;0.25;8.5

13o;Baumann Elia (2000);;;;;;;;;;55.25
+;;;Keller Cedric (2002);;;;;;;;10.0
o;1;10.0;Hugelshofer Lars (2001);;14;55.0;2;9.75;1;-0.25;8.5
o;6;18.5;Furrer Matthias;;15;54.75;7;18.25;1;-0.25;8.5
+;12;27.0;Tschudi Mario (2001);;25;35.5;12;27.0;0;0.0;9.75
o;9;36.75;Vestner Bruno;*;12;55.5;13;35.75;4;-1.0;8.5
+;14;45.25;Rhyner Beni;;18;54.0;13;45.5;-1;0.25;10.0

13p;Baumgartner Ramon (2002);;;;;;;;;;55.25
+;;;Käppeli Remo (2001);;;;;;;;10.0
+;1;10.0;Städler Lars;;26;35.25;2;9.75;1;-0.25;9.75
-;2;19.75;Schläpfer Matthias;*;15;54.75;5;18.75;3;-1.0;8.75
o;6;28.5;Elmer Daniel;*;6;57.0;5;28.75;-1;0.25;8.5
+;8;37.0;Blaser Andre (2000);;14;55.0;9;36.75;1;-0.25;9.75
o;8;46.75;Schlegel Reto;*;5;57.25;5;47.5;-3;0.75;8.5

13q;Lieberherr Michael;;;;;;;;;;55.25
+;;;Knabe Robert;;;;;;;;9.75
o;2;9.75;Wettstein Daniel;;13;55.25;2;9.75;0;0.0;8.5
+;7;18.25;Müller Loris;;25;35.5;7;18.25;0;0.0;10.0
o;7;28.25;Roth Martin;*;4;57.5;8;28.0;1;-0.25;8.5
o;9;36.75;Pfiffner Ivo;;12;55.5;8;37.0;-1;0.25;8.5
+;14;45.25;Dudli Gallus;;22;53.0;17;44.5;3;-0.75;10.0

13r;Reichmuth Beat;;;;;;;;;;55.25
+;;;Ueltschi Patric;*;;;;;;;9.75
o;2;9.75;Riget Tobias;**;8;56.5;4;8.75;2;-1.0;8.5
+;7;18.25;Wicki Cédric;;12;55.5;6;18.5;-1;0.25;9.75
-;8;28.0;Büchler Remo;**;11;55.75;12;27.0;4;-1.0;9.0
+;8;37.0;Egli Martin;;17;54.25;8;37.0;0;0.0;9.75
o;8;46.75;Eugster Ruedi;**;6;57.0;7;47.0;-1;0.25;8.5

13s;Blaser Gian;;;;;;;;;;55.25
+;;;Lusti Adrian (2001);;;;;;;;9.75
-;2;9.75;Schlegel Reto;*;5;57.25;3;9.0;1;-0.75;8.75
-;6;18.5;Scheiwiller Andreas;*;27;34.75;9;17.5;3;-1.0;8.75
+;11;27.25;Martin Tobias (2001);;20;53.5;10;27.5;-1;0.25;9.75
o;8;37.0;Wetter Silvan (2000);;13;55.25;8;37.0;0;0.0;8.5
+;13;45.5;Roth David;;17;54.25;13;45.5;0;0.0;9.75

13t;Wettstein Daniel;;;;;;;;;;55.25
+;;;Schönenberger Philipp;;;;;;;;9.75
+;2;9.75;Lieberherr Michael;;13;55.25;2;9.75;0;0.0;9.75
o;3;19.5;Rüegg Fabian;*;5;57.25;5;18.75;2;-0.75;8.5
+;8;28.0;Vollmeier Sandro;;12;55.5;7;28.25;-1;0.25;9.75
-;5;37.75;Heierli Pascal;;5;57.25;3;38.25;-2;0.5;9.0
o;8;46.75;Geisser Lars;**;5;57.25;6;47.25;-2;0.5;8.5

14a;Langenegger Beat;;;;;;;;;;55.0
+;;;Wildhaber Jannik;;;;;;;;9.75
o;2;9.75;Streuli Martin;*;21;53.25;5;8.5;3;-1.25;8.5
+;7;18.25;Gabathuler Rino;;23;52.75;6;18.5;-1;0.25;9.75
o;8;28.0;Büsser André;*;13;55.25;12;27.0;4;-1.0;8.5
+;10;36.5;Arnold Christian;;19;53.75;9;36.75;-1;0.25;10.0
o;9;46.5;Riget Tobias;**;8;56.5;8;46.75;-1;0.25;8.5

14b;Burkhard Tobias;;;;;;;;;;55.0
o;;;Kobler Janosch (2000);;;;;;;;8.5
+;5;8.5;Steiner Joel (2000);;17;54.25;1;10.0;-4;1.5;9.75
+;7;18.25;Höpli Remo;;25;35.5;6;18.5;-1;0.25;9.75
o;8;28.0;Schlegel Reto;*;5;57.25;9;27.75;1;-0.25;8.5
+;10;36.5;Schmid Remo (2002);;20;53.5;10;36.5;0;0.0;10.0
o;9;46.5;Breitenmoser Manuel;;4;57.5;5;47.5;-4;1.0;8.5

14c;Schäppi Urs;*;;;;;;;;;55.0
-;;;Schlegel Reto;*;;;;;;;8.75
-;4;8.75;Flück Bruno;;17;54.25;1;10.0;-3;1.25;8.75
-;9;17.5;Bischof Martin;;16;54.5;5;18.75;-4;1.25;8.75
+;14;26.25;Baumgartner Joël;;25;35.5;12;27.0;-2;0.75;10.0
+;11;36.25;Roth David;;17;54.25;8;37.0;-3;0.75;10.0
o;10;46.25;Büsser André;*;13;55.25;13;45.5;3;-0.75;8.75

14d;Mock Marco;;;;;;;;;;55.0
o;;;Pfiffner Ivo;;;;;;;;8.5
+;5;8.5;Roth Markus;;28;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Flück Bruno;;17;54.25;5;18.75;-2;0.5;8.5
+;13;26.75;Roth Sämi (2000);;21;53.25;11;27.25;-2;0.5;9.75
o;10;36.5;Zumbach Michael;;13;55.25;9;36.75;-1;0.25;8.5
+;15;45.0;Bischof Raphael (2002);;19;53.75;14;45.25;-1;0.25;10.0

14e;Aerne Christian;;;;;;;;;;55.0
+;;;Schegg Daniel (2000);;;;;;;;9.75
+;2;9.75;Büsser André;*;13;55.25;4;8.75;2;-1.0;9.75
o;3;19.5;Oertig Dominik;**;9;56.25;5;18.75;2;-0.75;8.5
-;8;28.0;Streuli Martin;*;21;53.25;12;27.0;4;-1.0;8.75
+;9;36.75;Rotach Lars (2000);;18;54.0;8;37.0;-1;0.25;9.75
o;9;46.5;Ott Damian (2000);*;7;56.75;7;47.0;-2;0.5;8.5

14f;Burch Dean (2001);;;;;;;;;;55.0
o;;;Arnold Christian;;;;;;;;8.5
+;5;8.5;Maglia Leo;;26;35.25;5;8.5;0;0.0;9.75
+;7;18.25;Gemperli Julian (2002);;26;35.25;7;18.25;0;0.0;10.0
o;7;28.25;Oertig Simon;;6;57.0;6;28.5;-1;0.25;8.5
o;9;36.75;Hengartner Ivo;*;17;54.25;13;35.75;4;-1.0;8.5
+;14;45.25;Egli Patrick;;20;53.5;15;45.0;1;-0.25;9.75

14g;Hugelshofer Lars (2001);;;;;;;;;;55.0
+;;;Gabathuler Rino;;;;;;;;9.75
+;2;9.75;Baumann Elia (2000);;13;55.25;1;10.0;-1;0.25;9.75
o;3;19.5;Wickli Beat;**;6;57.0;5;18.75;2;-0.75;8.5
o;8;28.0;Breitenmoser Simon;;10;56.0;9;27.75;1;-0.25;8.75
o;9;36.75;Büchler Remo;**;11;55.75;12;36.0;3;-0.75;8.5
+;14;45.25;Schrepfer Roy;;21;53.25;16;44.75;2;-0.5;9.75

14h;Schönenberger Philipp;;;;;;;;;;55.0
o;;;Wettstein Daniel;;;;;;;;8.5
+;5;8.5;Kressbach Pascal;;26;35.25;5;8.5;0;0.0;10.0
+;6;18.5;Bischof Raphael (2002);;19;53.75;7;18.25;1;-0.25;9.75
+;7;28.25;Schläpfer Matthias;*;15;54.75;10;27.5;3;-0.75;9.75
o;4;38.0;Riget Florian;;7;56.75;3;38.25;-1;0.25;8.5
o;9;46.5;Oertle Daniel;*;13;55.25;13;45.5;4;-1.0;8.5

14i;Gwerder Andreas;**;;;;;;;;;55.0
-;;;Oertig Dominik;**;;;;;;;8.75
-;4;8.75;Baumann Rico;*;8;56.5;2;9.75;-2;1.0;9.0
+;8;17.75;Ueltschi Patric;*;12;55.5;6;18.5;-2;0.75;10.0
+;9;27.75;Steiner Joel (2000);;17;54.25;6;28.5;-3;0.75;9.75
-;6;37.5;Gmür Pirmin;**;12;55.5;4;38.0;-2;0.5;9.0
o;9;46.5;Rhyner Michael;**;7;56.75;7;47.0;-2;0.5;8.5

14j;Akeret Benno;*;;;;;;;;;55.0
o;;;Elmer Daniel;*;;;;;;;8.75
-;4;8.75;Breitenmoser Manuel;;4;57.5;1;10.0;-3;1.25;9.0
+;8;17.75;Alder Armin;;15;54.75;6;18.5;-2;0.75;10.0
+;9;27.75;Arnold Christian;;19;53.75;7;28.25;-2;0.5;9.75
o;6;37.5;Rhyner Michael;**;7;56.75;7;37.25;1;-0.25;8.5
-;11;46.0;Kobler Janosch (2000);;13;55.25;10;46.25;-1;0.25;9.0

14k;Blaser Andre (2000);;;;;;;;;;55.0
-;;;Lozza Roman;;;;;;;;8.75
+;4;8.75;Niederer Andreas (2002);;12;55.5;2;9.75;-2;1.0;9.75
o;6;18.5;Büsser André;*;13;55.25;10;17.25;4;-1.25;8.5
+;12;27.0;Gemperli Julian (2002);;26;35.25;13;26.75;1;-0.25;9.75
o;9;36.75;Baumgartner Ramon (2002);;13;55.25;8;37.0;-1;0.25;8.5
+;14;45.25;Dudli Gallus;;22;53.0;17;44.5;3;-0.75;9.75

15a;Kolb Pirmin (2001);;;;;;;;;;54.75
+;;;Schrepfer Roy;;;;;;;;9.75
-;2;9.75;Bernold Christian;**;12;55.5;4;8.75;2;-1.0;8.75
+;6;18.5;Elmer Adrian;*;16;54.5;9;17.5;3;-1.0;9.75
o;7;28.25;Rüegg Roman;*;13;55.25;7;28.25;0;0.0;8.5
-;9;36.75;Alder Armin;;15;54.75;8;37.0;-1;0.25;9.0
-;12;45.75;Wildhaber Jannik;;15;54.75;12;45.75;0;0.0;9.0

15b;Wildhaber Jannik;;;;;;;;;;54.75
o;;;Langenegger Beat;;;;;;;;8.75
o;4;8.75;Lehmann Philipp;;12;55.5;4;8.75;0;0.0;8.5
+;10;17.25;Lusti Remo (2001);;25;35.5;10;17.25;0;0.0;10.0
o;11;27.25;Vestner Bruno;*;12;55.5;16;25.75;5;-1.5;8.75
+;12;36.0;Knecht Remo (2002);;22;53.0;13;35.75;1;-0.25;9.75
-;12;45.75;Kolb Pirmin (2001);;15;54.75;12;45.75;0;0.0;9.0

15c;Alder Armin;;;;;;;;;;54.75
+;;;Birk Till (2002);;;;;;;;10.0
o;1;10.0;Marty Jaime (2000);;20;53.5;4;8.75;3;-1.25;8.5
o;6;18.5;Akeret Benno;*;14;55.0;8;17.75;2;-0.75;8.5
+;12;27.0;Biser Niklaus;;26;35.25;13;26.75;1;-0.25;10.0
-;8;37.0;Kolb Pirmin (2001);;15;54.75;9;36.75;1;-0.25;9.0
-;11;46.0;Wolfer Lukas;*;16;54.5;12;45.75;1;-0.25;8.75

15d;Horner Sämi;;;;;;;;;;54.75
o;;;Egli Martin;;;;;;;;8.5
+;5;8.5;Thoma Nils;;25;35.5;4;8.75;-1;0.25;9.75
o;7;18.25;Pfiffner Ivo;;12;55.5;6;18.5;-1;0.25;8.5
+;13;26.75;Weber Erwin (2000);;25;35.5;12;27.0;-1;0.25;9.75
o;10;36.5;Kamer Hanspeter;*;11;55.75;9;36.75;-1;0.25;8.5
+;15;45.0;Ziegler Andreas (2002);;21;53.25;16;44.75;1;-0.25;9.75

15e;Holenstein Christian;*;;;;;;;;;54.75
-;;;Vestner Bruno;*;;;;;;;8.75
+;4;8.75;Lanter Christian;;12;55.5;2;9.75;-2;1.0;10.0
o;5;18.75;Bless Michael;***;5;57.25;5;18.75;0;0.0;8.5
-;11;27.25;Neff Florian;;16;54.5;7;28.25;-4;1.0;8.75
-;12;36.0;Hari Michi;;13;55.25;9;36.75;-3;0.75;8.75
+;16;44.75;Weibel Lucien;;18;54.0;13;45.5;-3;0.75;10.0

15f;Furrer Matthias;;;;;;;;;;54.75
o;;;Steiner Joel (2000);;;;;;;;8.5
+;5;8.5;Müller Elias;;25;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Ott Damian (2000);*;7;56.75;6;18.5;-1;0.25;8.5
+;13;26.75;Baumann Elia (2000);;13;55.25;12;27.0;-1;0.25;9.75
+;10;36.5;Gabathuler Rino;;23;52.75;13;35.75;3;-0.75;9.75
o;10;46.25;Breitenmoser Simon;;10;56.0;10;46.25;0;0.0;8.5

15g;Schläpfer Matthias;*;;;;;;;;;54.75
-;;;Bernold Christian;**;;;;;;;8.75
+;4;8.75;Egli Martin;;17;54.25;2;9.75;-2;1.0;10.0
-;5;18.75;Baumgartner Ramon (2002);;13;55.25;2;19.75;-3;1.0;8.75
o;10;27.5;Schönenberger Philipp;;14;55.0;7;28.25;-3;0.75;8.5
+;12;36.0;Bärtsch Fabian (2000);;17;54.25;8;37.0;-4;1.0;10.0
-;11;46.0;Bernold Michael;*;12;55.5;8;46.75;-3;0.75;8.75

16a;Schegg Daniel (2000);;;;;;;;;;54.5
o;;;Aerne Christian;;;;;;;;8.5
-;5;8.5;Lusti Remo (2001);;25;35.5;5;8.5;0;0.0;9.0
+;9;17.5;Sieber Marc (2000);;25;35.5;11;17.0;2;-0.5;10.0
o;10;27.5;Ochsner Reto (2000);;17;54.25;11;27.25;1;-0.25;8.5
+;12;36.0;Ziegler Andreas (2002);;21;53.25;11;36.25;-1;0.25;9.75
-;12;45.75;Nüesch Remo (2001);;17;54.25;13;45.5;1;-0.25;8.75

16b;Eisenring Leandro (2000);;;;;;;;;;54.5
+;;;Oberhänsli Kilian;;;;;;;;9.75
-;2;9.75;Jud Reto (2001);;16;54.5;1;10.0;-1;0.25;8.75
o;6;18.5;Zbinden Marc;*;13;55.25;10;17.25;4;-1.25;8.5
-;12;27.0;Knabe Robert;;25;35.5;13;26.75;1;-0.25;8.75
-;13;35.75;Dudli Gallus;;22;53.0;13;35.75;0;0.0;8.75
+;17;44.5;Knellwolf Sebastian (2001);;19;53.75;14;45.25;-3;0.75;10.0

16c;Bürgler Patrick;;;;;;;;;;54.5
o;;;Mettler Valentin;;;;;;;;8.75
+;4;8.75;Zumbach Michael;;13;55.25;2;9.75;-2;1.0;10.0
o;5;18.75;Kamer Hanspeter;*;11;55.75;7;18.25;2;-0.5;8.5
-;11;27.25;Ziegler Andreas (2002);;21;53.25;10;27.5;-1;0.25;8.75
o;12;36.0;Bischof Martin;;16;54.5;12;36.0;0;0.0;8.5
+;17;44.5;Scherrer Pascal;;19;53.75;14;45.25;-3;0.75;10.0

16d;Roth Michael;;;;;;;;;;54.5
+;;;Koller Silvan (2002);;;;;;;;9.75
+;2;9.75;Rütsche Stefan;*;21;53.25;5;8.5;3;-1.25;10.0
o;2;19.75;Arztmann Beda;*;13;55.25;6;18.5;4;-1.25;8.5
o;7;28.25;Oertle Daniel;*;13;55.25;11;27.25;4;-1.0;8.75
o;8;37.0;Schiess Christian;;12;55.5;8;37.0;0;0.0;8.75
-;12;45.75;Ochsner Reto (2000);;17;54.25;13;45.5;1;-0.25;8.75

16e;Elmer Adrian;*;;;;;;;;;54.5
-;;;Marty Jaime (2000);;;;;;;;8.75
-;4;8.75;Bleiker Daniel;;17;54.25;2;9.75;-2;1.0;8.75
o;9;17.5;Kolb Pirmin (2001);;15;54.75;6;18.5;-3;1.0;8.5
+;15;26.0;Knecht Remo (2002);;22;53.0;11;27.25;-4;1.25;9.75
+;13;35.75;Fässler Tobias (2002);;19;53.75;9;36.75;-4;1.0;10.0
o;12;45.75;Vestner Bruno;*;12;55.5;13;45.5;1;-0.25;8.75

16f;Schuler Martin;;;;;;;;;;54.5
-;;;Breitenmoser Simon;;;;;;;;9.0
o;3;9.0;Scherrer Willi;;11;55.75;1;10.0;-2;1.0;8.5
-;9;17.5;Hobi Ignaz;;9;56.25;7;18.25;-2;0.75;8.75
+;14;26.25;Räbsamen Marcel (2000);;24;35.75;12;27.0;-2;0.75;9.75
-;12;36.0;Martin Tobias (2001);;20;53.5;12;36.0;0;0.0;8.75
+;16;44.75;Gabathuler Rino;;23;52.75;18;44.25;2;-0.5;9.75

16g;Steiner Lukas (2002);;;;;;;;;;54.5
-;;;Gaccioli Benjamin;;;;;;;;8.75
o;4;8.75;Martin Dominik;;13;55.25;2;9.75;-2;1.0;8.5
+;10;17.25;Streule Reto (2002);;26;35.25;7;18.25;-3;1.0;10.0
o;11;27.25;Nüesch Remo (2001);;17;54.25;11;27.25;0;0.0;8.75
+;12;36.0;Egli Patrick;;20;53.5;10;36.5;-2;0.5;10.0
o;11;46.0;Hobi Ignaz;;9;56.25;10;46.25;-1;0.25;8.5

16h;Neff Florian;;;;;;;;;;54.5
+;;;Bischof Raphael (2002);;;;;;;;10.0
o;1;10.0;Oertig Dominik;**;9;56.25;4;8.75;3;-1.25;8.5
+;6;18.5;Weber Erwin (2000);;25;35.5;6;18.5;0;0.0;9.75
-;7;28.25;Holenstein Christian;*;15;54.75;11;27.25;4;-1.0;8.75
-;8;37.0;Büsser André;*;13;55.25;9;36.75;1;-0.25;8.75
-;12;45.75;Bischof Martin;;16;54.5;12;45.75;0;0.0;8.75

16i;Jud Reto (2001);;;;;;;;;;54.5
+;;;Dudli Gallus;;;;;;;;10.0
-;1;10.0;Eisenring Leandro (2000);;16;54.5;2;9.75;1;-0.25;8.75
o;5;18.75;Kunz Daniel;*;16;54.5;6;18.5;1;-0.25;8.5
o;11;27.25;Roth Peter;;17;54.25;11;27.25;0;0.0;8.5
-;13;35.75;Roth Sämi (2000);;21;53.25;13;35.75;0;0.0;9.0
+;16;44.75;Fässler Tobias (2002);;19;53.75;14;45.25;-2;0.5;9.75

16j;Bischof Martin;;;;;;;;;;54.5
+;;;Knecht Remo (2002);;;;;;;;10.0
-;1;10.0;Zbinden Marc;*;13;55.25;5;8.5;4;-1.5;8.75
-;5;18.75;Schäppi Urs;*;14;55.0;9;17.5;4;-1.25;8.75
o;10;27.5;Lehmann Philipp;;12;55.5;11;27.25;1;-0.25;8.5
+;12;36.0;Bürgler Patrick;;16;54.5;12;36.0;0;0.0;9.75
-;12;45.75;Neff Florian;;16;54.5;12;45.75;0;0.0;8.75

16k;Kunz Daniel;*;;;;;;;;;54.5
+;;;Vestner Roman;*;;;;;;;10.0
o;1;10.0;Eugster Ruedi;**;6;57.0;4;8.75;3;-1.25;8.5
+;6;18.5;Jud Reto (2001);;16;54.5;5;18.75;-1;0.25;10.0
o;6;28.5;Geisser Lars;**;5;57.25;6;28.5;0;0.0;8.5
-;8;37.0;Roth Peter;;17;54.25;8;37.0;0;0.0;8.75
o;12;45.75;Ueltschi Patric;*;12;55.5;13;45.5;1;-0.25;8.75

16l;Wolfer Lukas;*;;;;;;;;;54.5
-;;;Scheiwiller Andreas;*;;;;;;;8.75
+;4;8.75;Arnold Christian;;19;53.75;1;10.0;-3;1.25;10.0
o;5;18.75;Riget Tobias;**;8;56.5;6;18.5;1;-0.25;8.5
+;11;27.25;Scherrer Pascal;;19;53.75;7;28.25;-4;1.0;10.0
o;7;37.25;Schlegel Werner (2002);;2;58.0;3;38.25;-4;1.0;8.5
-;12;45.75;Alder Armin;;15;54.75;11;46.0;-1;0.25;8.75

16m;Dörig Erich;*;;;;;;;;;54.5
-;;;Büsser André;*;;;;;;;8.75
+;4;8.75;Wicki Cédric;;12;55.5;1;10.0;-3;1.25;9.75
o;6;18.5;Bösch Daniel;***;1;58.25;7;18.25;1;-0.25;8.5
+;12;27.0;Martin Dominik;;13;55.25;8;28.0;-4;1.0;9.75
-;9;36.75;Breitenmoser Simon;;10;56.0;6;37.5;-3;0.75;8.75
-;13;45.5;Zumbach Michael;;13;55.25;9;46.5;-4;1.0;9.0

17a;Flück Bruno;;;;;;;;;;54.25
+;;;Keller Dominic;;;;;;;;10.0
-;1;10.0;Schäppi Urs;*;14;55.0;4;8.75;3;-1.25;8.75
+;5;18.75;Mock Marco;;14;55.0;7;18.25;2;-0.5;9.75
