2777-2017-06-25_122_Nordostschweizer_Schwingfest-ST

1a;Giger Samuel;***;;;;;;;;;58.5
+;5;8.5;Keller Werner;;26;35.5;1;10.0;-4;1.5;9.75
+;7;18.25;Bernold Michael (1999);*;17;54.25;7;18.25;0;0.0;10.0
o;5;28.25;Sempach Thomas;***;8;56.5;8;27.5;3;-0.75;8.5
o;10;36.75;Good Marco;*;12;55.5;10;36.75;0;0.0;8.5
o;15;45.25;Kid Simon;**;11;55.75;13;45.75;-2;0.5;8.5

19b;Gerig Marcel;;;;;;;;;;53.75
o;;;Marty Jaime (2000);;;;;;;;8.5
+;5;8.5;Furrer Matthias;;27;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Peng Mike;***;12;55.5;8;17.5;2;-1.0;8.5
+;10;27.0;Schnyder Christian;;30;34.5;13;26.0;3;-1.0;9.75
o;10;36.75;Ammann Rico;*;11;55.75;8;37.25;-2;0.5;8.5
o;15;45.25;Odermatt Christoph;*;14;55.0;16;45.0;1;-0.25;8.5

19c;Sprecher Sandro;*;;;;;;;;;53.75
o;;;Bühler Ernst;**;;;;;;;8.5
-;5;8.5;Oertig Simon;;21;53.25;4;8.75;-1;0.25;8.75
+;9;17.25;Burkhard Tobias;;26;35.5;6;18.5;-3;1.25;10.0
-;9;27.25;Elmer Daniel;*;14;55.0;9;27.25;0;0.0;9.0
-;12;36.25;Dörig Erich;*;15;54.75;13;36.0;1;-0.25;8.75
o;16;45.0;Inauen Aurel;;12;55.5;13;45.75;-3;0.75;8.75

19d;Lanter Christian;;;;;;;;;;53.75
-;;;Egli Martin;;;;;;;;8.75
o;4;8.75;Schmucki Ivo;;26;35.5;5;8.5;1;-0.25;8.5
+;9;17.25;Schegg Daniel (2000);;32;34.0;10;17.0;1;-0.25;10.0
-;9;27.25;Bernold Michael (1999);*;17;54.25;11;26.75;2;-0.5;9.0
-;12;36.25;Rütsche Stefan;*;18;54.0;11;36.5;-1;0.25;8.75
-;16;45.0;Kuster Thomas;*;22;53.0;19;44.25;3;-0.75;8.75

19e;Pfleghart Remo;;;;;;;;;;53.75
+;;;Hauser Simon;;;;;;;;9.75
o;2;9.75;Rüegg Fabian;*;18;54.0;5;8.5;3;-1.25;8.5
+;7;18.25;Wild Thomas;;26;35.5;7;18.25;0;0.0;10.0
o;5;28.25;Peng Mike;***;12;55.5;9;27.25;4;-1.0;8.5
o;10;36.75;Gwerder Andreas;**;12;55.5;8;37.25;-2;0.5;8.5
o;15;45.25;Jöhl Christian;*;13;55.25;15;45.25;0;0.0;8.5

19f;Raymann David;*;;;;;;;;;53.75
o;;;Wolfer Lukas;*;;;;;;;8.5
+;5;8.5;Junker Nik;;14;55.0;2;9.75;-3;1.25;9.75
o;7;18.25;Koch Thomas;*;14;55.0;7;18.25;0;0.0;8.5
+;11;26.75;Schwyn Adrian;;23;52.75;9;27.25;-2;0.5;10.0
o;10;36.75;Krähenbühl Tobias;***;7;56.75;10;36.75;0;0.0;8.5
o;15;45.25;Keller Lukas;;16;54.5;17;44.75;2;-0.5;8.5

19g;Kunz Daniel;;;;;;;;;;53.75
+;;;Ulmann Fabian (1999);;;;;;;;10.0
o;1;10.0;Zbinden Marc;*;17;54.25;5;8.5;4;-1.5;8.5
o;6;18.5;Schmid Dominik;**;17;54.25;9;17.25;3;-1.25;8.5
+;10;27.0;Bollhalder Manuel (2001);;26;35.5;10;27.0;0;0.0;9.75
o;10;36.75;Schneider Domenic;***;7;56.75;10;36.75;0;0.0;8.5
o;15;45.25;Fuster Sepp;;11;55.75;13;45.75;-2;0.5;8.5

20a;Ulmann Fabian (1999);;;;;;;;;;53.5
o;;;Kunz Daniel;;;;;;;;8.5
+;5;8.5;Mathis Patrick;;30;34.5;5;8.5;0;0.0;9.75
o;7;18.25;Bickel Roman;*;16;54.5;8;17.5;1;-0.75;8.5
+;11;26.75;Bürgler Patrick;;26;35.5;10;27.0;-1;0.25;9.75
o;11;36.5;Biäsch Christian;*;11;55.75;13;36.0;2;-0.5;8.5
o;16;45.0;Blaser Niklas;*;16;54.5;17;44.75;1;-0.25;8.5

20b;Koller Fabian;;;;;;;;;;53.5
+;;;Wetter Silvan (2000);;;;;;;;9.75
o;2;9.75;Braun Mathias;*;26;35.5;5;8.5;3;-1.25;8.5
o;7;18.25;Oertig Simon;;21;53.25;8;17.5;1;-0.75;8.5
+;11;26.75;Wetter Marcel;;31;34.25;14;25.75;3;-1.0;9.75
o;11;36.5;Korrodi Paul;*;17;54.25;14;35.75;3;-0.75;8.5
o;16;45.0;Dörig Erich;*;15;54.75;17;44.75;1;-0.25;8.5

21a;Oertig Simon;;;;;;;;;;53.25
-;;;Bucher Roland;;;;;;;;8.75
-;4;8.75;Sprecher Sandro;*;19;53.75;5;8.5;1;-0.25;8.75
+;8;17.5;Koller Fabian;;20;53.5;7;18.25;-1;0.75;10.0
-;8;27.5;Notz Armin;*;21;53.25;9;27.25;1;-0.25;8.75
o;12;36.25;Fejzaj Naim;**;12;55.5;9;37.0;-3;0.75;8.5
o;17;44.75;Junker Nik;;14;55.0;16;45.0;-1;0.25;8.5

21b;Notz Armin;*;;;;;;;;;53.25
-;;;Gartmann Mauro;*;;;;;;;8.75
o;4;8.75;Coray Beda;*;7;56.75;5;8.5;1;-0.25;8.5
+;9;17.25;Weber Erwin (2000);;26;35.5;6;18.5;-3;1.25;10.0
-;9;27.25;Oertig Simon;;21;53.25;8;27.5;-1;0.25;8.75
-;13;36.0;Wittenwiler Roman;;17;54.25;9;37.0;-4;1.0;8.75
o;17;44.75;Schudel Simon;*;13;55.25;15;45.25;-2;0.5;8.5

21c;Jörger Marc;;;;;;;;;;53.25
-;;;Reichmuth Beat;;;;;;;;8.75
+;4;8.75;Büsser Remo;;34;17.25;4;8.75;0;0.0;9.75
-;6;18.5;Bäbler Dominik;*;24;36.0;7;18.25;1;-0.25;8.75
-;9;27.25;Riget Ivan;*;21;53.25;10;27.0;1;-0.25;8.75
o;13;36.0;Pfister Florian;*;14;55.0;10;36.75;-3;0.75;8.5
o;18;44.5;Fäh Tobias;;17;54.25;19;44.25;1;-0.25;8.75

21d;Fontana Michael;;;;;;;;;;53.25
+;;;Scherrer Pascal;;;;;;;;10.0
o;1;10.0;Kuster Thomas;*;22;53.0;4;8.75;3;-1.25;8.5
-;6;18.5;Oertig Adrian;**;10;56.0;8;17.5;2;-1.0;8.75
o;9;27.25;Giger Urs;*;17;54.25;9;27.25;0;0.0;8.5
-;14;35.75;Riget Ivan;*;21;53.25;14;35.75;0;0.0;8.75
-;18;44.5;Pfiffner Ivo;;15;54.75;12;46.0;-6;1.5;8.75

21e;Riget Ivan;*;;;;;;;;;53.25
-;;;Dumelin David;*;;;;;;;8.75
+;4;8.75;Egli Martin;;26;35.5;4;8.75;0;0.0;9.75
o;6;18.5;Suppiger René;***;12;55.5;7;18.25;1;-0.25;8.5
-;10;27.0;Jörger Marc;;21;53.25;9;27.25;-1;0.25;8.75
-;14;35.75;Fontana Michael;;21;53.25;14;35.75;0;0.0;8.75
-;18;44.5;Landolt Reto;*;17;54.25;14;45.5;-4;1.0;8.75

22a;Kuster Thomas;*;;;;;;;;;53.0
-;;;Koller Martin;*;;;;;;;8.75
+;4;8.75;Fontana Michael;;21;53.25;1;10.0;-3;1.25;10.0
o;5;18.75;Krähenbühl Tobias;***;7;56.75;6;18.5;1;-0.25;8.5
o;9;27.25;Schlegel Reto;*;16;54.5;8;27.5;-1;0.25;8.5
o;14;35.75;Lozza Roman;;13;55.25;10;36.75;-4;1.0;8.5
-;19;44.25;Lanter Christian;;19;53.75;16;45.0;-3;0.75;8.75

22b;Jörger Corsin;;;;;;;;;;53.0
+;;;Tremp Remo (1999);;;;;;;;10.0
o;1;10.0;Leuppi Karim;*;26;35.5;5;8.5;4;-1.5;8.75
o;5;18.75;Bühler Hannes;*;11;55.75;8;17.5;3;-1.25;8.5
o;9;27.25;Baumann Rico;*;12;55.5;9;27.25;0;0.0;8.75
o;13;36.0;Ott Damian (2000);*;13;55.25;10;36.75;-3;0.75;8.5
o;18;44.5;Funk Nicola (1999);;16;54.5;18;44.5;0;0.0;8.5

22c;Hersche Daniel;;;;;;;;;;53.0
o;;;Wild Thomas;;;;;;;;8.5
+;5;8.5;Buchmann Michael;;18;54.0;5;8.5;0;0.0;9.75
-;7;18.25;Rüegg Roman;*;11;55.75;9;17.25;2;-1.0;8.75
-;10;27.0;Biäsch Christian;*;11;55.75;10;27.0;0;0.0;9.0
o;13;36.0;Wolfer Lukas;*;15;54.75;11;36.5;-2;0.5;8.5
o;18;44.5;Bischof Martin;;18;54.0;19;44.25;1;-0.25;8.5

22d;Reichmuth Beat;;;;;;;;;;53.0
-;;;Jörger Marc;;;;;;;;8.75
+;4;8.75;Harder Benj;;26;35.5;5;8.5;1;-0.25;9.75
-;6;18.5;Vestner Roman;*;11;55.75;7;18.25;1;-0.25;8.75
-;9;27.25;Koller Martin;*;16;54.5;9;27.25;0;0.0;8.75
o;13;36.0;Breitenmoser Manuel;;15;54.75;12;36.25;-1;0.25;8.5
o;18;44.5;Bernold Michael (1999);*;17;54.25;18;44.5;0;0.0;8.5

23a;Bleiker Daniel;;;;;;;;;;52.75
-;;;Schnyder Christian;;;;;;;;8.75
-;4;8.75;Fäh Tobias;;17;54.25;4;8.75;0;0.0;8.75
+;8;17.5;Rhyner Beni (1999);;31;34.25;10;17.0;2;-0.5;9.75
o;9;27.25;Bühler Ernst;**;11;55.75;9;27.25;0;0.0;8.5
o;14;35.75;Inauen Aurel;;12;55.5;14;35.75;0;0.0;8.5
o;19;44.25;Bickel Roman;*;16;54.5;18;44.5;-1;0.25;8.5

23b;Schwyn Adrian;;;;;;;;;;52.75
-;;;Büsser Remo;;;;;;;;8.75
+;4;8.75;Tremp Remo (1999);;27;35.25;5;8.5;1;-0.25;10.0
o;5;18.75;Vestner Bruno;*;18;54.0;7;18.25;2;-0.5;8.5
o;9;27.25;Raymann David;*;19;53.75;11;26.75;2;-0.5;8.5
o;14;35.75;Bärtsch Jann (2000);;18;54.0;14;35.75;0;0.0;8.5
o;19;44.25;Alder Armin;;18;54.0;19;44.25;0;0.0;8.5

24a;Bäbler Dominik;*;;;;;;;;;36.0
+;;;Leuppi Karim;*;;;;;;;9.75
o;2;9.75;Schneider Domenic;***;7;56.75;5;8.5;3;-1.25;8.5
-;7;18.25;Jörger Marc;;21;53.25;6;18.5;-1;0.25;9.0
o;9;27.25;Kammermann Thomas;*;17;54.25;9;27.25;0;0.0;8.75

25a;Frick Andreas;*;;;;;;;;;35.75
o;;;Good Marco;*;;;;;;;8.75
-;4;8.75;Alder Armin;;18;54.0;1;10.0;-3;1.25;8.75
+;8;17.5;Korrodi Paul;*;17;54.25;9;17.25;1;-0.25;9.75
o;9;27.25;Bühler Hannes;*;11;55.75;8;27.5;-1;0.25;8.5

26a;Kammermann Dominik;;;;;;;;;;35.5
+;;;Lieberherr Michael (1999);;;;;;;;9.75
o;2;9.75;Vogel Beat;*;14;55.0;5;8.5;3;-1.25;8.5
-;7;18.25;Lehmann Philipp (1999);;17;54.25;6;18.5;-1;0.25;8.75
o;10;27.0;Zbinden Marc;*;17;54.25;10;27.0;0;0.0;8.5

26b;Wetter Silvan (2000);;;;;;;;;;35.5
o;;;Koller Fabian;;;;;;;;8.5
+;5;8.5;Gosswiler Livio (2000);;26;35.5;4;8.75;-1;0.25;9.75
-;7;18.25;Hengartner Ivo;*;29;34.75;9;17.25;2;-1.0;8.75
o;10;27.0;Näf Pius;*;16;54.5;9;27.25;-1;0.25;8.5

26c;Bürgler Patrick;;;;;;;;;;35.5
o;;;Pfiffner Ivo;;;;;;;;8.5
o;5;8.5;Burkhard Tobias;;26;35.5;5;8.5;0;0.0;8.5
+;10;17.0;Tremp Remo (1999);;27;35.25;10;17.0;0;0.0;10.0
o;10;27.0;Ulmann Fabian (1999);;20;53.5;11;26.75;1;-0.25;8.5

26d;Schönenberger Björn;;;;;;;;;;35.5
o;;;Keller Werner;;;;;;;;8.5
+;5;8.5;Rhyner Beni (1999);;31;34.25;5;8.5;0;0.0;9.75
o;7;18.25;Blaser Niklas;*;16;54.5;9;17.25;2;-1.0;8.5
-;11;26.75;Bottlang Michael;;29;34.75;13;26.0;2;-0.75;8.75

26e;Riedi Thomas;;;;;;;;;;35.5
o;;;Weber Erwin (2000);;;;;;;;8.5
+;5;8.5;Zumbach Michael;;30;34.5;5;8.5;0;0.0;10.0
o;6;18.5;Wey Nicola;*;14;55.0;7;18.25;1;-0.25;8.5
o;10;27.0;Rütsche Stefan;*;18;54.0;11;26.75;1;-0.25;8.5

26f;Burkhard Tobias;;;;;;;;;;35.5
o;;;Schäppi Urs;*;;;;;;;8.5
+;5;8.5;Bürgler Patrick;;26;35.5;5;8.5;0;0.0;10.0
o;6;18.5;Sprecher Sandro;*;19;53.75;9;17.25;3;-1.25;8.5
o;10;27.0;Vogel Beat;*;14;55.0;11;26.75;1;-0.25;8.5

26g;Aebli Nino (2000);;;;;;;;;;35.5
+;;;Zumbach Michael;;;;;;;;10.0
o;1;10.0;Ott Dominik;*;11;55.75;4;8.75;3;-1.25;8.5
o;6;18.5;Giger Urs;*;17;54.25;9;17.25;3;-1.25;8.5
o;10;27.0;Wittenwiler Roman;;17;54.25;10;27.0;0;0.0;8.5

26h;Egli Martin;;;;;;;;;;35.5
-;;;Lanter Christian;;;;;;;;8.75
o;4;8.75;Riget Ivan;*;21;53.25;4;8.75;0;0.0;8.5
o;9;17.25;Koch Reto;;18;54.0;7;18.25;-2;1.0;8.5
+;14;25.75;Furrer Matthias;;27;35.25;11;26.75;-3;1.0;9.75

26i;Lieberherr Michael (1999);;;;;;;;;;35.5
o;;;Kammermann Dominik;;;;;;;;8.5
-;5;8.5;Schnyder Christian;;30;34.5;4;8.75;-1;0.25;8.75
o;9;17.25;Gosswiler Livio (2000);;26;35.5;9;17.25;0;0.0;8.5
+;14;25.75;Schiesser Patrik;;27;35.25;11;26.75;-3;1.0;9.75

26j;Keller Werner;;;;;;;;;;35.5
+;;;Schönenberger Björn;;;;;;;;10.0
o;1;10.0;Arztmann Beda;*;19;53.75;5;8.5;4;-1.5;8.5
o;6;18.5;Bernold Edi;**;11;55.75;8;17.5;2;-1.0;8.5
o;10;27.0;Wolfer Lukas;*;15;54.75;11;26.75;1;-0.25;8.5

26k;Harder Benj;;;;;;;;;;35.5
o;;;Funk Nicola (1999);;;;;;;;8.5
o;5;8.5;Reichmuth Beat;;22;53.0;4;8.75;-1;0.25;8.5
+;10;17.0;Ackermann Roman;;32;34.0;10;17.0;0;0.0;10.0
o;10;27.0;Korrodi Paul;*;17;54.25;14;25.75;4;-1.25;8.5

26l;Braun Mathias;*;;;;;;;;;35.5
o;;;Bernold Michael (1999);*;;;;;;;8.5
+;5;8.5;Koller Fabian;;20;53.5;2;9.75;-3;1.25;9.75
o;7;18.25;Baumann Rico;*;12;55.5;9;17.25;2;-1.0;8.5
-;11;26.75;Bischof Martin;;18;54.0;10;27.0;-1;0.25;8.75

26m;Weber Erwin (2000);;;;;;;;;;35.5
+;;;Riedi Thomas;;;;;;;;10.0
o;1;10.0;Schudel Simon;*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Notz Armin;*;21;53.25;9;17.25;3;-1.25;8.5
o;10;27.0;Ott Dominik;*;11;55.75;9;27.25;-1;0.25;8.5

26n;Breitenmoser Simon;;;;;;;;;;35.5
-;;;Fäh Tobias;;;;;;;;8.75
+;4;8.75;Bottlang Michael;;29;34.75;4;8.75;0;0.0;9.75
o;6;18.5;Schäppi Urs;*;13;55.25;7;18.25;1;-0.25;8.5
o;10;27.0;Ackermann Remo;*;14;55.0;10;27.0;0;0.0;8.5

26o;Gosswiler Livio (2000);;;;;;;;;;35.5
-;;;Mettler Valentin;;;;;;;;8.75
o;4;8.75;Wetter Silvan (2000);;26;35.5;5;8.5;1;-0.25;8.5
+;9;17.25;Lieberherr Michael (1999);;26;35.5;9;17.25;0;0.0;9.75
o;10;27.0;Rüegg Roman;*;11;55.75;13;26.0;3;-1.0;8.5

26p;Wild Thomas;;;;;;;;;;35.5
+;;;Hersche Daniel;;;;;;;;9.75
o;2;9.75;Hochholdinger Roman;**;12;55.5;5;8.5;3;-1.25;8.5
o;7;18.25;Pfleghart Remo;;19;53.75;7;18.25;0;0.0;8.5
o;11;26.75;Schudel Simon;*;13;55.25;11;26.75;0;0.0;8.75

26q;Stadelmann Patrick (2000);;;;;;;;;;35.5
o;;;Junker Nik;;;;;;;;8.5
o;5;8.5;Schiesser Patrik;;27;35.25;5;8.5;0;0.0;8.5
o;10;17.0;Furrer Matthias;;27;35.25;10;17.0;0;0.0;8.5
+;15;25.5;Ackermann Roman;;32;34.0;15;25.5;0;0.0;10.0

26r;Leuppi Karim;*;;;;;;;;;35.5
o;;;Bäbler Dominik;*;;;;;;;8.5
+;5;8.5;Jörger Corsin;;22;53.0;1;10.0;-4;1.5;9.75
o;7;18.25;Schlegel Reto;*;16;54.5;8;17.5;1;-0.75;8.5
-;11;26.75;Inauen Aurel;;12;55.5;10;27.0;-1;0.25;8.75

26s;Bollhalder Manuel (2001);;;;;;;;;;35.5
+;;;Buchmann Michael;;;;;;;;10.0
o;1;10.0;Koller Martin;*;16;54.5;4;8.75;3;-1.25;8.5
o;6;18.5;Battaglia Ursin;**;11;55.75;8;17.5;2;-1.0;8.5
o;10;27.0;Kunz Daniel;;19;53.75;10;27.0;0;0.0;8.5

26t;Hauser Simon;;;;;;;;;;35.5
o;;;Pfleghart Remo;;;;;;;;8.5
+;5;8.5;Schegg Daniel (2000);;32;34.0;5;8.5;0;0.0;10.0
o;6;18.5;Oertle Daniel;*;13;55.25;7;18.25;1;-0.25;8.5
o;10;27.0;Ott Damian (2000);*;13;55.25;10;27.0;0;0.0;8.5

26u;Schmucki Ivo;;;;;;;;;;35.5
o;;;Koch Reto;;;;;;;;8.5
+;5;8.5;Lanter Christian;;19;53.75;4;8.75;-1;0.25;10.0
o;6;18.5;Jöhl Christian;*;13;55.25;6;18.5;0;0.0;8.5
o;10;27.0;Straub Robin;*;14;55.0;10;27.0;0;0.0;8.5

26v;Scherrer Pascal;;;;;;;;;;35.5
o;;;Fontana Michael;;;;;;;;8.5
o;5;8.5;Bärtsch Jann (2000);;18;54.0;5;8.5;0;0.0;8.5
o;10;17.0;Buchmann Michael;;18;54.0;10;17.0;0;0.0;8.5
+;15;25.5;Mathis Patrick;;30;34.5;14;25.75;-1;0.25;10.0

27a;Tremp Remo (1999);;;;;;;;;;35.25
o;;;Jörger Corsin;;;;;;;;8.5
o;5;8.5;Schwyn Adrian;;23;52.75;4;8.75;-1;0.25;8.5
o;10;17.0;Bürgler Patrick;;26;35.5;10;17.0;0;0.0;8.5
+;15;25.5;Rhyner Beni (1999);;31;34.25;15;25.5;0;0.0;9.75

27b;Schiesser Patrik;;;;;;;;;;35.25
o;;;Breitenmoser Manuel;;;;;;;;8.5
+;5;8.5;Stadelmann Patrick (2000);;26;35.5;5;8.5;0;0.0;9.75
o;7;18.25;Straub Robin;*;14;55.0;10;17.0;3;-1.25;8.5
o;11;26.75;Lieberherr Michael (1999);;26;35.5;14;25.75;3;-1.0;8.5

27c;Furrer Matthias;;;;;;;;;;35.25
o;;;Wittenwiler Roman;;;;;;;;8.5
o;5;8.5;Gerig Marcel;;19;53.75;5;8.5;0;0.0;8.5
+;10;17.0;Stadelmann Patrick (2000);;26;35.5;10;17.0;0;0.0;9.75
o;11;26.75;Egli Martin;;26;35.5;14;25.75;3;-1.0;8.5

28a;Roth Peter;;;;;;;;;;35.0
-;;;Bottlang Michael;;;;;;;;8.75
-;4;8.75;Bucher Roland;;29;34.75;4;8.75;0;0.0;8.75
-;8;17.5;Mathis Patrick;;30;34.5;10;17.0;2;-0.5;8.75
-;12;26.25;Hengartner Ivo;*;29;34.75;13;26.0;1;-0.25;8.75

29a;Bucher Roland;;;;;;;;;;34.75
-;;;Oertig Simon;;;;;;;;8.75
-;4;8.75;Roth Peter;;28;35.0;4;8.75;0;0.0;8.75
o;8;17.5;Fäh Tobias;;17;54.25;8;17.5;0;0.0;8.5
-;13;26.0;Zumbach Michael;;30;34.5;14;25.75;1;-0.25;8.75

29b;Hengartner Ivo;*;;;;;;;;;34.75
o;;;Jöhl Christian;*;;;;;;;8.5
-;5;8.5;Marty Jaime (2000);;16;54.5;2;9.75;-3;1.25;8.75
-;9;17.25;Wetter Silvan (2000);;26;35.5;7;18.25;-2;1.0;8.75
-;13;26.0;Roth Peter;;28;35.0;12;26.25;-1;0.25;8.75

29c;Bottlang Michael;;;;;;;;;;34.75
-;;;Roth Peter;;;;;;;;8.75
o;4;8.75;Breitenmoser Simon;;26;35.5;4;8.75;0;0.0;8.5
-;9;17.25;Zumbach Michael;;30;34.5;10;17.0;1;-0.25;8.75
-;13;26.0;Schönenberger Björn;;26;35.5;11;26.75;-2;0.75;8.75

30a;Bickel Stefan;*;;;;;;;;;34.5
o;;;Vestner Roman;*;;;;;;;8.5
-;5;8.5;Fuster Sepp;;11;55.75;1;10.0;-4;1.5;8.75
-;9;17.25;Bischof Martin;;18;54.0;7;18.25;-2;1.0;8.75
o;13;26.0;Mettler Valentin;;16;54.5;8;27.5;-5;1.5;8.5

30b;Roth Martin;*;;;;;;;;;34.5
-;;;Gwerder Andreas;**;;;;;;;8.75
o;4;8.75;Gmür Pirmin;*;11;55.75;3;9.0;-1;0.25;8.75
o;8;17.5;Pfiffner Ivo;;15;54.75;6;18.5;-2;1.0;8.5
o;13;26.0;Buchmann Michael;;18;54.0;10;27.0;-3;1.0;8.5

30c;Zumbach Michael;;;;;;;;;;34.5
o;;;Aebli Nino (2000);;;;;;;;8.5
o;5;8.5;Riedi Thomas;;26;35.5;5;8.5;0;0.0;8.5
-;10;17.0;Bottlang Michael;;29;34.75;9;17.25;-1;0.25;8.75
-;14;25.75;Bucher Roland;;29;34.75;13;26.0;-1;0.25;8.75

30d;Schnyder Christian;;;;;;;;;;34.5
-;;;Bleiker Daniel;;;;;;;;8.75
-;4;8.75;Lieberherr Michael (1999);;26;35.5;5;8.5;1;-0.25;8.75
o;8;17.5;Mettler Valentin;;16;54.5;8;17.5;0;0.0;8.5
o;13;26.0;Gerig Marcel;;19;53.75;10;27.0;-3;1.0;8.5

30e;Mathis Patrick;;;;;;;;;;34.5
o;;;Lozza Roman;;;;;;;;8.5
o;5;8.5;Ulmann Fabian (1999);;20;53.5;5;8.5;0;0.0;8.5
-;10;17.0;Roth Peter;;28;35.0;8;17.5;-2;0.5;8.75
o;14;25.75;Scherrer Pascal;;26;35.5;15;25.5;1;-0.25;8.75

31a;Wetter Marcel;;;;;;;;;;34.25
-;;;Keller Lukas;;;;;;;;8.75
o;4;8.75;Inauen Andreas;*;17;54.25;5;8.5;1;-0.25;8.5
o;9;17.25;Landolt Reto;*;17;54.25;9;17.25;0;0.0;8.5
o;14;25.75;Koller Fabian;;20;53.5;11;26.75;-3;1.0;8.5

31b;Rhyner Beni (1999);;;;;;;;;;34.25
o;;;Lehmann Philipp (1999);;;;;;;;8.5
o;5;8.5;Schönenberger Björn;;26;35.5;5;8.5;0;0.0;8.5
o;10;17.0;Bleiker Daniel;;23;52.75;8;17.5;-2;0.5;8.5
o;15;25.5;Tremp Remo (1999);;27;35.25;15;25.5;0;0.0;8.75

32a;Ackermann Roman;;;;;;;;;;34.0
o;;;Alder Armin;;;;;;;;8.5
o;5;8.5;Bischof Martin;;18;54.0;5;8.5;0;0.0;8.5
o;10;17.0;Harder Benj;;26;35.5;10;17.0;0;0.0;8.5
o;15;25.5;Stadelmann Patrick (2000);;26;35.5;15;25.5;0;0.0;8.5

32b;Schegg Daniel (2000);;;;;;;;;;34.0
o;;;Poltera Andrin (1999);;;;;;;;8.5
o;5;8.5;Hauser Simon;;26;35.5;5;8.5;0;0.0;8.5
o;10;17.0;Lanter Christian;;19;53.75;9;17.25;-1;0.25;8.5
o;15;25.5;Keller Lukas;;16;54.5;13;26.0;-2;0.5;8.5

33a;Poltera Andrin (1999);;;;;;;;;;27.0
+;;;Schegg Daniel (2000);;;;;;;;10.0
o;1;10.0;Ott Damian (2000);*;13;55.25;5;8.5;4;-1.5;8.5
o;6;18.5;Gartmann Mauro;*;14;55.0;8;17.5;2;-1.0;8.5

34a;Büsser Remo;;;;;;;;;;17.25
-;;;Schwyn Adrian;;;;;;;;8.75
o;4;8.75;Jörger Marc;;21;53.25;4;8.75;0;0.0;8.5

