2952-2018-08-19_19_Schwaegalp-Schwinget-ST

1a;Giger Samuel;***;;;;;;;;;58.75
+;1;20.0;Hersche Martin;***;4;57.0;4;19.0;3;-1.0;9.75
o;2;29.75;Bösch Daniel;***;5;56.75;5;28.25;3;-1.5;8.5
-;3;38.25;Gerber Christian;**;2;57.5;2;38.5;-1;0.25;9.0
+;4;47.25;Oettli Marco;*;11;55.0;7;46.5;3;-0.75;10.0

4a;Wenger Kilian;***;;;;;;;;;57.0
+;;;Rychen Roger;***;;;;;;;9.75
o;2;9.75;Mathis Marcel;***;7;56.0;1;10.0;-1;0.25;8.5
+;7;18.25;Bernold Christian;**;14;54.25;6;18.5;-1;0.25;9.75
+;6;28.0;Herger Matthias;**;5;56.75;4;28.5;-2;0.5;10.0
-;4;38.0;Wicki Joel;**;2;57.5;2;38.5;-2;0.5;9.0
+;5;47.0;Fankhauser Marco;**;9;55.5;5;47.0;0;0.0;10.0

4b;Hersche Martin;***;;;;;;;;;57.0
-;;;Gehrig Damian;***;;;;;;;9.0
+;3;9.0;Fankhauser Marco;**;9;55.5;2;9.75;-1;0.75;10.0
o;4;19.0;Schuler Christian;***;3;57.25;1;20.0;-3;1.0;8.5
+;7;27.5;Schletti Andreas;*;15;54.0;4;28.5;-3;1.0;9.75
+;6;37.25;Luginbühl Hanspeter;**;10;55.25;4;38.0;-2;0.75;9.75
+;5;47.0;Roschi Ruedi;**;9;55.5;5;47.0;0;0.0;10.0

4c;Schurtenberger Sven;***;;;;;;;;;57.0
+;;;Burkhalter Stefan;***;;;;;;;10.0
-;1;10.0;Stucki Christian;***;4;57.0;1;10.0;0;0.0;8.75
+;5;18.75;Krähenbühl Lukas;*;17;53.5;5;18.75;0;0.0;9.75
+;4;28.5;Leuppi Samir;**;4;57.0;3;28.75;-1;0.25;10.0
o;2;38.5;Bösch Daniel;***;5;56.75;4;38.0;2;-0.5;8.5
+;5;47.0;Giger Urs;*;11;55.0;7;46.5;2;-0.5;10.0

4d;Leuppi Samir;**;;;;;;;;;57.0
-;;;Roschi Ruedi;**;;;;;;;8.75
+;4;8.75;Egli Damian;**;12;54.75;2;9.75;-2;1.0;10.0
+;5;18.75;Reichmuth Marco;**;14;54.25;8;17.5;3;-1.25;10.0
o;3;28.75;Schurtenberger Sven;***;4;57.0;4;28.5;1;-0.25;8.5
+;6;37.25;Höfliger Andreas;**;10;55.25;8;36.75;2;-0.5;10.0
+;4;47.25;Bernhard Lukas;*;10;55.25;6;46.75;2;-0.5;9.75

4e;Stucki Christian;***;;;;;;;;;57.0
+;;;Bösch Daniel;***;;;;;;;10.0
-;1;10.0;Schurtenberger Sven;***;4;57.0;1;10.0;0;0.0;8.75
+;5;18.75;Oertig Dominik;**;13;54.5;5;18.75;0;0.0;10.0
+;3;28.75;Mathis Marcel;***;7;56.0;3;28.75;0;0.0;9.75
o;2;38.5;Giger Samuel;***;1;58.75;1;38.75;-1;0.25;8.75
+;4;47.25;Rhyner Michael;**;10;55.25;6;46.75;2;-0.5;9.75

5a;Bösch Daniel;***;;;;;;;;;56.75
o;;;Stucki Christian;***;;;;;;;8.5
+;5;8.5;Höfliger Andreas;**;10;55.25;1;10.0;-4;1.5;10.0
+;6;18.5;Bernhard Lukas;*;10;55.25;2;19.75;-4;1.25;9.75
+;5;28.25;Schuler Christian;***;3;57.25;2;29.75;-3;1.5;9.75
+;4;38.0;Schurtenberger Sven;***;4;57.0;2;38.5;-2;0.5;10.0
o;2;48.0;Giger Samuel;***;1;58.75;1;48.75;-1;0.75;8.75

5b;Rychen Roger;***;;;;;;;;;56.75
o;;;Wenger Kilian;***;;;;;;;8.5
o;5;8.5;Bernhard Lukas;*;10;55.25;2;9.75;-3;1.25;8.75
+;9;17.25;Vollenweider Jeremy;*;15;54.0;7;18.25;-2;1.0;10.0
+;8;27.25;Koch Reto;*;11;55.0;6;28.0;-2;0.75;9.75
+;7;37.0;von Weissenfluh Kilian;**;13;54.5;6;37.25;-1;0.25;9.75
+;6;46.75;Aeschbacher Matthias;**;6;56.5;2;48.0;-4;1.25;10.0

5c;Herger Matthias;**;;;;;;;;;56.75
o;;;Rhyner Michael;**;;;;;;;8.5
+;5;8.5;Schmid Dominik;**;22;35.5;5;8.5;0;0.0;10.0
+;6;18.5;Schlegel Reto;*;23;35.25;7;18.25;1;-0.25;10.0
o;4;28.5;Wenger Kilian;***;4;57.0;6;28.0;2;-0.5;8.5
+;7;37.0;Zwyssig Raphael;***;20;44.75;10;36.25;3;-0.75;10.0
+;5;47.0;Wickli Beat;**;10;55.25;6;46.75;1;-0.25;9.75

6a;Aeschbacher Matthias;**;;;;;;;;;56.5
o;;;Schuler Christian;***;;;;;;;8.5
+;5;8.5;Kuster Thomas;*;22;35.5;2;9.75;-3;1.25;9.75
+;7;18.25;Eugster Ruedi;**;14;54.25;6;18.5;-1;0.25;10.0
+;5;28.25;Betschart Remo;**;9;55.5;4;28.5;-1;0.25;10.0
+;3;38.25;von Ah Benji;***;9;55.5;3;38.25;0;0.0;9.75
o;2;48.0;Rychen Roger;***;5;56.75;6;46.75;4;-1.25;8.5

7a;Burkhalter Stefan;***;;;;;;;;;56.0
o;;;Schurtenberger Sven;***;;;;;;;8.5
-;5;8.5;Betschart Remo;**;9;55.5;1;10.0;-4;1.5;8.75
+;9;17.25;Dörig Erich;*;9;55.5;6;18.5;-3;1.25;10.0
-;8;27.25;Kennel Stefan;**;10;55.25;6;28.0;-2;0.75;8.75
+;11;36.0;Marty Jaime (2000);*;11;55.0;8;36.75;-3;0.75;10.0
+;9;46.0;Egli Damian;**;12;54.75;8;46.25;-1;0.25;10.0

7b;Schenk Patrick;***;;;;;;;;;56.0
o;;;Schneider Domenic;***;;;;;;;8.5
-;5;8.5;Steiner Michael;**;19;52.75;2;9.75;-3;1.25;9.0
+;8;17.5;Marty Jaime (2000);*;11;55.0;7;18.25;-1;0.75;9.75
+;8;27.25;Oettli Marco;*;11;55.0;6;28.0;-2;0.75;10.0
+;6;37.25;Notz Beni;***;14;54.25;7;37.0;1;-0.25;10.0
-;4;47.25;Krähenbühl Tobias;***;9;55.5;6;46.75;2;-0.5;8.75

7c;Mathis Marcel;***;;;;;;;;;56.0
+;;;Kuster Marcel;***;;;;;;;10.0
+;1;10.0;Wenger Kilian;***;4;57.0;2;9.75;1;-0.25;10.0
-;1;20.0;Gnägi Florian;***;21;36.25;5;18.75;4;-1.25;8.75
o;3;28.75;Stucki Christian;***;4;57.0;3;28.75;0;0.0;8.5
-;6;37.25;Rhyner Michael;**;10;55.25;4;38.0;-2;0.75;8.75
+;9;46.0;Dändliker Shane;**;12;54.75;8;46.25;-1;0.25;10.0

8a;Gehrig Damian;***;;;;;;;;;55.75
-;;;Hersche Martin;***;;;;;;;8.75
+;4;8.75;Elmer Daniel;*;23;35.25;2;9.75;-2;1.0;10.0
o;5;18.75;Dändliker Shane;**;12;54.75;7;18.25;2;-0.5;8.5
+;8;27.25;Baumann Rico;*;13;54.5;7;27.5;-1;0.25;10.0
-;6;37.25;Ackermann Remo;*;9;55.5;8;36.75;2;-0.5;8.75
+;9;46.0;Roth Martin;**;13;54.5;9;46.0;0;0.0;9.75

8b;Geisser Lars;**;;;;;;;;;55.75
-;;;Reichmuth Marco;**;;;;;;;8.75
-;4;8.75;Arnold Stefan;**;14;54.25;4;8.75;0;0.0;8.75
+;8;17.5;Schmid Patrick;*;11;55.0;6;18.5;-2;1.0;10.0
o;7;27.5;von Weissenfluh Kilian;**;13;54.5;7;27.5;0;0.0;8.5
+;11;36.0;Koch Reto;*;11;55.0;9;36.5;-2;0.5;9.75
+;10;45.75;Vollenweider Jeremy;*;15;54.0;11;45.5;1;-0.25;10.0

8c;Ulrich Andreas;***;;;;;;;;;55.75
-;;;Notz Beni;***;;;;;;;8.75
+;4;8.75;Koch Thomas;*;10;55.25;1;10.0;-3;1.25;9.75
-;6;18.5;Roth Martin;**;13;54.5;6;18.5;0;0.0;8.75
+;8;27.25;Mettler Valentin;*;15;54.0;8;27.25;0;0.0;10.0
-;6;37.25;Giger Urs;*;11;55.0;5;37.75;-1;0.5;8.75
+;9;46.0;Oertig Dominik;**;13;54.5;9;46.0;0;0.0;9.75

9a;Roschi Ruedi;**;;;;;;;;;55.5
-;;;Leuppi Samir;**;;;;;;;8.75
+;4;8.75;Giger Urs;*;11;55.0;2;9.75;-2;1.0;10.0
+;5;18.75;Schläpfer Matthias;*;15;54.0;5;18.75;0;0.0;10.0
o;3;28.75;von Ah Benji;***;9;55.5;5;28.25;2;-0.5;8.5
+;6;37.25;Kuster Marcel;***;14;54.25;7;37.0;1;-0.25;9.75
o;5;47.0;Hersche Martin;***;4;57.0;5;47.0;0;0.0;8.5

9b;Fankhauser Marco;**;;;;;;;;;55.5
+;;;Peng Mike;***;;;;;;;9.75
o;2;9.75;Hersche Martin;***;4;57.0;3;9.0;1;-0.75;8.75
+;6;18.5;Schnurrenberger Roman;**;15;54.0;7;18.25;1;-0.25;9.75
-;5;28.25;Zwyssig Raphael;***;20;44.75;8;27.25;3;-1.0;8.75
+;7;37.0;Dörig Erich;*;9;55.5;7;37.0;0;0.0;10.0
o;5;47.0;Wenger Kilian;***;4;57.0;5;47.0;0;0.0;8.5

9c;Ackermann Remo;*;;;;;;;;;55.5
o;;;Bernhard Lukas;*;;;;;;;8.5
o;5;8.5;Eugster Ruedi;**;14;54.25;4;8.75;-1;0.25;8.5
+;10;17.0;Bühler Hannes;*;23;35.25;7;18.25;-3;1.25;9.75
+;10;26.75;Schmid Dominik;**;22;35.5;10;26.75;0;0.0;10.0
-;8;36.75;Gehrig Damian;***;8;55.75;6;37.25;-2;0.5;8.75
+;11;45.5;Gmür Pirmin;**;16;53.75;12;45.25;1;-0.25;10.0

9d;Betschart Remo;**;;;;;;;;;55.5
+;;;Bernold Christian;**;;;;;;;10.0
-;1;10.0;Burkhalter Stefan;***;7;56.0;5;8.5;4;-1.5;8.75
+;5;18.75;Schlegel Werner (2002);*;19;52.75;6;18.5;1;-0.25;9.75
o;4;28.5;Aeschbacher Matthias;**;6;56.5;5;28.25;1;-0.25;8.5
o;7;37.0;Wickli Beat;**;10;55.25;8;36.75;1;-0.25;8.5
+;11;45.5;Steiner Michael;**;19;52.75;16;44.25;5;-1.25;10.0

9e;Krähenbühl Tobias;***;;;;;;;;;55.5
o;;;von Ah Benji;***;;;;;;;8.5
+;5;8.5;Kennel Stefan;**;10;55.25;2;9.75;-3;1.25;10.0
+;6;18.5;Ott Damian (2000);**;23;35.25;7;18.25;1;-0.25;9.75
o;5;28.25;Wicki Joel;**;2;57.5;3;28.75;-2;0.5;8.5
+;8;36.75;Schnurrenberger Roman;**;15;54.0;8;36.75;0;0.0;10.0
-;6;46.75;Schenk Patrick;***;7;56.0;4;47.25;-2;0.5;8.75

9f;von Ah Benji;***;;;;;;;;;55.5
+;;;Krähenbühl Tobias;***;;;;;;;10.0
+;1;10.0;Riget Tobias;**;23;35.25;2;9.75;1;-0.25;9.75
o;2;19.75;Giger Samuel;***;1;58.75;5;18.75;3;-1.0;8.5
+;5;28.25;Roschi Ruedi;**;9;55.5;3;28.75;-2;0.5;10.0
o;3;38.25;Aeschbacher Matthias;**;6;56.5;3;38.25;0;0.0;8.5
-;6;46.75;Luginbühl Hanspeter;**;10;55.25;7;46.5;1;-0.25;8.75

9g;Dörig Erich;*;;;;;;;;;55.5
o;;;Steiner Michael;**;;;;;;;8.5
+;5;8.5;Funk Nicola;*;25;34.75;4;8.75;-1;0.25;10.0
o;6;18.5;Burkhalter Stefan;***;7;56.0;9;17.25;3;-1.25;8.5
+;9;27.0;Schlegel Reto;*;23;35.25;10;26.75;1;-0.25;10.0
o;7;37.0;Fankhauser Marco;**;9;55.5;7;37.0;0;0.0;8.5
+;11;45.5;Mettler Valentin;*;15;54.0;11;45.5;0;0.0;10.0

10a;Bernhard Lukas;*;;;;;;;;;55.25
+;;;Ackermann Remo;*;;;;;;;9.75
+;2;9.75;Rychen Roger;***;5;56.75;5;8.5;3;-1.25;10.0
o;2;19.75;Bösch Daniel;***;5;56.75;6;18.5;4;-1.25;8.5
+;5;28.25;Steiner Michael;**;19;52.75;8;27.25;3;-1.0;10.0
o;3;38.25;Schneider Domenic;***;3;57.25;5;37.75;2;-0.5;8.5
o;6;46.75;Leuppi Samir;**;4;57.0;4;47.25;-2;0.5;8.5

10b;Rhyner Michael;**;;;;;;;;;55.25
+;;;Herger Matthias;**;;;;;;;10.0
o;1;10.0;Wicki Joel;**;2;57.5;3;9.0;2;-1.0;8.5
+;6;18.5;Kuster Thomas;*;22;35.5;7;18.25;1;-0.25;9.75
+;5;28.25;Steffen Gustav;**;11;55.0;5;28.25;0;0.0;9.75
-;4;38.0;Mathis Marcel;***;7;56.0;6;37.25;2;-0.75;8.75
o;6;46.75;Stucki Christian;***;4;57.0;4;47.25;-2;0.5;8.5

10c;Höfliger Andreas;**;;;;;;;;;55.25
+;;;Dändliker Shane;**;;;;;;;10.0
o;1;10.0;Bösch Daniel;***;5;56.75;5;8.5;4;-1.5;8.5
o;6;18.5;Gmür Pirmin;**;16;53.75;7;18.25;1;-0.25;8.5
+;9;27.0;Riget Tobias;**;23;35.25;10;26.75;1;-0.25;9.75
o;8;36.75;Leuppi Samir;**;4;57.0;6;37.25;-2;0.5;8.5
+;12;45.25;Schläpfer Matthias;*;15;54.0;11;45.5;-1;0.25;10.0

10d;Luginbühl Hanspeter;**;;;;;;;;;55.25
+;;;Schmid Dominik;**;;;;;;;9.75
+;2;9.75;Schlegel Werner (2002);*;19;52.75;1;10.0;-1;0.25;9.75
o;3;19.5;Wicki Joel;**;2;57.5;4;19.0;1;-0.5;8.5
+;6;28.0;Dändliker Shane;**;12;54.75;6;28.0;0;0.0;10.0
o;4;38.0;Hersche Martin;***;4;57.0;6;37.25;2;-0.75;8.5
-;7;46.5;von Ah Benji;***;9;55.5;6;46.75;-1;0.25;8.75

10e;Wickli Beat;**;;;;;;;;;55.25
o;;;Röthlisberger Simon;**;;;;;;;8.5
o;5;8.5;Krähenbühl Lukas;*;17;53.5;4;8.75;-1;0.25;8.5
+;10;17.0;Funk Nicola;*;25;34.75;9;17.25;-1;0.25;10.0
+;9;27.0;Ammann Rico;*;22;35.5;9;27.0;0;0.0;9.75
+;8;36.75;Betschart Remo;**;9;55.5;7;37.0;-1;0.25;10.0
o;6;46.75;Herger Matthias;**;5;56.75;5;47.0;-1;0.25;8.5

10f;Kennel Stefan;**;;;;;;;;;55.25
+;;;Gmür Pirmin;**;;;;;;;9.75
o;2;9.75;Krähenbühl Tobias;***;9;55.5;5;8.5;3;-1.25;8.5
+;7;18.25;Elmer Daniel;*;23;35.25;7;18.25;0;0.0;9.75
-;6;28.0;Burkhalter Stefan;***;7;56.0;8;27.25;2;-0.75;8.75
+;8;36.75;Schmid Patrick;*;11;55.0;8;36.75;0;0.0;10.0
o;6;46.75;Schneider Domenic;***;3;57.25;3;47.5;-3;0.75;8.5

10g;Koch Thomas;*;;;;;;;;;55.25
+;;;Jöhl Christian;*;;;;;;;10.0
o;1;10.0;Ulrich Andreas;***;8;55.75;4;8.75;3;-1.25;8.75
+;5;18.75;Röthlisberger Simon;**;29;27.0;6;18.5;1;-0.25;9.75
o;4;28.5;Schneider Domenic;***;3;57.25;6;28.0;2;-0.5;8.5
+;7;37.0;Schletti Andreas;*;15;54.0;7;37.0;0;0.0;9.75
o;6;46.75;Gerber Christian;**;2;57.5;3;47.5;-3;0.75;8.5

11a;Schmid Patrick;*;;;;;;;;;55.0
o;;;Oettli Marco;*;;;;;;;8.5
+;5;8.5;Koller Fabian;*;23;35.25;5;8.5;0;0.0;10.0
o;6;18.5;Geisser Lars;**;8;55.75;8;17.5;2;-1.0;8.5
+;9;27.0;Battaglia Ursin;**;14;54.25;9;27.0;0;0.0;9.75
o;8;36.75;Kennel Stefan;**;10;55.25;8;36.75;0;0.0;8.5
+;12;45.25;Schletti Andreas;*;15;54.0;11;45.5;-1;0.25;9.75

11b;Marty Jaime (2000);*;;;;;;;;;55.0
o;;;Schlegel Reto;*;;;;;;;8.5
+;5;8.5;Jöhl Christian;*;23;35.25;5;8.5;0;0.0;9.75
o;7;18.25;Schenk Patrick;***;7;56.0;8;17.5;1;-0.75;8.5
+;10;26.75;Elmer Daniel;*;23;35.25;10;26.75;0;0.0;10.0
o;8;36.75;Burkhalter Stefan;***;7;56.0;11;36.0;3;-0.75;8.5
+;12;45.25;Krähenbühl Lukas;*;17;53.5;14;44.75;2;-0.5;9.75

11c;Steffen Gustav;**;;;;;;;;;55.0
o;;;Riget Tobias;**;;;;;;;8.5
+;5;8.5;Oettli Marco;*;11;55.0;2;9.75;-3;1.25;9.75
+;7;18.25;Notz Beni;***;14;54.25;6;18.5;-1;0.25;10.0
o;5;28.25;Rhyner Michael;**;10;55.25;5;28.25;0;0.0;8.5
+;8;36.75;Gmür Pirmin;**;16;53.75;8;36.75;0;0.0;9.75
o;7;46.5;Wicki Joel;**;2;57.5;3;47.5;-4;1.0;8.5

11d;Giger Urs;*;;;;;;;;;55.0
+;;;Kunz Daniel;*;;;;;;;9.75
o;2;9.75;Roschi Ruedi;**;9;55.5;4;8.75;2;-1.0;8.5
+;7;18.25;Peng Mike;***;22;35.5;9;17.25;2;-1.0;9.75
+;6;28.0;Oertig Dominik;**;13;54.5;7;27.5;1;-0.5;9.75
-;5;37.75;Ulrich Andreas;***;8;55.75;6;37.25;1;-0.5;8.75
o;7;46.5;Schurtenberger Sven;***;4;57.0;5;47.0;-2;0.5;8.5

11e;Oettli Marco;*;;;;;;;;;55.0
+;;;Schmid Patrick;*;;;;;;;9.75
o;2;9.75;Steffen Gustav;**;11;55.0;5;8.5;3;-1.25;8.5
+;7;18.25;Arnold Stefan;**;14;54.25;8;17.5;1;-0.75;9.75
o;6;28.0;Schenk Patrick;***;7;56.0;8;27.25;2;-0.75;8.5
+;9;36.5;Bernold Christian;**;14;54.25;7;37.0;-2;0.5;10.0
o;7;46.5;Schuler Christian;***;3;57.25;4;47.25;-3;0.75;8.5

11f;Koch Reto;*;;;;;;;;;55.0
+;;;Wey Nicola;*;;;;;;;9.75
o;2;9.75;Gerber Christian;**;2;57.5;1;10.0;-1;0.25;8.5
+;7;18.25;Riget Tobias;**;23;35.25;7;18.25;0;0.0;9.75
o;6;28.0;Rychen Roger;***;5;56.75;8;27.25;2;-0.75;8.5
o;9;36.5;Geisser Lars;**;8;55.75;11;36.0;2;-0.5;8.5
+;13;45.0;Lehmann Philipp;*;18;53.25;14;44.75;1;-0.25;10.0

12a;Egli Damian;**;;;;;;;;;54.75
+;;;Battaglia Ursin;**;;;;;;;9.75
o;2;9.75;Leuppi Samir;**;4;57.0;4;8.75;2;-1.0;8.5
+;7;18.25;Landolt Reto;*;23;35.25;7;18.25;0;0.0;9.75
o;6;28.0;Kuster Marcel;***;14;54.25;8;27.25;2;-0.75;8.5
+;9;36.5;Krähenbühl Lukas;*;17;53.5;10;36.25;1;-0.25;9.75
o;8;46.25;Burkhalter Stefan;***;7;56.0;9;46.0;1;-0.25;8.5

12b;Dändliker Shane;**;;;;;;;;;54.75
o;;;Höfliger Andreas;**;;;;;;;8.5
+;5;8.5;Jörger Marc;*;22;35.5;4;8.75;-1;0.25;9.75
+;7;18.25;Gehrig Damian;***;8;55.75;5;18.75;-2;0.5;9.75
o;6;28.0;Luginbühl Hanspeter;**;10;55.25;6;28.0;0;0.0;8.5
+;9;36.5;Baumann Rico;*;13;54.5;11;36.0;2;-0.5;9.75
o;8;46.25;Mathis Marcel;***;7;56.0;9;46.0;1;-0.25;8.5

13a;Baumann Rico;*;;;;;;;;;54.5
-;;;Keller Manuel;*;;;;;;;8.75
o;4;8.75;Schnurrenberger Roman;**;15;54.0;5;8.5;1;-0.25;8.75
+;8;17.5;Wey Nicola;*;22;35.5;10;17.0;2;-0.5;10.0
o;7;27.5;Gehrig Damian;***;8;55.75;8;27.25;1;-0.25;8.5
o;11;36.0;Dändliker Shane;**;12;54.75;9;36.5;-2;0.5;8.5
+;15;44.5;Gehrig Philipp;**;16;53.75;13;45.0;-2;0.5;10.0

13b;Oertig Dominik;**;;;;;;;;;54.5
-;;;von Weissenfluh Kilian;**;;;;;;;8.75
+;4;8.75;Poltera Andrin;*;26;34.5;4;8.75;0;0.0;10.0
o;5;18.75;Stucki Christian;***;4;57.0;5;18.75;0;0.0;8.75
o;7;27.5;Giger Urs;*;11;55.0;6;28.0;-1;0.5;8.5
+;11;36.0;Schudel Simon;*;19;52.75;12;35.75;1;-0.25;10.0
o;9;46.0;Ulrich Andreas;***;8;55.75;9;46.0;0;0.0;8.5

13c;Roth Martin;**;;;;;;;;;54.5
-;;;Gehrig Philipp;**;;;;;;;8.75
+;4;8.75;Kunz Daniel;*;28;34.0;5;8.5;1;-0.25;9.75
-;6;18.5;Ulrich Andreas;***;8;55.75;6;18.5;0;0.0;8.75
+;8;27.25;Arztmann Beda;*;15;54.0;8;27.25;0;0.0;9.75
-;7;37.0;Vollenweider Jeremy;*;15;54.0;9;36.5;2;-0.5;9.0
o;9;46.0;Gehrig Damian;***;8;55.75;9;46.0;0;0.0;8.5

13d;von Weissenfluh Kilian;**;;;;;;;;;54.5
-;;;Oertig Dominik;**;;;;;;;8.75
+;4;8.75;Landolt Reto;*;23;35.25;2;9.75;-2;1.0;10.0
-;5;18.75;Kuster Marcel;***;14;54.25;6;18.5;1;-0.25;8.75
+;7;27.5;Geisser Lars;**;8;55.75;7;27.5;0;0.0;9.75
o;6;37.25;Rychen Roger;***;5;56.75;7;37.0;1;-0.25;8.5
-;10;45.75;Bernold Christian;**;14;54.25;11;45.5;1;-0.25;8.75

14a;Kuster Marcel;***;;;;;;;;;54.25
o;;;Mathis Marcel;***;;;;;;;8.5
+;5;8.5;Schlegel Reto;*;23;35.25;2;9.75;-3;1.25;10.0
-;6;18.5;von Weissenfluh Kilian;**;13;54.5;5;18.75;-1;0.25;8.75
+;8;27.25;Egli Damian;**;12;54.75;6;28.0;-2;0.75;9.75
o;7;37.0;Roschi Ruedi;**;9;55.5;6;37.25;-1;0.25;8.5
-;11;45.5;Reichmuth Marco;**;14;54.25;11;45.5;0;0.0;8.75

14b;Reichmuth Marco;**;;;;;;;;;54.25
-;;;Geisser Lars;**;;;;;;;8.75
-;4;8.75;Schläpfer Matthias;*;15;54.0;1;10.0;-3;1.25;8.75
o;8;17.5;Leuppi Samir;**;4;57.0;5;18.75;-3;1.25;8.5
+;11;26.0;Landolt Reto;*;23;35.25;10;26.75;-1;0.75;9.75
+;12;35.75;Schlegel Werner (2002);*;19;52.75;12;35.75;0;0.0;9.75
-;11;45.5;Kuster Marcel;***;14;54.25;11;45.5;0;0.0;8.75

14c;Notz Beni;***;;;;;;;;;54.25
-;;;Ulrich Andreas;***;;;;;;;8.75
+;4;8.75;Schletti Andreas;*;15;54.0;1;10.0;-3;1.25;9.75
o;6;18.5;Steffen Gustav;**;11;55.0;7;18.25;1;-0.25;8.5
+;9;27.0;Schläpfer Matthias;*;15;54.0;8;27.25;-1;0.25;10.0
o;7;37.0;Schenk Patrick;***;7;56.0;6;37.25;-1;0.25;8.5
-;11;45.5;Arnold Stefan;**;14;54.25;11;45.5;0;0.0;8.75

14d;Battaglia Ursin;**;;;;;;;;;54.25
o;;;Egli Damian;**;;;;;;;8.5
+;5;8.5;Keller Manuel;*;26;34.5;4;8.75;-1;0.25;10.0
o;6;18.5;Schneider Domenic;***;3;57.25;7;18.25;1;-0.25;8.5
o;9;27.0;Schmid Patrick;*;11;55.0;9;27.0;0;0.0;8.75
o;12;35.75;Arnold Stefan;**;14;54.25;12;35.75;0;0.0;8.5
+;16;44.25;Schudel Simon;*;19;52.75;16;44.25;0;0.0;10.0

14e;Eugster Ruedi;**;;;;;;;;;54.25
-;;;Arnold Stefan;**;;;;;;;8.75
+;4;8.75;Ackermann Remo;*;9;55.5;5;8.5;1;-0.25;9.75
o;6;18.5;Aeschbacher Matthias;**;6;56.5;7;18.25;1;-0.25;8.5
+;9;27.0;Lehmann Philipp;*;18;53.25;11;26.0;2;-1.0;9.75
-;8;36.75;Gehrig Philipp;**;16;53.75;10;36.25;2;-0.5;8.75
-;11;45.5;Schnurrenberger Roman;**;15;54.0;12;45.25;1;-0.25;8.75

14f;Bernold Christian;**;;;;;;;;;54.25
o;;;Betschart Remo;**;;;;;;;8.5
+;5;8.5;Ammann Rico;*;22;35.5;4;8.75;-1;0.25;10.0
o;6;18.5;Wenger Kilian;***;4;57.0;7;18.25;1;-0.25;8.5
+;9;27.0;Jöhl Christian;*;23;35.25;10;26.75;1;-0.25;10.0
o;7;37.0;Oettli Marco;*;11;55.0;9;36.5;2;-0.5;8.5
-;11;45.5;von Weissenfluh Kilian;**;13;54.5;10;45.75;-1;0.25;8.75

14g;Arnold Stefan;**;;;;;;;;;54.25
-;;;Eugster Ruedi;**;;;;;;;8.75
-;4;8.75;Geisser Lars;**;8;55.75;4;8.75;0;0.0;8.75
o;8;17.5;Oettli Marco;*;11;55.0;7;18.25;-1;0.75;8.5
+;11;26.0;Jörger Marc;*;22;35.5;9;27.0;-2;1.0;9.75
+;12;35.75;Battaglia Ursin;**;14;54.25;12;35.75;0;0.0;9.75
-;11;45.5;Notz Beni;***;14;54.25;11;45.5;0;0.0;8.75

15a;Schletti Andreas;*;;;;;;;;;54.0
