4056-2019-06-16_Buendner-Glarner_Kantonalschwingfest-ST

1a;Orlik Armon;***;;;;;;;;;59.25
o;5;28.25;Gartmann Mauro;*;9;56.25;8;27.5;3;-0.75;8.5
o;10;36.75;Naef Sandro;;14;55.0;10;36.75;0;0.0;8.5
o;15;45.25;Kirchmeier Christof;;14;55.0;15;45.25;0;0.0;8.5

19b;Baumann Reto;;;;;;;;;;53.75
o;;;Schönenberger Björn;;;;;;;;8.5
+;5;8.5;Rhyner Beni;;17;54.25;4;8.75;-1;0.25;9.75
o;6;18.25;Bühler Hannes;*;8;56.5;5;18.5;-1;0.25;8.5
+;11;26.75;Dudli Gallus;;25;35.25;11;26.75;0;0.0;10.0
o;10;36.75;Horner Sämi;;13;55.25;9;37.0;-1;0.25;8.5
o;15;45.25;Martin Dominik;;15;54.75;17;44.75;2;-0.5;8.5

19c;Tremp Ruedi (2003);;;;;;;;;;53.75
+;;;Egger Adrian (2003);;;;;;;;10.0
o;1;10.0;Wey Nicola;*;10;56.0;5;8.5;4;-1.5;8.5
o;5;18.5;Arztmann Beda;*;10;56.0;5;18.5;0;0.0;8.5
+;10;27.0;Gerber Noel (2002);;25;35.25;11;26.75;1;-0.25;9.75
o;10;36.75;Wehrli Jan (2002);;13;55.25;10;36.75;0;0.0;8.5
o;15;45.25;Stähli Jan;;13;55.25;15;45.25;0;0.0;8.5

19d;Burch Dean (2001);;;;;;;;;;53.75
-;;;Bärtsch Andreas (2002);;;;;;;;8.75
-;4;8.75;Brülisauer Dominik (2001);;15;54.75;4;8.75;0;0.0;9.0
-;8;17.75;Langenegger Beat;;26;35.0;9;17.5;1;-0.25;9.0
o;11;26.75;Flütsch Marco;;20;53.5;11;26.75;0;0.0;8.5
+;16;35.25;Schiess Daniel (2002);;23;52.75;15;35.5;-1;0.25;10.0
o;15;45.25;Aebli Nino;;12;55.5;14;45.5;-1;0.25;8.5

19e;Baumgartner Ramon (2002);;;;;;;;;;53.75
+;;;Wyrsch Hansi;;;;;;;;9.75
o;2;9.75;Oettli Marco;*;12;55.5;4;8.75;2;-1.0;8.5
o;6;18.25;Kolb This (2003);;18;54.0;5;18.5;-1;0.25;8.5
+;11;26.75;Koller Andreas;;25;35.25;11;26.75;0;0.0;9.75
o;11;36.5;Gwerder Andreas;**;16;54.5;13;36.0;2;-0.5;8.5
-;16;45.0;Tritten Robin;;18;54.0;15;45.25;-1;0.25;8.75

19f;Mathis Patrick;;;;;;;;;;53.75
+;;;Rhyner Beni;;;;;;;;10.0
-;1;10.0;Alder Armin;*;17;54.25;5;8.5;4;-1.5;9.0
o;3;19.0;Schlegel Reto;*;14;55.0;6;18.25;3;-0.75;8.5
-;8;27.5;Wild Thomas;;22;53.0;10;27.0;2;-0.5;9.0
o;11;36.5;Galli Cedric (2001);;14;55.0;10;36.75;-1;0.25;8.5
-;16;45.0;Koller Silvan (2002);;17;54.25;15;45.25;-1;0.25;8.75
o;19;53.75;Räbsamen Marcel;*;11;55.75;11;55.75;-8;2.0;0.0

20a;Flütsch Marco;;;;;;;;;;53.5
+;;;Dudli Gallus;;;;;;;;9.75
o;2;9.75;Burkhard Patrick;*;12;55.5;5;8.5;3;-1.25;8.5
o;6;18.25;Thoma Christoph;;13;55.25;5;18.5;-1;0.25;8.5
+;11;26.75;Burch Dean (2001);;19;53.75;11;26.75;0;0.0;9.75
o;11;36.5;Oertle Daniel;*;12;55.5;10;36.75;-1;0.25;8.5
o;16;45.0;Ziegler Andreas (2002);;16;54.5;17;44.75;1;-0.25;8.5

21a;Fäh Tobias;;;;;;;;;;53.25
-;;;Aebli Nino;;;;;;;;8.75
o;4;8.75;Keller Werner;;7;56.75;4;8.75;0;0.0;8.5
+;10;17.25;Brasser Gian-Claudio (2003);;28;34.0;11;17.0;1;-0.25;10.0
o;9;27.25;Bless Michael;***;11;55.75;14;25.75;5;-1.5;8.5
-;14;35.75;Martin Dominik;;15;54.75;13;36.0;-1;0.25;8.75
-;18;44.5;Wagner Andreas (2002);;22;53.0;19;44.25;1;-0.25;8.75

21b;Schönenberger Björn;;;;;;;;;;53.25
+;;;Baumann Reto;;;;;;;;10.0
o;1;10.0;Hochholdinger Roman;**;5;57.25;4;8.75;3;-1.25;8.5
-;5;18.5;Sprecher Martin;;16;54.5;5;18.5;0;0.0;8.75
o;9;27.25;Keller Werner;;7;56.75;9;27.25;0;0.0;8.75
o;13;36.0;Poltera Andrin;*;10;56.0;12;36.25;-1;0.25;8.5
-;18;44.5;Held Florian;;22;53.0;19;44.25;1;-0.25;8.75

22a;Joos Enrico (2003);;;;;;;;;;53.0
-;;;Signer Ramon (2002);;;;;;;;8.75
+;4;8.75;Isenring Ivan (2001);;28;34.0;5;8.5;1;-0.25;10.0
o;4;18.75;Breitenmoser Manuel;*;13;55.25;6;18.25;2;-0.5;8.5
o;9;27.25;Koller Silvan (2002);;17;54.25;10;27.0;1;-0.25;8.5
o;14;35.75;Tritten Robin;;18;54.0;15;35.5;1;-0.25;8.5
-;19;44.25;Schiess Daniel (2002);;23;52.75;20;44.0;1;-0.25;8.75

22b;Wagner Andreas (2002);;;;;;;;;;53.0
+;;;Laager Michael (2001);;;;;;;;9.75
o;2;9.75;Wolfer Lukas;*;13;55.25;5;8.5;3;-1.25;8.5
-;6;18.25;Schnyder Christian;;17;54.25;5;18.5;-1;0.25;8.75
-;10;27.0;Signer Ramon (2002);;23;52.75;10;27.0;0;0.0;8.75
o;14;35.75;Salnajs Leo;;18;54.0;15;35.5;1;-0.25;8.5
-;19;44.25;Fäh Tobias;;21;53.25;18;44.5;-1;0.25;8.75

22c;Sieber Marc;;;;;;;;;;53.0
o;;;Badat Thomas;;;;;;;;8.5
-;5;8.5;Held Florian;;22;53.0;4;8.75;-1;0.25;8.75
+;10;17.25;Bebi Nic (2003);;23;52.75;11;17.0;1;-0.25;10.0
o;9;27.25;Alder Armin;*;17;54.25;13;26.0;4;-1.25;8.5
o;14;35.75;Riget Florian;*;15;54.75;12;36.25;-2;0.5;8.5
-;19;44.25;Ritter Fabio (2001);;22;53.0;19;44.25;0;0.0;8.75

22d;Held Florian;;;;;;;;;;53.0
-;;;Hänni Marc (2001);;;;;;;;8.75
-;4;8.75;Sieber Marc;;22;53.0;5;8.5;1;-0.25;8.75
o;9;17.5;Grimm Michael;;18;54.0;11;17.0;2;-0.5;8.5
+;13;26.0;Krucker Silvan (2001);;27;34.25;14;25.75;1;-0.25;9.75
o;14;35.75;Dörig Erich;*;11;55.75;8;37.25;-6;1.5;8.5
-;19;44.25;Schönenberger Björn;;21;53.25;18;44.5;-1;0.25;8.75

22e;Baumgartner Joël;;;;;;;;;;53.0
-;;;Schwager Ivo;;;;;;;;8.75
o;4;8.75;Hänni Marc (2001);;16;54.5;4;8.75;0;0.0;8.5
+;10;17.25;Speck Ignaz (2003);;27;34.25;10;17.25;0;0.0;9.75
o;10;27.0;Wittenwiler Roman;*;6;57.0;9;27.25;-1;0.25;8.5
-;15;35.5;Ritter Fabio (2001);;22;53.0;15;35.5;0;0.0;8.75
-;19;44.25;Arpagaus Nino (2003);;23;52.75;20;44.0;1;-0.25;8.75

22f;Wild Thomas;;;;;;;;;;53.0
o;;;Kolb This (2003);;;;;;;;8.5
+;5;8.5;Furrer Damian;;11;55.75;4;8.75;-1;0.25;10.0
o;5;18.5;Schläpfer Markus;**;10;56.0;10;17.25;5;-1.25;8.5
-;10;27.0;Mathis Patrick;;19;53.75;8;27.5;-2;0.5;9.0
o;13;36.0;Kammermann Thomas;*;15;54.75;13;36.0;0;0.0;8.5
o;18;44.5;Bärtsch Andreas (2002);;17;54.25;19;44.25;1;-0.25;8.5

22g;Ritter Fabio (2001);;;;;;;;;;53.0
o;;;Galli Cedric (2001);;;;;;;;8.5
o;5;8.5;Tritten Robin;;18;54.0;5;8.5;0;0.0;8.5
+;11;17.0;Schiess Daniel (2002);;23;52.75;11;17.0;0;0.0;10.0
o;10;27.0;Christen Jérôme (2002);;17;54.25;10;27.0;0;0.0;8.5
-;15;35.5;Baumgartner Joël;;22;53.0;15;35.5;0;0.0;8.75
-;19;44.25;Sieber Marc;;22;53.0;19;44.25;0;0.0;8.75

23a;Schiess Daniel (2002);;;;;;;;;;52.75
o;;;Wehrli Jan (2002);;;;;;;;8.5
o;5;8.5;Wyrsch Hansi;;15;54.75;5;8.5;0;0.0;8.5
o;11;17.0;Ritter Fabio (2001);;22;53.0;11;17.0;0;0.0;8.5
+;15;25.5;Egger Adrian (2003);;28;34.0;15;25.5;0;0.0;10.0
o;15;35.5;Burch Dean (2001);;19;53.75;16;35.25;1;-0.25;8.5
-;20;44.0;Joos Enrico (2003);;22;53.0;19;44.25;-1;0.25;8.75

23b;Signer Ramon (2002);;;;;;;;;;52.75
-;;;Joos Enrico (2003);;;;;;;;8.75
+;4;8.75;Schwager Ivo;;27;34.25;4;8.75;0;0.0;9.75
o;5;18.5;Bernold Christian;**;9;56.25;9;17.5;4;-1.0;8.5
-;10;27.0;Wagner Andreas (2002);;22;53.0;10;27.0;0;0.0;8.75
o;14;35.75;Sprecher Martin;;16;54.5;13;36.0;-1;0.25;8.5
o;19;44.25;Alder Armin;*;17;54.25;19;44.25;0;0.0;8.5

23c;Bebi Nic (2003);;;;;;;;;;52.75
o;;;Ackermann Rico (2003);;;;;;;;8.5
o;5;8.5;Götti Samuel;;18;54.0;2;9.75;-3;1.25;8.5
o;11;17.0;Sieber Marc;;22;53.0;10;17.25;-1;0.25;8.5
+;15;25.5;Speck Ignaz (2003);;27;34.25;14;25.75;-1;0.25;10.0
o;15;35.5;Tschudi Mario (2001);;18;54.0;15;35.5;0;0.0;8.5
-;20;44.0;Bertogg Severin (2001);;23;52.75;20;44.0;0;0.0;8.75

23d;Arpagaus Nino (2003);;;;;;;;;;52.75
o;;;Thoma Christoph;;;;;;;;8.5
o;5;8.5;Ziegler Andreas (2002);;16;54.5;5;8.5;0;0.0;8.5
+;11;17.0;Isenring Ivan (2001);;28;34.0;11;17.0;0;0.0;10.0
o;10;27.0;Grimm Michael;;18;54.0;10;27.0;0;0.0;8.5
o;15;35.5;Schrepfer Sven (2003);;18;54.0;14;35.75;-1;0.25;8.5
-;20;44.0;Baumgartner Joël;;22;53.0;19;44.25;-1;0.25;8.75

23e;Bertogg Severin (2001);;;;;;;;;;52.75
o;;;Brülisauer Thomas (2003);;;;;;;;8.5
o;5;8.5;Laager Michael (2001);;17;54.25;5;8.5;0;0.0;8.5
o;11;17.0;Rhyner Beni;;17;54.25;10;17.25;-1;0.25;8.5
+;15;25.5;Isenring Ivan (2001);;28;34.0;15;25.5;0;0.0;10.0
o;15;35.5;Götti Samuel;;18;54.0;15;35.5;0;0.0;8.5
-;20;44.0;Bebi Nic (2003);;23;52.75;20;44.0;0;0.0;8.75

23f;Niederberger Marc Ursin (2002);;;;;;;;;;52.75
+;;;Christen Jérôme (2002);;;;;;;;10.0
o;1;10.0;Dörig Erich;*;11;55.75;4;8.75;3;-1.25;8.5
o;5;18.5;Horner Sämi;;13;55.25;5;18.5;0;0.0;8.75
o;9;27.25;Laager Michael (2001);;17;54.25;10;27.0;1;-0.25;8.5
o;14;35.75;Schnyder Christian;;17;54.25;13;36.0;-1;0.25;8.5
o;19;44.25;Roth Peter;;17;54.25;18;44.5;-1;0.25;8.5

24a;Brülisauer Thomas (2003);;;;;;;;;;52.5
+;;;Bertogg Severin (2001);;;;;;;;10.0
o;1;10.0;Pianta Christian;*;11;55.75;3;9.0;2;-1.0;8.5
o;5;18.5;Landolt Reto;*;4;57.5;3;19.0;-2;0.5;8.5
o;10;27.0;Badat Thomas;;12;55.5;10;27.0;0;0.0;8.5
o;15;35.5;Amrein Joel (2003);;18;54.0;15;35.5;0;0.0;8.5
o;20;44.0;Tanner Markus (2002);;16;54.5;18;44.5;-2;0.5;8.5

25a;Aebli Andrin (2001);;;;;;;;;;35.25
o;;;Schuler Martin;;;;;;;;8.5
o;5;8.5;Dudli Gallus;;25;35.25;5;8.5;0;0.0;8.5
+;11;17.0;Knellwolf Sebastian (2001);;28;34.0;11;17.0;0;0.0;9.75
o;11;26.75;Rhyner Beni;;17;54.25;10;27.0;-1;0.25;8.5

25b;Manser Adrian;;;;;;;;;;35.25
+;;;Brand Andreas (2003);;;;;;;;9.75
o;2;9.75;Lanter Christian;*;13;55.25;4;8.75;2;-1.0;8.5
o;6;18.25;Blaser Andre;;14;55.0;6;18.25;0;0.0;8.5
o;11;26.75;Burkhard Tobias;;17;54.25;10;27.0;-1;0.25;8.5

25c;Tremp Remo;;;;;;;;;;35.25
+;;;Brasser Gian-Claudio (2003);;;;;;;;9.75
o;2;9.75;Kammermann Thomas;*;15;54.75;4;8.75;2;-1.0;8.5
o;6;18.25;Brülisauer Dominik (2001);;15;54.75;8;17.75;2;-0.5;8.5
o;11;26.75;Lötscher Abraham;;12;55.5;10;27.0;-1;0.25;8.5

25d;Hofer Lars (2003);;;;;;;;;;35.25
+;;;Krucker Silvan (2001);;;;;;;;9.75
o;2;9.75;Riget Florian;*;15;54.75;4;8.75;2;-1.0;8.5
o;6;18.25;Schiesser Patrik;;13;55.25;5;18.5;-1;0.25;8.5
o;11;26.75;Kirchmeier Christof;;14;55.0;10;27.0;-1;0.25;8.5

25e;Dudli Gallus;;;;;;;;;;35.25
o;;;Flütsch Marco;;;;;;;;8.5
+;5;8.5;Aebli Andrin (2001);;25;35.25;5;8.5;0;0.0;9.75
o;6;18.25;Inauen Andreas;*;12;55.5;6;18.25;0;0.0;8.5
o;11;26.75;Baumann Reto;;19;53.75;11;26.75;0;0.0;8.5

25f;Gerber Noel (2002);;;;;;;;;;35.25
o;;;Koller Andreas;;;;;;;;8.5
+;5;8.5;Speck Ignaz (2003);;27;34.25;5;8.5;0;0.0;9.75
o;6;18.25;Jöhl Christian;*;11;55.75;5;18.5;-1;0.25;8.5
o;11;26.75;Tremp Ruedi (2003);;19;53.75;10;27.0;-1;0.25;8.5

25g;Bernhard Thomas (2002);;;;;;;;;;35.25
+;;;Isenring Ivan (2001);;;;;;;;9.75
o;2;9.75;Marty Jaime;*;13;55.25;4;8.75;2;-1.0;8.5
o;6;18.25;Ackermann Rico (2003);;19;53.75;6;18.25;0;0.0;8.5
o;11;26.75;Stähli Jan;;13;55.25;10;27.0;-1;0.25;8.5

25h;Koller Andreas;;;;;;;;;;35.25
+;;;Gerber Noel (2002);;;;;;;;9.75
o;2;9.75;Kamer Hanspeter;*;16;54.5;4;8.75;2;-1.0;8.5
o;6;18.25;Naef Sandro;;14;55.0;6;18.25;0;0.0;8.5
o;11;26.75;Baumgartner Ramon (2002);;19;53.75;11;26.75;0;0.0;8.5

25i;Brand Andreas (2003);;;;;;;;;;35.25
o;;;Manser Adrian;;;;;;;;8.5
o;5;8.5;Naef Sandro;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Christen Jérôme (2002);;17;54.25;11;17.0;0;0.0;8.5
+;15;25.5;Knellwolf Sebastian (2001);;28;34.0;15;25.5;0;0.0;9.75

26a;Langenegger Beat;;;;;;;;;;35.0
-;;;Bircher Luca;;;;;;;;8.75
-;4;8.75;Roth Peter;;17;54.25;4;8.75;0;0.0;8.75
-;9;17.5;Burch Dean (2001);;19;53.75;8;17.75;-1;0.25;9.0
o;12;26.5;Wyrsch Hansi;;15;54.75;11;26.75;-1;0.25;8.5

27a;Speck Ignaz (2003);;;;;;;;;;34.25
o;;;Sprecher Franco;;;;;;;;8.5
o;5;8.5;Gerber Noel (2002);;25;35.25;5;8.5;0;0.0;8.75
o;10;17.25;Baumgartner Joël;;22;53.0;10;17.25;0;0.0;8.5
o;14;25.75;Bebi Nic (2003);;23;52.75;15;25.5;1;-0.25;8.5

27b;Krucker Silvan (2001);;;;;;;;;;34.25
o;;;Hofer Lars (2003);;;;;;;;8.5
o;5;8.5;Koller Silvan (2002);;17;54.25;5;8.5;0;0.0;8.5
-;11;17.0;Tanner Markus (2002);;16;54.5;10;17.25;-1;0.25;8.75
o;14;25.75;Held Florian;;22;53.0;13;26.0;-1;0.25;8.5

27c;Schwager Ivo;;;;;;;;;;34.25
-;;;Baumgartner Joël;;;;;;;;8.75
o;4;8.75;Signer Ramon (2002);;23;52.75;4;8.75;0;0.0;8.5
o;10;17.25;Martin Dominik;;15;54.75;9;17.5;-1;0.25;8.5
o;14;25.75;Tanner Markus (2002);;16;54.5;13;26.0;-1;0.25;8.5

28a;Brasser Gian-Claudio (2003);;;;;;;;;;34.0
o;;;Tremp Remo;;;;;;;;8.5
o;5;8.5;Kirchmeier Christof;;14;55.0;5;8.5;0;0.0;8.5
o;11;17.0;Fäh Tobias;;21;53.25;10;17.25;-1;0.25;8.5
o;15;25.5;Schrepfer Sven (2003);;18;54.0;14;25.75;-1;0.25;8.5

28b;Isenring Ivan (2001);;;;;;;;;;34.0
o;;;Bernhard Thomas (2002);;;;;;;;8.5
o;5;8.5;Joos Enrico (2003);;22;53.0;4;8.75;-1;0.25;8.5
o;11;17.0;Arpagaus Nino (2003);;23;52.75;11;17.0;0;0.0;8.5
o;15;25.5;Bertogg Severin (2001);;23;52.75;15;25.5;0;0.0;8.5

28c;Knellwolf Sebastian (2001);;;;;;;;;;34.0
o;;;Sprecher Martin;;;;;;;;8.5
o;5;8.5;Bircher Luca;;29;27.25;4;8.75;-1;0.25;8.5
o;11;17.0;Aebli Andrin (2001);;25;35.25;11;17.0;0;0.0;8.5
o;15;25.5;Brand Andreas (2003);;25;35.25;15;25.5;0;0.0;8.5

28d;Egger Adrian (2003);;;;;;;;;;34.0
o;;;Tremp Ruedi (2003);;;;;;;;8.5
o;5;8.5;Ackermann Roman;;17;54.25;5;8.5;0;0.0;8.5
o;11;17.0;Furrer Damian;;11;55.75;10;17.25;-1;0.25;8.5
o;15;25.5;Schiess Daniel (2002);;23;52.75;15;25.5;0;0.0;8.5

29a;Bircher Luca;;;;;;;;;;27.25
-;;;Langenegger Beat;;;;;;;;8.75
+;4;8.75;Knellwolf Sebastian (2001);;28;34.0;5;8.5;1;-0.25;10.0
o;4;18.75;Wolfer Lukas;*;13;55.25;6;18.25;2;-0.5;8.5

30a;Sprecher Franco;;;;;;;;;;18.25
+;;;Speck Ignaz (2003);;;;;;;;9.75
o;2;9.75;Schmidlin Tobias (2001);*;12;55.5;5;8.5;3;-1.25;8.5

